STRUCTURE,STRUCTURE_ID,freq,sex,isced97,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,NEV,SI,2008,88.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,NEV,SK,2008,71.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,NEV,TR,2008,96.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,BE,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,BG,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,CZ,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,DE,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,ES,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,FR,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,HU,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,LV,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,MT,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,PL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,RO,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,SI,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,SK,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y1-2,TR,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,BE,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,CY,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,CZ,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,DE,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,ES,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,FR,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,HU,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,LV,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,MT,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,PL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,SI,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,SK,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y2-3,TR,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,BE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,BG,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,CY,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,CZ,2008,5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,DE,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,EL,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,ES,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,FR,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,HU,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,LV,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,MT,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,PL,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,SI,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,SK,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_GT3,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,BE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,BG,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,CY,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,CZ,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,DE,2008,38,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,EL,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,ES,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,FR,2008,13,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,HU,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,LV,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,MT,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,PL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,SI,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,SK,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,F,TOTAL,Y_LT1,TR,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,BE,2008,85.1,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,BG,2008,88.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,CY,2008,92.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,CZ,2008,77.2,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,EL,2008,91.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,ES,2008,91.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,FR,2008,72.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,HU,2008,85.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,LV,2008,74.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,MT,2008,92.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,PL,2008,94.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,RO,2008,98.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,SI,2008,81.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,SK,2008,77.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,NEV,TR,2008,95.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,BE,2008,2.1,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,BG,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,CY,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,CZ,2008,14,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,EL,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,ES,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,FR,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,HU,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,LV,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,MT,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,PL,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,RO,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,SI,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,SK,2008,6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y1-2,TR,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,BE,2008,2.3,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,BG,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,CY,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,CZ,2008,2.6,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,ES,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,FR,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,HU,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,LV,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,MT,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,PL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,SI,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,SK,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y2-3,TR,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,BE,2008,5.9,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,BG,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,CZ,2008,6.2,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,EL,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,ES,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,FR,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,HU,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,LV,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,MT,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,PL,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,SI,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,SK,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_GT3,TR,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,BE,2008,4.6,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,BG,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,CY,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,EL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,ES,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,FR,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,HU,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,LV,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,MT,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,PL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,SI,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,SK,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED0-2,Y_LT1,TR,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,BE,2008,82.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,BG,2008,83.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,CY,2008,91.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,CZ,2008,63.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,EL,2008,86.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,ES,2008,88,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,FR,2008,69.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,HU,2008,87.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,LV,2008,76.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,MT,2008,89,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,PL,2008,91.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,RO,2008,96.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,SI,2008,79.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,SK,2008,71.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,NEV,TR,2008,94.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,BE,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,BG,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,CZ,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,EL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,ES,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,FR,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,HU,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,LV,2008,5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,MT,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,PL,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,RO,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,SI,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,SK,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y1-2,TR,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,BE,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,BG,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,CY,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,CZ,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,EL,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,ES,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,FR,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,HU,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,LV,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,MT,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,SI,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,SK,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y2-3,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,BE,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,CY,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,CZ,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,EL,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,ES,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,FR,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,HU,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,LV,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,MT,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,PL,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,SI,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,SK,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_GT3,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,BE,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,BG,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,CY,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,CZ,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,DE,2008,38,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,EL,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,ES,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,FR,2008,15,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,HU,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,LV,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,MT,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,PL,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,RO,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,SI,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,SK,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED3_4,Y_LT1,TR,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,BE,2008,78.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,BG,2008,82.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,CY,2008,86.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,CZ,2008,42.4,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,DE,2008,21.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,EL,2008,90.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,ES,2008,87.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,FR,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,HU,2008,88.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,LV,2008,64.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,MT,2008,95.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,PL,2008,84.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,RO,2008,94.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,SI,2008,75.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,SK,2008,64.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,NEV,TR,2008,91.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,BE,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,BG,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,CY,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,CZ,2008,19.6,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,DE,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,EL,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,ES,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,FR,2008,7,
