STRUCTURE,STRUCTURE_ID,freq,hlthcare,indic_he,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1990,51.53,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1991,54.09,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1992,54.28,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1993,55.11,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1994,52.61,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1995,58.79,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1996,62.94,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1997,30.28,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1998,28.66,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,1999,21.43,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2000,23.15,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2001,18.56,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2002,19.09,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2003,18.60,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2004,21.97,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2005,18.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2006,18.07,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2007,18.10,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2008,17.70,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2009,17.16,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2010,18.22,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2011,18.36,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2012,18.28,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2013,18.83,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2014,18.56,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2015,18.54,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2016,18.29,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2017,18.50,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2018,18.18,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2019,19.65,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2020,18.63,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,AT,2021,18.90,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BE,2016,9.35,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BE,2017,9.23,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BE,2018,9.29,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BE,2019,8.96,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BE,2020,9.38,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BE,2021,9.23,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BG,2019,28.85,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BG,2020,32.65,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,BG,2021,32.70,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2010,40.81,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2011,38.25,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2012,36.70,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2013,36.92,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2014,36.05,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2015,35.11,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2016,34.22,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2017,33.27,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2018,34.28,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2019,33.62,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2020,34.21,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CH,2021,33.69,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CY,2019,23.19,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CY,2020,24.77,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CY,2021,28.44,bd
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2007,15.37,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2008,14.38,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2009,14.23,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2010,12.52,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2011,12.52,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2012,11.69,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2013,11.59,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2014,11.18,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2015,11.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2016,11.05,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2017,10.91,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2018,10.81,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2019,10.41,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2020,10.14,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,CZ,2021,10.93,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2000,25.03,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2001,23.80,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2002,23.82,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2003,23.98,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2004,22.54,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2005,21.97,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2006,22.02,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2007,22.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2008,21.59,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2009,21.67,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2010,21.61,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2011,21.62,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2012,21.54,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2013,21.71,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2014,22.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2015,22.37,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2016,22.84,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2017,23.34,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2018,23.92,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2019,24.40,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2020,24.40,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,DE,2021,24.80,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2013,17.70,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2014,17.90,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2015,18.80,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2016,20.10,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2017,20.10,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2018,20.10,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2019,20.80,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2020,17.20,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,EE,2021,16.10,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2010,19.62,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2011,19.43,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2012,19.96,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2013,19.22,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2014,18.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2015,18.89,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2016,18.57,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2017,20.81,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2018,21.39,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2019,20.41,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2020,20.45,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ES,2021,18.63,p
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,FI,2018,21,e
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,FI,2019,20.30,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,FI,2020,16.20,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,FI,2021,18.80,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2009,14.56,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2010,13.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2011,16.12,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2012,12.36,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2013,13.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2014,12.32,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2015,10.79,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2016,11.87,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2017,11.24,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2018,12.21,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2019,13.07,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2020,11.64,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HR,2021,12.63,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2010,16.59,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2011,16.55,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2012,16.27,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2013,16.46,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2014,16.29,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2015,16.92,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2016,17.60,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2017,17.84,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2018,17.91,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2019,18.05,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2020,17.62,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,HU,2021,17.49,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2015,19.40,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2016,19.30,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2017,19.60,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2018,19.20,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2019,19.70,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2020,17.60,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IE,2021,14.30,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2007,13.58,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2008,12.36,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2009,11.96,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2010,11.42,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2011,10.47,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2012,11.51,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2013,11.25,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2014,10.61,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2015,10.42,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2016,10.85,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2017,10.49,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2018,10.95,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2019,10.85,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2020,10.50,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IS,2021,9.43,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2001,12.83,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2002,12.34,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2003,12.60,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2004,12.78,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2005,12.83,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2006,13.08,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2007,12.36,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2008,12.39,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2009,11.42,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2010,11.58,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2011,11.60,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2012,11.37,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2013,11.22,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2014,11.21,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2015,11.37,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2016,11.49,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2017,12.02,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2018,11.59,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2019,11.60,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2020,12.41,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,IT,2021,11.91,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LI,2019,49.40,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LI,2020,50.30,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LI,2021,47.90,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2013,17.97,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2014,17.80,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2015,17.09,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2016,17.04,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2017,17.01,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2018,17.11,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2019,16.77,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2020,16.83,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,LT,2021,15.85,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ME,2018,18.97,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ME,2019,17.35,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,ME,2020,18.03,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,MT,2019,59.33,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,MT,2020,57.22,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2015,23.01,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2016,25.11,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2017,23.90,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2018,29.17,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2019,22.39,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2020,21.85,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NL,2021,20.07,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2002,48.34,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2003,42.38,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2004,49.23,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2005,37.47,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2006,35.37,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2007,34.61,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2008,31.95,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2009,30.76,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2010,29.33,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2011,27.45,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2012,26.08,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2013,25.43,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2014,22.56,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2015,25.55,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2016,24.83,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2017,23.84,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2018,23.77,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2019,23.38,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2020,25.50,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,NO,2021,25.90,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PL,2017,35.25,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PL,2018,35.54,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PL,2019,34.96,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PL,2020,35.40,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PL,2021,43.30,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2000,97.19,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2001,95.18,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2002,90.67,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2003,89.22,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2004,91.39,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2005,88.36,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2006,87.45,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2007,85.28,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2008,83.53,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2009,82.85,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2010,84.73,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2011,85.86,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2012,81.45,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2013,82.81,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2014,84.79,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2015,85.12,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2016,86.69,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2017,90.20,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2018,96.33,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2019,99.31,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,PSY,ALOS,NR,PT,2020,124.71,d
