STRUCTURE,STRUCTURE_ID,freq,hlthcare,indic_he,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2001,13542336.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2002,13493253.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2003,13348395.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2004,13464351.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2005,13295318.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2006,13288936.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2007,13258477.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2008,13244616.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2009,12989297.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2010,12842066.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2011,12623200.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2012,12312014.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2013,12083506.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2014,11914658.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2015,11656215.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2016,11573129.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2017,11326514.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2018,11232636.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2019,11126232.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2020,9520471.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,AT,2021,9683857.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BE,2016,12242201.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BE,2017,12058751.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BE,2018,12041212.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BE,2019,11894930.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BE,2020,10175964.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BE,2021,10468233.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BG,2019,8956245.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BG,2020,7608027.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,BG,2021,8108783.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2010,6996025.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2011,6938699.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2012,6795174.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2013,6732462.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2014,6772958.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2015,6802589.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2016,6808926.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2017,6662242.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2018,6588124,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2019,6563161.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2020,6139498.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CH,2021,6317687.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CY,2019,585013,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CY,2020,491139,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CY,2021,492345,bd
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2007,13895501.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2008,13290417.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2009,13028417.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2010,12638885,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2011,12336056.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2012,12053001.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2013,11422441.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2014,11442614.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2015,11133197.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2016,10930002.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2017,10612676.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2018,10390994.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2019,10241530.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2020,8931516.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,CZ,2021,9049915.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2000,143692716.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2001,139931754.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2002,138438536.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2003,131991382.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2004,125797858.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2005,123782962.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2006,122301016.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2007,122943679.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2008,122412966.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2009,122087336.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2010,121515208.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2011,120747511.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2012,120549806.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2013,120193541.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2014,120278595.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2015,119719516.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2016,120060534.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2017,118483600.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2018,117398617.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2019,115699311.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2020,100329998.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,DE,2021,99133611.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2013,1047529.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2014,1015114.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2015,1001727.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2016,973253.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2017,943002.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2018,952114.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2019,953522.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2020,875104.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,EE,2021,902500.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2010,31372823.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2011,30381767.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2012,29857857.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2013,29682289.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2014,29791512.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2015,30238774.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2016,30205961.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2017,30127881.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2018,30283136.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2019,30257066.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2020,27786232.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ES,2021,29323632,p
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FI,2018,4863665.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FI,2019,4624464.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FI,2020,4297109.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FI,2021,4238335.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2013,59926820.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2014,59342090.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2015,58664330.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2016,57978217.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2017,57004942.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2018,56303862.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2019,55815811.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2020,50516860.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,FR,2021,51249706.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2009,4459447,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2010,4260673.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2011,4255976.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2012,4181969.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2013,4031401.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2014,3990730.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2015,3847451.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2016,3777511.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2017,3666026.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2018,3549246.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2019,3473750.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2020,2826639.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HR,2021,3036868.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2010,9612253.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2011,9495195.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2012,9211915.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2013,9067888.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2014,9058508.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2015,8741045.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2016,8611852.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2017,8335065.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2018,8175116.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2019,8069756.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2020,5986264.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,HU,2021,6027905.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2015,3380296.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2016,3402290.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2017,3438606.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2018,3529240.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2019,3534963.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2020,3490693,b
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IE,2021,3909670.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2007,219309.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2008,224640.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2009,220695.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2010,201607.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2011,191824.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2012,192939.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2013,193394.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2014,197900.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2015,193671.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2016,200787.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2017,200014.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2018,187855.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2019,186356.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2020,183223.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IS,2021,195311.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2001,60562803.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2002,56498181.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2003,53740451.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2004,52777534.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2005,52222394.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2006,51550317.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2007,50463891.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2008,49821820.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2009,48741218.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2010,47677760.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2011,46051614.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2012,44588183.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2013,43023801.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2014,42325937.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2015,42096193.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2016,41458805.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2017,41545615.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2018,41343810.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2019,40752944.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2020,35500481.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,IT,2021,37162801.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LI,2019,10121.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LI,2020,10483.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LI,2021,10507.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2013,3951406.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2014,3838499.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2015,3707119.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2016,3592103.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2017,3462186.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2018,3393308.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2019,3296692.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2020,2468520.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LT,2021,2507906.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2000,4034386.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2001,3706255.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2002,3452090.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2003,3431888.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2004,3371348.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2005,3269797.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2006,3291239.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2007,3243062.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2008,3173831.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2009,2252332.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2010,1928669.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2011,1893909.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2012,1803656.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2013,1751705.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2014,1716392.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2015,1728259.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2016,1728760.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2017,1641261.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2018,1653221.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2019,1579232.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2020,1361575.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,LV,2021,1364147.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ME,2018,560708.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ME,2019,529836.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,ME,2020,385946.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,MT,2019,384931,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,MT,2020,324314,d
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2015,8688385.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2016,8515399.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2017,8322819.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2018,8021528.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2019,7698007.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2020,6808044.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NL,2021,7097065.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NO,2002,4203253.00,
dataflow,ESTAT:HLTH_CO_INPAGG(1.0),A,SOM,DAY_HOSP,NR,NO,2003,4205396.00,
