STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hhcomp,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,NO,2012,40.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,PL,2012,218.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,PT,2012,107.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,RO,2012,28.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,SE,2012,92.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,SI,2012,15.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,SK,2012,47.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,F,UK,2012,416.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,AT,2012,77.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,BE,2012,93.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,BG,2012,104.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,CY,2012,7.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,CZ,2012,76.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,DE,2012,994.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,DK,2012,45.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,EE,2012,13.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,EEA,2012,4072.9,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,EL,2012,103.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,ES,2012,236.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,EU27_2007,2012,4032.8,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,FI,2012,71.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,FR,2012,629.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,HU,2012,85.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,IS,2012,2.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,IT,2012,411.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,LT,2012,26.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,LU,2012,4.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,LV,2012,19.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,MT,2012,2.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,NL,2012,149.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,NO,2012,37.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,PL,2012,196.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,PT,2012,83.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,RO,2012,66.4,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,SE,2012,103.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,SI,2012,17.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,SK,2012,25.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,M,UK,2012,386.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,AT,2012,158.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,BE,2012,200.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,BG,2012,218.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,CY,2012,15.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,CZ,2012,155.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,DE,2012,1875.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,DK,2012,98.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,EE,2012,28.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,EEA,2012,8249.0,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,EL,2012,208.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,ES,2012,493.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,EU27_2007,2012,8165.4,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,FI,2012,117.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,FR,2012,1204.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,HU,2012,174.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,IS,2012,5.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,IT,2012,1012.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,LT,2012,51.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,LU,2012,6.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,LV,2012,43.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,MT,2012,5.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,NL,2012,292.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,NO,2012,78.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,PL,2012,415.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,PT,2012,190.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,RO,2012,94.7,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,SE,2012,195.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,SI,2012,33.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,SK,2012,72.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_NYCH,T,UK,2012,803.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,AT,2012,52.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,BE,2012,106.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,BG,2012,23.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,CY,2012,5.9,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,CZ,2012,27.2,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,DE,2012,605.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,DK,2012,45.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,EE,2012,6.2,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,EEA,2012,2437.7,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,EL,2012,48.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,ES,2012,266.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,EU27_2007,2012,2380.1,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,FI,2012,21.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,FR,2012,131.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,HU,2012,58.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,IS,2012,2.7,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,IT,2012,114.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,LT,2012,17.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,LU,2012,5.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,LV,2012,12.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,MT,2012,2.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,NL,2012,137.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,NO,2012,54.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,PL,2012,184.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,PT,2012,66.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,RO,2012,46.4,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,SE,2012,71.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,SI,2012,13.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,SK,2012,63.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,F,UK,2012,244.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,AT,2012,61.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,BE,2012,75.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,BG,2012,31.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,CY,2012,5.8,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,CZ,2012,32.7,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,DE,2012,451.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,DK,2012,42.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,EE,2012,4.8,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,EEA,2012,2130.4,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,EL,2012,50.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,ES,2012,243.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,EU27_2007,2012,2090.1,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,FI,2012,22.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,FR,2012,135.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,HU,2012,48.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,IS,2012,1.4,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,IT,2012,133.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,LT,2012,18.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,LU,2012,7.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,LV,2012,7.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,MT,2012,1.8,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,NL,2012,64.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,NO,2012,38.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,PL,2012,157.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,PT,2012,47.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,RO,2012,71.5,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,SE,2012,50.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,SI,2012,13.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,SK,2012,34.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,M,UK,2012,276.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,AT,2012,113.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,BE,2012,181.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,BG,2012,54.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,CY,2012,11.7,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,CZ,2012,59.9,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,DE,2012,1056.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,DK,2012,88.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,EE,2012,11.0,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,EEA,2012,4568.1,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,EL,2012,99.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,ES,2012,510.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,EU27_2007,2012,4470.2,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,FI,2012,44.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,FR,2012,267.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,HU,2012,106.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,IS,2012,4.1,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,IT,2012,248.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,LT,2012,35.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,LU,2012,12.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,LV,2012,20.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,MT,2012,4.1,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,NL,2012,202.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,NO,2012,93.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,PL,2012,341.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,PT,2012,113.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,RO,2012,117.9,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,SE,2012,122.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,SI,2012,27.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,SK,2012,97.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,CPL_YCH,T,UK,2012,521.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,AT,2012,50.9,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,BE,2012,63.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,BG,2012,73.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,CY,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,CZ,2012,40.4,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,DE,2012,234.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,DK,2012,10.0,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,EE,2012,8.0,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,EEA,2012,2520.3,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,EL,2012,115.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,ES,2012,273.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,EU27_2007,2012,2505.9,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,FI,2012,9.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,FR,2012,140.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,HU,2012,98.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,IS,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,IT,2012,141.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,LT,2012,51.6,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,LU,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,LV,2012,27.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,MT,2012,4.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,NL,2012,52.4,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,NO,2012,13.4,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,PL,2012,276.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,PT,2012,71.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,RO,2012,311.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,SE,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,SI,2012,11.1,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,SK,2012,27.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,F,UK,2012,391.4,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,AT,2012,33.9,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,BE,2012,37.7,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,BG,2012,50.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,CY,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,CZ,2012,7.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,DE,2012,370.2,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,DK,2012,12.8,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,EE,2012,3.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,EEA,2012,2103.4,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,EL,2012,73.8,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,ES,2012,221.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,EU27_2007,2012,2093.5,e
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,FI,2012,20.3,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,FR,2012,82.3,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,HU,2012,85.0,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,IS,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,IT,2012,150.7,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,LT,2012,31.9,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,LU,2012,,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,LV,2012,10.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,MT,2012,2.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,NL,2012,64.9,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,NO,2012,9.0,u
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,PL,2012,142.5,
dataflow,ESTAT:HLTH_DSI040(1.0),A,THS,PTP_LD1,OTH,M,PT,2012,73.5,
