STRUCTURE,STRUCTURE_ID,freq,unit,icha11_fs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NL,2018,485.68,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NL,2019,502.22,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NL,2020,476.11,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NO,2016,8946.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NO,2017,9348.74,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NO,2018,9367.99,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NO,2019,9771.62,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,NO,2020,10060.14,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,PL,2017,792.56,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,PL,2018,735.11,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,PL,2019,796.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,PL,2020,802.83,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2001,3753.28,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2002,3946.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2003,3986.50,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2004,4165.44,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2005,4401.54,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2006,4579.04,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2007,4741.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2008,4959.63,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2009,5169.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2010,5192.40,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2011,5981.24,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2012,6251.46,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2013,6483.29,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2014,6725.79,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2015,7000.48,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2016,6997.42,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2017,6986.39,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2018,7247.02,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2019,7297.48,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2020,7076.87,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SE,2021,7717.02,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SI,2018,219.37,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SI,2019,230.33,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SI,2020,263.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,SK,2020,228.75,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2013,442.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2014,457.07,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2015,469.40,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2016,488.91,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2017,514.04,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2018,542.58,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS61,UK,2019,575.27,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2010,73.75,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2011,67.82,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2012,71.07,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2013,87.90,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2014,85.17,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2015,89.59,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2016,84.43,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2017,83.94,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2018,99.55,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2019,94.29,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2020,122.64,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CH,2021,117.47,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CY,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2010,195.99,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2011,196.43,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2012,187.93,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2013,195.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2014,334.89,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2015,201.73,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2016,234.31,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2017,289.06,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2018,241.85,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2019,248.22,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2020,254.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,CZ,2021,355.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1992,36.74,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1993,32.84,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1994,32.48,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1995,32.29,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1996,29.68,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1997,28.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1998,28.72,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,1999,28.31,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2000,28.86,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2001,29.02,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2002,27.46,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2003,25.54,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2004,24.82,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2005,25.27,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2006,27.23,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2007,29.88,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2008,31.66,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2009,29.40,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2010,26.96,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2011,29.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2012,29.69,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2013,28.84,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2014,30.70,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2015,31.30,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2016,31.18,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2017,31.58,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2018,32.86,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2019,33.11,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2020,33.51,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,DE,2021,36.95,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2003,9.76,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2004,10.61,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2005,10.88,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2006,5.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2007,8.59,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2008,16.50,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2009,12.82,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2010,12.68,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2011,12.67,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2012,13.18,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2013,13.77,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2014,14.33,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2015,13.82,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2016,14.98,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2017,15.87,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2018,18.39,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2019,17.66,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2020,18.22,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,EE,2021,21.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2014,34.49,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2015,84.43,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2016,119.24,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2017,127.53,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2018,151.24,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2019,201.60,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HR,2020,276.95,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2006,2439.60,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2007,2442.61,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2008,2747.96,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2009,2083.03,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2010,2437.30,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2011,2132.09,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2012,2922.90,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2013,2372.23,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2014,2266.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2015,2510.76,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2016,2564.49,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2017,2782.77,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2018,2616.99,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2019,2753.98,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2020,2746.08,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,HU,2021,2589.98,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2011,80.73,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2012,81.02,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2013,82.25,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2014,81.78,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2015,80.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2016,82.69,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2017,86.90,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2018,88.76,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2019,87.70,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,IE,2020,87.63,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2014,5.83,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2015,7.70,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2016,6.35,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2017,9.54,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2018,10.10,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2019,12.42,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LT,2020,13.14,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2012,1.61,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2013,2.43,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2014,2.34,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2015,1.93,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2016,1.88,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2017,2.01,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2018,2.24,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2019,2.05,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2020,3.11,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LU,2021,1.72,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LV,2017,0.10,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LV,2018,0.10,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LV,2019,0.05,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,LV,2020,0.12,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,MT,2020,0.00,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,1998,42.34,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,1999,48.70,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2000,48.92,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2001,51.66,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2002,52.33,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2003,52.70,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2004,52.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2005,53.98,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2006,48.88,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2007,51.83,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2008,47.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2009,54.26,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2010,54.23,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2011,53.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2012,54.55,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2013,51.47,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2014,53.42,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2015,58.97,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2016,60.54,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2017,62.05,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2018,66.68,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2019,70.86,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NL,2020,74.31,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NO,2016,219.12,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NO,2017,236.69,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NO,2018,219.88,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NO,2019,255.80,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,NO,2020,278.18,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,PL,2017,51.80,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,PL,2018,38.28,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,PL,2019,42.35,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,PL,2020,49.22,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2001,131.63,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2002,131.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2003,140.09,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2004,145.33,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2005,149.84,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2006,159.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2007,174.46,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2008,179.94,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2009,165.30,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2010,172.64,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2011,182.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2012,182.89,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2013,187.49,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2014,187.29,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2015,227.06,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2016,261.61,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2017,241.31,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2018,281.57,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2019,235.34,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2020,172.41,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SE,2021,178.48,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SI,2018,29.40,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SI,2019,32.93,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SI,2020,27.71,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,SK,2020,2.44,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2013,17.29,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2014,16.88,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2015,16.66,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2016,16.51,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2017,16.87,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2018,16.86,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS62,UK,2019,17.43,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2010,74.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2011,76.44,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2012,71.48,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2013,84.33,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2014,74.94,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2015,79.08,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2016,76.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2017,76.80,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2018,79.23,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2019,69.37,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2020,72.39,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CH,2021,78.12,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CY,2010,16.61,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CY,2011,11.20,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CY,2012,12.85,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CY,2013,10.44,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CY,2014,8.02,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,NAC_HAB,FS63,CY,2015,15.65,
