STRUCTURE,STRUCTURE_ID,freq,unit,icha11_fs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,PL,2020,596.57,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,SI,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,SI,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,SI,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS41,UK,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2003,19.79,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2004,19.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2005,19.68,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2006,18.75,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2007,19.72,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2008,20.38,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2009,19.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2010,18.44,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2011,17.13,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2012,19.14,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2013,19.21,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2014,18.48,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2015,19.32,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2016,19.77,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2017,20.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2018,20.46,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2019,20.14,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2020,19.22,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,BE,2021,19.94,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2010,512.83,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2011,520.69,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2012,538.91,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2013,587.49,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2014,585.34,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2015,590.92,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2016,620.73,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2017,600.16,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2018,619.23,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2019,601.38,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2020,581.37,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CH,2021,583.10,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CY,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,CZ,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2009,4565.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2010,4718.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2011,4938.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2012,4929.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2013,5024.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2014,5033.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2015,5269.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2016,5301.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2017,5381.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2018,5624.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2019,5836.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2020,6008.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,DE,2021,6167.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2000,61.18,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2001,65.23,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2002,67.29,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2003,70.07,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2004,75.65,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2005,91.39,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2006,101.98,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2007,116.02,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2008,133.55,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2009,129.67,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2010,134.61,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2011,138.39,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2012,146.26,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2013,157.33,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2014,149.89,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2015,155.22,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2016,150.26,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2017,153.96,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2018,20.69,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2019,20.12,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,FI,2020,20.85,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2006,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2007,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2008,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2009,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2010,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2012,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,HU,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LT,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2012,0.00,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LU,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,LV,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,MT,2020,0.00,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,1998,262.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,1999,290.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2000,302.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2001,348.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2002,421.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2003,460.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2004,489.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2005,467.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2006,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2007,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2008,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2009,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2010,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2012,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NL,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,NO,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,SI,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,SI,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,SI,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS42,UK,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2010,201.66,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2011,274.61,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2012,118.81,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2013,237.65,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2014,329.08,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2015,324.50,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2016,395.47,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2017,364.14,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2018,470.08,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2019,363.79,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2020,257.96,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CH,2021,469.97,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CY,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,CZ,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1992,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1993,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1994,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1995,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1996,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1997,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1998,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,1999,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2000,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2001,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2002,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2003,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2004,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2005,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2006,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2007,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2008,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2009,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2010,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2012,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,DE,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2006,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2007,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2008,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2009,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2010,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2012,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,HU,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LT,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2012,0.00,b
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LU,2021,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,LV,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,MT,2020,0.00,p
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,1998,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,1999,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2000,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2001,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2002,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2003,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2004,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2005,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2006,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2007,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2008,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2009,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2010,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2011,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2012,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2013,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2014,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2015,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2016,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2017,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2018,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2019,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NL,2020,0.00,
dataflow,ESTAT:HLTH_SHA11_FS(1.0),A,MIO_NAC,FS43,NO,2018,0.00,
