STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,icha_hc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,BE,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,BG,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,CY,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,CZ,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,EL,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,ES,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,FR,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,HU,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,LV,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,MT,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,PL,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,RO,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,SI,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y55-64,TOTAL,IN,PC,SK,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,AT,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,BE,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,BG,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,CY,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,CZ,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,EL,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,ES,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,HU,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,LV,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,MT,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,PL,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,SI,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,DAY,PC,SK,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,AT,2008,27.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,BE,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,BG,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,CY,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,CZ,2008,16.6,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,EL,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,ES,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,FR,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,HU,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,LV,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,MT,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,PL,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,RO,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,SI,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED0-2,IN,PC,SK,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,AT,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,BE,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,BG,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,CY,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,CZ,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,EL,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,ES,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,HU,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,LV,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,MT,2008,10.0,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,PL,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,RO,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,SI,2008,6.1,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,DAY,PC,SK,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,AT,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,BE,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,BG,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,CY,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,CZ,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,EL,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,ES,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,FR,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,HU,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,LV,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,MT,2008,3.3,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,PL,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,RO,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,SI,2008,9.2,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED3_4,IN,PC,SK,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,AT,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,BE,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,BG,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,EL,2008,13.7,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,ES,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,HU,2008,13.8,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,LV,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,DAY,PC,PL,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,AT,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,BE,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,BG,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,EL,2008,3.9,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,ES,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,FR,2008,11.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,HU,2008,21.9,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,LV,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,PL,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,RO,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,ED5_6,IN,PC,SK,2008,10.1,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,AT,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,BE,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,BG,2008,5.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,CY,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,CZ,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,EL,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,ES,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,HU,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,LV,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,MT,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,PL,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,SI,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,DAY,PC,SK,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,AT,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,BE,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,BG,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,CY,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,CZ,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,EL,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,ES,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,FR,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,HU,2008,23.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,LV,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,MT,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,PL,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,RO,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,SI,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y65-74,TOTAL,IN,PC,SK,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,AT,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,BE,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,BG,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,CY,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,CZ,2008,6.4,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,EL,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,ES,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,HU,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,LV,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,MT,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,PL,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,SI,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,DAY,PC,SK,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,AT,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,BE,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,BG,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,CY,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,CZ,2008,33.6,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,EL,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,ES,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,FR,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,HU,2008,30.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,LV,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,MT,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,PL,2008,24.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,RO,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,SI,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED0-2,IN,PC,SK,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,AT,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,BE,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,BG,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,CY,2008,11.5,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,CZ,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,EL,2008,7.5,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,ES,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,HU,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,LV,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,MT,2008,7.1,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,PL,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,RO,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,DAY,PC,SK,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,AT,2008,25.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,BE,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,BG,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,CY,2008,4.7,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,CZ,2008,27.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,EL,2008,17.6,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,ES,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,FR,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,HU,2008,40.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,LV,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,MT,2008,14.3,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,PL,2008,33.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,RO,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED3_4,IN,PC,SK,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,AT,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,BE,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,EL,2008,17.2,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,ES,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,LV,2008,4.8,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,PL,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,DAY,PC,RO,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,AT,2008,36.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,BE,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,EL,2008,9.1,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,ES,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,FR,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,LV,2008,32.0,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,PL,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,ED5_6,IN,PC,RO,2008,7.2,u
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,AT,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,BE,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,BG,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,CY,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,CZ,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,EL,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,ES,2008,14.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,HU,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,LV,2008,3.0,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,MT,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,PL,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,RO,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,SI,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,DAY,PC,SK,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,AT,2008,32.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,BE,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,BG,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,CY,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,CZ,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,EL,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,ES,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,FR,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,HU,2008,32.9,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,LV,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,MT,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,PL,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,RO,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,SI,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y75-84,TOTAL,IN,PC,SK,2008,27.2,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y_GE85,ED0-2,DAY,PC,AT,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_HC8(1.0),A,F,Y_GE85,ED0-2,DAY,PC,BE,2008,6.8,
