STRUCTURE,STRUCTURE_ID,freq,unit,isced97,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,CY,2012,62.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,CZ,2012,355.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,DE,2012,2768.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,DK,2012,447.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,EE,2012,50.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,EEA,2012,33742.2,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,EL,2012,1258.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,ES,2012,5068.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,EU27_2007,2012,33541.1,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,FI,2012,346.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,FR,2012,3785.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,HU,2012,922.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,IS,2012,19.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,IT,2012,6187.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,LT,2012,196.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,LU,2012,29.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,LV,2012,135.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,MT,2012,35.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,NL,2012,1091.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,NO,2012,181.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,PL,2012,3212.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,PT,2012,1124.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,RO,2012,1668.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,SE,2012,359.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,SI,2012,160.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,SK,2012,210.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED0-2,TOTAL,T,UK,2012,2339.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,AT,2012,71.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,BE,2012,125.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,BG,2012,89.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,CY,2012,2.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,CZ,2012,146.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,DE,2012,1327.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,DK,2012,38.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,EE,2012,31.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,EEA,2012,4759.2,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,EL,2012,43.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,ES,2012,185.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,EU27_2007,2012,4689.3,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,FI,2012,29.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,FR,2012,433.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,HU,2012,73.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,IS,2012,2.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,IT,2012,158.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,LT,2012,66.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,LU,2012,3.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,LV,2012,19.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,MT,2012,0.5,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,NL,2012,140.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,NO,2012,67.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,PL,2012,334.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,PT,2012,8.8,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,RO,2012,170.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,SE,2012,91.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,SI,2012,13.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,SK,2012,66.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,F,UK,2012,1019.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,AT,2012,56.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,BE,2012,61.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,BG,2012,77.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,CY,2012,4.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,CZ,2012,104.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,DE,2012,833.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,DK,2012,29.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,EE,2012,14.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,EEA,2012,3540.4,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,EL,2012,44.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,ES,2012,118.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,EU27_2007,2012,3489.5,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,FI,2012,17.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,FR,2012,341.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,HU,2012,60.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,IS,2012,0.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,IT,2012,148.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,LT,2012,29.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,LU,2012,3.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,LV,2012,11.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,MT,2012,1.2,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,NL,2012,84.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,NO,2012,50.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,PL,2012,254.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,RO,2012,188.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,SE,2012,65.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,SI,2012,11.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,SK,2012,59.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,M,UK,2012,859.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,AT,2012,127.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,BE,2012,186.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,BG,2012,166.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,CY,2012,7.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,CZ,2012,250.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,DE,2012,2160.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,DK,2012,68.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,EE,2012,45.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,EEA,2012,8299.7,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,EL,2012,87.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,ES,2012,304.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,EU27_2007,2012,8178.8,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,FI,2012,46.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,FR,2012,774.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,HU,2012,133.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,IS,2012,3.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,IT,2012,306.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,LT,2012,95.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,LU,2012,7.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,LV,2012,30.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,MT,2012,1.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,NL,2012,224.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,NO,2012,117.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,PL,2012,588.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,PT,2012,18.7,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,RO,2012,359.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,SE,2012,157.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,SI,2012,24.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,SK,2012,125.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1015,T,UK,2012,1879.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,AT,2012,290.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,BE,2012,180.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,BG,2012,264.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,CY,2012,11.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,CZ,2012,319.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,DE,2012,3852.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,DK,2012,125.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,EE,2012,56.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,EEA,2012,11195.7,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,EL,2012,129.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,ES,2012,283.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,EU27_2007,2012,11016.6,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,FI,2012,135.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,FR,2012,701.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,HU,2012,397.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,IS,2012,5.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,IT,2012,301.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,LT,2012,116.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,LU,2012,12.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,LV,2012,121.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,MT,2012,2.3,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,NL,2012,406.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,NO,2012,173.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,PL,2012,1021.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,PT,2012,24.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,RO,2012,500.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,SE,2012,251.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,SI,2012,43.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,SK,2012,241.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,F,UK,2012,1224.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,AT,2012,168.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,BE,2012,131.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,BG,2012,211.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,CY,2012,13.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,CZ,2012,238.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,DE,2012,3135.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,DK,2012,122.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,EE,2012,31.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,EEA,2012,9160.4,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,EL,2012,113.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,ES,2012,207.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,EU27_2007,2012,9039.5,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,FI,2012,125.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,FR,2012,640.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,HU,2012,413.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,IS,2012,5.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,IT,2012,364.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,LT,2012,90.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,LU,2012,8.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,LV,2012,66.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,MT,2012,1.6,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,NL,2012,222.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,NO,2012,115.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,PL,2012,816.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,RO,2012,592.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,SE,2012,171.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,SI,2012,71.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,SK,2012,169.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,M,UK,2012,892.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,AT,2012,458.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,BE,2012,311.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,BG,2012,475.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,CY,2012,24.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,CZ,2012,558.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,DE,2012,6988.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,DK,2012,248.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,EE,2012,88.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,EEA,2012,20356.0,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,EL,2012,243.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,ES,2012,490.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,EU27_2007,2012,20056.2,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,FI,2012,260.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,FR,2012,1342.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,HU,2012,811.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,IS,2012,10.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,IT,2012,666.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,LT,2012,206.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,LU,2012,20.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,LV,2012,188.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,MT,2012,3.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,NL,2012,628.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,NO,2012,289.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,PL,2012,1837.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,PT,2012,43.7,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,RO,2012,1093.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,SE,2012,422.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,SI,2012,114.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,SK,2012,411.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,AS1095,T,UK,2012,2117.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,AT,2012,361.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,BE,2012,305.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,BG,2012,353.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,CY,2012,13.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,CZ,2012,466.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,DE,2012,5179.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,DK,2012,163.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,EE,2012,88.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,EEA,2012,15954.9,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,EL,2012,172.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,ES,2012,468.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,EU27_2007,2012,15705.9,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,FI,2012,164.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,FR,2012,1135.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,HU,2012,470.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,IS,2012,7.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,IT,2012,459.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,LT,2012,182.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,LU,2012,16.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,LV,2012,140.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,MT,2012,2.8,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,NL,2012,547.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,NO,2012,241.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,PL,2012,1356.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,PT,2012,32.9,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,RO,2012,671.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,SE,2012,343.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,SI,2012,56.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,SK,2012,308.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,F,UK,2012,2244.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,AT,2012,224.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,BE,2012,192.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,BG,2012,289.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,CY,2012,17.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,CZ,2012,342.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,DE,2012,3969.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,DK,2012,152.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,EE,2012,45.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,EEA,2012,12700.8,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,EL,2012,158.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,ES,2012,326.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,EU27_2007,2012,12529.0,e
