STRUCTURE,STRUCTURE_ID,freq,unit,isced97,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,FI,2012,142.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,FR,2012,981.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,HU,2012,473.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,IS,2012,6.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,IT,2012,512.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,LT,2012,119.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,LU,2012,11.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,LV,2012,78.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,MT,2012,2.8,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,NL,2012,306.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,NO,2012,165.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,PL,2012,1070.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,RO,2012,781.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,SE,2012,236.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,SI,2012,82.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,SK,2012,228.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,M,UK,2012,1752.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,AT,2012,585.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,BE,2012,498.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,BG,2012,642.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,CY,2012,31.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,CZ,2012,808.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,DE,2012,9148.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,DK,2012,316.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,EE,2012,133.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,EEA,2012,28655.7,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,EL,2012,330.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,ES,2012,794.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,EU27_2007,2012,28234.9,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,FI,2012,306.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,FR,2012,2117.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,HU,2012,944.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,IS,2012,13.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,IT,2012,972.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,LT,2012,302.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,LU,2012,28.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,LV,2012,219.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,MT,2012,5.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,NL,2012,853.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,NO,2012,407.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,PL,2012,2426.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,PT,2012,62.4,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,RO,2012,1453.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,SE,2012,579.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,SI,2012,139.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,SK,2012,536.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED3_4,TOTAL,T,UK,2012,3996.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,AT,2012,10.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,BE,2012,72.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,BG,2012,16.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,CY,2012,1.2,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,CZ,2012,6.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,DE,2012,250.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,DK,2012,17.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,EE,2012,9.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,EEA,2012,1835.9,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,EL,2012,4.6,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,ES,2012,133.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,EU27_2007,2012,1805.9,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,FI,2012,11.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,FR,2012,168.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,HU,2012,28.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,IS,2012,0.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,IT,2012,48.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,LT,2012,18.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,LU,2012,1.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,LV,2012,5.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,NL,2012,56.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,NO,2012,29.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,PL,2012,23.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,RO,2012,27.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,SE,2012,34.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,SI,2012,1.6,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,SK,2012,3.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,F,UK,2012,845.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,AT,2012,8.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,BE,2012,31.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,BG,2012,13.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,CY,2012,0.8,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,CZ,2012,10.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,DE,2012,336.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,DK,2012,13.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,EE,2012,5.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,EEA,2012,1423.7,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,EL,2012,14.4,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,ES,2012,135.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,EU27_2007,2012,1405.6,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,FI,2012,7.0,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,FR,2012,90.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,HU,2012,13.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,IS,2012,0.5,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,IT,2012,29.5,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,LT,2012,9.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,LU,2012,1.2,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,LV,2012,0.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,NL,2012,34.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,NO,2012,17.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,PL,2012,17.0,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,RO,2012,11.6,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,SE,2012,16.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,SI,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,SK,2012,5.6,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,M,UK,2012,593.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,AT,2012,19.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,BE,2012,103.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,BG,2012,29.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,CY,2012,2.0,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,CZ,2012,16.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,DE,2012,586.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,DK,2012,31.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,EE,2012,14.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,EEA,2012,3259.6,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,EL,2012,19.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,ES,2012,268.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,EU27_2007,2012,3211.5,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,FI,2012,18.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,FR,2012,259.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,HU,2012,42.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,IS,2012,1.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,IT,2012,77.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,LT,2012,27.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,LU,2012,2.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,LV,2012,6.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,NL,2012,91.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,NO,2012,47.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,PL,2012,40.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,PT,2012,11.5,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,RO,2012,39.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,SE,2012,50.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,SI,2012,2.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,SK,2012,9.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1015,T,UK,2012,1439.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,AT,2012,44.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,BE,2012,125.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,BG,2012,61.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,CY,2012,3.3,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,CZ,2012,36.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,DE,2012,901.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,DK,2012,73.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,EE,2012,16.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,EEA,2012,3773.1,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,EL,2012,36.7,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,ES,2012,208.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,EU27_2007,2012,3649.5,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,FI,2012,48.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,FR,2012,273.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,HU,2012,92.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,IS,2012,5.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,IT,2012,95.0,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,LT,2012,38.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,LU,2012,3.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,LV,2012,31.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,NL,2012,198.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,NO,2012,118.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,PL,2012,51.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,RO,2012,45.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,SE,2012,127.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,SI,2012,9.3,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,SK,2012,24.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,F,UK,2012,1085.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,AT,2012,76.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,BE,2012,88.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,BG,2012,44.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,CY,2012,4.9,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,CZ,2012,51.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,DE,2012,1378.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,DK,2012,50.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,EE,2012,9.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,EEA,2012,3704.6,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,EL,2012,36.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,ES,2012,211.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,EU27_2007,2012,3634.0,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,FI,2012,47.7,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,FR,2012,289.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,HU,2012,67.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,IS,2012,1.5,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,IT,2012,56.4,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,LT,2012,18.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,LU,2012,4.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,LV,2012,12.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,NL,2012,143.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,NO,2012,69.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,PL,2012,71.2,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,RO,2012,40.0,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,SE,2012,43.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,SI,2012,7.7,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,SK,2012,32.7,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,M,UK,2012,837.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,AT,2012,120.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,BE,2012,213.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,BG,2012,105.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,CY,2012,8.2,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,CZ,2012,87.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,DE,2012,2280.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,DK,2012,124.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,EE,2012,25.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,EEA,2012,7477.7,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,EL,2012,72.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,ES,2012,419.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,EU27_2007,2012,7283.5,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,FI,2012,95.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,FR,2012,563.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,HU,2012,160.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,IS,2012,6.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,IT,2012,151.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,LT,2012,57.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,LU,2012,7.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,LV,2012,44.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,NL,2012,342.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,NO,2012,187.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,PL,2012,122.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,PT,2012,25.8,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,RO,2012,85.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,SE,2012,171.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,SI,2012,17.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,SK,2012,57.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,AS1095,T,UK,2012,1922.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,AT,2012,54.9,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,BE,2012,198.3,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,BG,2012,77.0,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,CY,2012,4.5,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,CZ,2012,42.3,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,DE,2012,1152.2,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,DK,2012,91.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,EE,2012,25.8,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,EEA,2012,5609.0,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,EL,2012,41.3,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,ES,2012,341.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,EU27_2007,2012,5455.4,e
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,FI,2012,59.5,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,FR,2012,442.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,HU,2012,121.4,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,IS,2012,5.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,IT,2012,143.1,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,LT,2012,56.7,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,LU,2012,4.6,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,LV,2012,37.1,
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH140(1.0),A,THS,ED5_6,TOTAL,F,NL,2012,255.6,
