STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,deviatn,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_1,EU_V,2005,3.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_2,EU_V,2005,19.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_3,EU_V,2005,63.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_4,EU_V,2005,199.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_5,EU_V,2005,291.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_6,EU_V,2005,149.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_7,EU_V,2005,213.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_8,EU_V,2005,42.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,DEV_9,EU_V,2005,17.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,F,TOTAL,TOTAL,EU_V,2005,999.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_1,EU_V,2005,19.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_2,EU_V,2005,58.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_3,EU_V,2005,278.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_4,EU_V,2005,738.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_5,EU_V,2005,565.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_6,EU_V,2005,411.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_7,EU_V,2005,512.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_8,EU_V,2005,54.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,DEV_9,EU_V,2005,47.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,TOTAL,EU_V,2005,2686.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_1,EU_V,2005,6.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_2,EU_V,2005,26.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_3,EU_V,2005,177.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_4,EU_V,2005,429.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_5,EU_V,2005,559.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_6,EU_V,2005,240.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_7,EU_V,2005,254.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_8,EU_V,2005,82.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,DEV_9,EU_V,2005,33.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,1811.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_1,EU_V,2005,18.0,
