STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,deviatn,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_2,EU_V,2005,51.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_3,EU_V,2005,363.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_4,EU_V,2005,656.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_5,EU_V,2005,1237.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_6,EU_V,2005,531.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_7,EU_V,2005,1081.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_8,EU_V,2005,79.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,DEV_9,EU_V,2005,431.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,4449.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_1,EU_V,2005,26.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_2,EU_V,2005,88.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_3,EU_V,2005,682.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_4,EU_V,2005,628.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_5,EU_V,2005,664.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_6,EU_V,2005,279.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_7,EU_V,2005,499.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_8,EU_V,2005,15.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,DEV_9,EU_V,2005,62.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,2947.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_1,EU_V,2005,20.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_2,EU_V,2005,71.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_3,EU_V,2005,283.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_4,EU_V,2005,937.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_5,EU_V,2005,428.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_6,EU_V,2005,422.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_7,EU_V,2005,464.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_8,EU_V,2005,17.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,DEV_9,EU_V,2005,44.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,2689.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_1,EU_V,2005,25.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_2,EU_V,2005,22.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_3,EU_V,2005,108.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_4,EU_V,2005,267.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_5,EU_V,2005,310.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_6,EU_V,2005,175.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_7,EU_V,2005,258.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_8,EU_V,2005,25.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,DEV_9,EU_V,2005,20.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,1212.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_1,EU_V,2005,33.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_2,EU_V,2005,91.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_3,EU_V,2005,516.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_4,EU_V,2005,1066.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_5,EU_V,2005,1122.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_6,EU_V,2005,663.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_7,EU_V,2005,883.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_8,EU_V,2005,28.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,DEV_9,EU_V,2005,81.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,4486.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_1,EU_V,2005,9.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_2,EU_V,2005,20.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_3,EU_V,2005,141.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_4,EU_V,2005,420.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_5,EU_V,2005,318.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_6,EU_V,2005,253.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_7,EU_V,2005,347.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_8,EU_V,2005,24.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,DEV_9,EU_V,2005,26.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,1562.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_1,EU_V,2005,16.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_2,EU_V,2005,110.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_3,EU_V,2005,231.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_4,EU_V,2005,537.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_5,EU_V,2005,602.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_6,EU_V,2005,378.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_7,EU_V,2005,338.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_8,EU_V,2005,42.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,DEV_9,EU_V,2005,36.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,2295.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_1,EU_V,2005,10.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_2,EU_V,2005,34.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_3,EU_V,2005,199.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_4,EU_V,2005,616.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_5,EU_V,2005,686.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_6,EU_V,2005,365.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_7,EU_V,2005,549.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_8,EU_V,2005,98.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,DEV_9,EU_V,2005,41.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,2602.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_1,EU_V,2005,2.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_2,EU_V,2005,2.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_3,EU_V,2005,11.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_4,EU_V,2005,46.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_5,EU_V,2005,104.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_6,EU_V,2005,47.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_7,EU_V,2005,47.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_8,EU_V,2005,33.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,DEV_9,EU_V,2005,5.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,301.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_1,EU_V,2005,8.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_2,EU_V,2005,23.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_3,EU_V,2005,118.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_4,EU_V,2005,283.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_5,EU_V,2005,350.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_6,EU_V,2005,198.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_7,EU_V,2005,227.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_8,EU_V,2005,35.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,DEV_9,EU_V,2005,20.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,1267.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_1,EU_V,2005,5.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_2,EU_V,2005,13.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_3,EU_V,2005,68.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_4,EU_V,2005,181.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_5,EU_V,2005,351.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_6,EU_V,2005,155.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_7,EU_V,2005,303.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_8,EU_V,2005,89.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,DEV_9,EU_V,2005,29.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,1199.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_1,EU_V,2005,3.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_2,EU_V,2005,8.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_3,EU_V,2005,32.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_4,EU_V,2005,85.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_5,EU_V,2005,181.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_6,EU_V,2005,85.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_7,EU_V,2005,116.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_8,EU_V,2005,36.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,DEV_9,EU_V,2005,10.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,559.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_1,EU_V,2005,4.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_2,EU_V,2005,24.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_3,EU_V,2005,56.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_4,EU_V,2005,181.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_5,EU_V,2005,294.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_6,EU_V,2005,186.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_7,EU_V,2005,353.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_8,EU_V,2005,103.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,DEV_9,EU_V,2005,22.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,1226.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_1,EU_V,2005,7.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_2,EU_V,2005,26.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_3,EU_V,2005,98.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_4,EU_V,2005,258.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_5,EU_V,2005,402.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_6,EU_V,2005,246.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_7,EU_V,2005,336.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_8,EU_V,2005,85.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,DEV_9,EU_V,2005,29.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,O,TOTAL,EU_V,2005,1490.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_1,EU_V,2005,4.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_2,EU_V,2005,4.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_3,EU_V,2005,27.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_4,EU_V,2005,63.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_5,EU_V,2005,198.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_6,EU_V,2005,56.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_7,EU_V,2005,56.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_8,EU_V,2005,8.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,DEV_9,EU_V,2005,7.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,P,TOTAL,EU_V,2005,428.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_2,EU_V,2005,4.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_3,EU_V,2005,30.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_4,EU_V,2005,61.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_5,EU_V,2005,70.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_6,EU_V,2005,56.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_7,EU_V,2005,60.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_8,EU_V,2005,9.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,DEV_9,EU_V,2005,15.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,Q,TOTAL,EU_V,2005,309.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_1,EU_V,2005,12.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_2,EU_V,2005,40.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_3,EU_V,2005,182.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_4,EU_V,2005,497.6,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_5,EU_V,2005,442.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_6,EU_V,2005,294.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_7,EU_V,2005,379.2,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_8,EU_V,2005,48.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,DEV_9,EU_V,2005,34.1,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,TOTAL,EU_V,2005,1932.4,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_1,EU_V,2005,24.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_2,EU_V,2005,55.0,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_3,EU_V,2005,237.3,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_4,EU_V,2005,801.9,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_5,EU_V,2005,371.8,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_6,EU_V,2005,410.7,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_7,EU_V,2005,322.5,
dataflow,ESTAT:HSW_AW_DE2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,DEV_8,EU_V,2005,36.2,
