STRUCTURE,STRUCTURE_ID,freq,severity,nace_r1,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2001,15549,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2002,14093,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2003,14783,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2004,15708,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2005,16455,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2006,11243,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A,NR,EU15_NO,2007,8801,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,1996,390871,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,1997,336764,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,1998,347475,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,1999,344808,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2000,359807,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2001,371655,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2002,355875,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2003,362485,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2004,372456,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2005,401512,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2006,385295,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,A_D-K,NR,EU15_NO,2007,350761,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,1996,152334,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,1997,136066,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,1998,138865,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,1999,130795,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2000,133656,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2001,137640,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2002,124468,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2003,123101,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2004,122082,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2005,122697,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2006,122804,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,D,NR,EU15_NO,2007,108670,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,1996,2589,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,1997,3530,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,1998,3536,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,1999,2192,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2000,2325,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2001,2232,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2002,2062,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2003,2100,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2004,2332,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2005,2560,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2006,1972,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,E,NR,EU15_NO,2007,2067,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,1996,72817,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,1997,62399,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,1998,65511,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,1999,66397,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2000,70821,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2001,76068,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2002,70518,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2003,78410,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2004,84429,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2005,91110,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2006,89165,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,F,NR,EU15_NO,2007,81709,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,1996,60657,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,1997,47402,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,1998,48685,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,1999,49243,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2000,52047,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2001,53900,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2002,56246,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2003,56865,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2004,58919,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2005,65445,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2006,60180,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,G,NR,EU15_NO,2007,56486,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,1996,19941,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,1997,15018,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,1998,16208,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,1999,16770,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2000,17899,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2001,18089,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2002,19192,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2003,19307,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2004,20657,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2005,24459,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2006,20853,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,H,NR,EU15_NO,2007,21138,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,1996,28630,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,1997,25964,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,1998,27031,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,1999,28126,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2000,28717,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2001,29099,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2002,30104,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2003,31440,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2004,33507,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2005,38527,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2006,40601,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,I,NR,EU15_NO,2007,34546,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,1996,33011,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,1997,27887,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,1998,30381,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,1999,34821,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2000,38291,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2001,39076,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2002,39192,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2003,36479,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2004,34822,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2005,40258,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2006,38477,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,J_K,NR,EU15_NO,2007,37344,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,1996,467933,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,1997,390455,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,1998,402070,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,1999,403358,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2000,421722,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2001,439388,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2002,419491,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2003,426894,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2004,440736,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2005,487466,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2006,467223,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D4-6,TOTAL,NR,EU15_NO,2007,420400,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,1996,48523,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,1997,51577,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,1998,47725,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,1999,42233,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2000,40321,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2001,36719,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2002,32577,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2003,30692,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2004,32638,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2005,30053,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2006,21197,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A,NR,EU15_NO,2007,19063,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,1996,659875,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,1997,609162,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,1998,636761,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,1999,635379,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2000,672774,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2001,645259,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2002,647646,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2003,582808,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2004,608795,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2005,579211,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2006,571749,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,A_D-K,NR,EU15_NO,2007,557132,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,1996,242141,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,1997,221995,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,1998,230004,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,1999,221996,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2000,229129,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2001,219982,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2002,213764,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2003,188415,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2004,191493,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2005,177821,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2006,174028,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,D,NR,EU15_NO,2007,164790,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,1996,4334,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,1997,3724,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,1998,3892,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,1999,3390,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2000,3890,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2001,3544,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2002,3580,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2003,3183,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2004,3459,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2005,3564,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2006,2828,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,E,NR,EU15_NO,2007,2866,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,1996,126242,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,1997,119513,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,1998,127847,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,1999,129099,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2000,142026,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2001,137346,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2002,140179,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2003,125498,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2004,136780,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2005,134301,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2006,136801,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,F,NR,EU15_NO,2007,130090,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,1996,101341,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,1997,87564,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,1998,92002,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,1999,92714,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2000,98632,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2001,94396,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2002,100156,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2003,92155,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2004,96377,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2005,91682,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2006,91443,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,G,NR,EU15_NO,2007,89674,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,1996,34720,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,1997,33068,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,1998,35645,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,1999,37243,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2000,40189,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2001,37684,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2002,39355,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2003,35995,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2004,39901,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2005,38644,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2006,38391,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,H,NR,EU15_NO,2007,38360,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,1996,47401,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,1997,43284,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,1998,46093,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,1999,47659,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2000,50740,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2001,49238,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2002,51552,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2003,48614,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2004,53163,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2005,50689,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2006,51091,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,I,NR,EU15_NO,2007,51694,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,1996,48813,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,1997,48437,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,1998,53553,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,1999,61045,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2000,67846,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2001,66350,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2002,66482,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2003,58255,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2004,54983,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2005,52457,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2006,55970,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,J_K,NR,EU15_NO,2007,60595,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,1996,774301,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,1997,689197,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,1998,718997,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,1999,720312,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2000,764133,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2001,738970,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2002,739296,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2003,671089,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2004,701480,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2005,668624,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2006,663734,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D7-13,TOTAL,NR,EU15_NO,2007,651371,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,1996,2574,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,1997,9400,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,1998,9034,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,1999,9080,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2000,5996,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2001,4912,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2002,5365,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2003,5865,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2004,5959,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2005,7199,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2006,5559,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A,NR,EU15_NO,2007,5070,p
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,1996,44178,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,1997,67435,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,1998,69598,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,1999,69946,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,2000,63571,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,2001,62044,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,2002,65065,
dataflow,ESTAT:HSW_AW_NNASV(1.0),A,D_GE183_PI,A_D-K,NR,EU15_NO,2003,70327,
