STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,isco08,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,CH,2011,3.876,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,EU28,2011,68.099,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,NL,2011,3.328,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,F,UK,2011,18.646,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,NL,2011,1.544,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,AT,2011,8.593,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,CH,2011,4.94,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,CZ,2011,1.032,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,ES,2011,3.743,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,EU28,2011,105.901,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,IT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,NL,2011,4.873,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y15-24,T,UK,2011,26.983,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,AT,2011,10.883,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,BE,2011,7.194,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,CH,2011,3.308,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,ES,2011,13.824,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,EU28,2011,184.967,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,FI,2011,3.703,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,IE,2011,1.17,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,IT,2011,11.305,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,NL,2011,6.861,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,PL,2011,5.658,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,SE,2011,4.075,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,F,UK,2011,24.926,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,BE,2011,2.84,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,CH,2011,2.73,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,CZ,2011,1.037,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,ES,2011,3.869,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,EU28,2011,74.617,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,IT,2011,8.781,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,NL,2011,2.234,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,M,UK,2011,16.332,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,AT,2011,15.67,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,BE,2011,10.034,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,CH,2011,6.038,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,CZ,2011,1.51,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,DK,2011,4.253,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,ES,2011,17.693,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,EU28,2011,259.583,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,FI,2011,4.315,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,FR,2011,62.037,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,IE,2011,1.249,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,IT,2011,20.087,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,LU,2011,0.719,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,NL,2011,9.095,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,PL,2011,8.58,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,SE,2011,5.382,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,SI,2011,1.124,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y25-34,T,UK,2011,41.257,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,AT,2011,13.344,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,BE,2011,5.695,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,CH,2011,6.787,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,CY,2011,0.542,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,CZ,2011,1.717,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,DE,2011,69.534,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,DK,2011,5.408,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,ES,2011,17.946,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,EU28,2011,322.568,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,FI,2011,2.16,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,FR,2011,80.827,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,HU,2011,2.882,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,IT,2011,26.529,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,LU,2011,0.889,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,NL,2011,17.683,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,PT,2011,10.947,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,SE,2011,4.818,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,SI,2011,1.566,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,F,UK,2011,43.894,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,AT,2011,6.056,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,BE,2011,6.058,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,CH,2011,2.924,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,ES,2011,10.361,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,EU28,2011,134.217,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,IT,2011,20.682,
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,LU,2011,0.607,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,NL,2011,4.257,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM130(1.0),A,THS,PB1040,OC4,Y35-44,M,SI,2011,,u
