STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,AT,2012,125.8,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,BE,2012,192.2,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,BG,2012,64.3,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,CY,2012,15.3,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,CZ,2012,31.8,u
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,DE,2012,1048.4,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,DK,2012,123.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,EE,2012,20.6,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,EEA,2012,5981.5,e
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,EL,2012,61.5,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,ES,2012,697.4,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,EU27_2007,2012,5872.9,e
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,FI,2012,76.9,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,FR,2012,888.0,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,HU,2012,83.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,IS,2012,8.8,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,IT,2012,215.5,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,LT,2012,38.3,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,LU,2012,9.2,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,LV,2012,23.4,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,MT,2012,2.7,u
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,NL,2012,286.6,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,NO,2012,99.8,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,PL,2012,393.5,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,PT,2012,118.0,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,RO,2012,97.9,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,SE,2012,190.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,SI,2012,28.0,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,SK,2012,56.2,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,F,UK,2012,985.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,AT,2012,57.3,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,BE,2012,130.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,BG,2012,51.6,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,CY,2012,7.8,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,CZ,2012,16.1,u
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,DE,2012,760.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,DK,2012,71.7,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,EE,2012,22.1,
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,EEA,2012,4196.3,e
dataflow,ESTAT:HLTH_DPEH090(1.0),A,THS,PB2010,Y15-44,M,EL,2012,39.3,
