STRUCTURE,STRUCTURE_ID,freq,unit,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,CZ,2018,0.50,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,CZ,2019,0.58,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2011,0.50,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2012,0.53,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2013,0.54,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2014,0.56,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2015,0.60,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2016,0.61,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2017,0.53,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DE,2018,0.52,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DK,2014,0.83,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DK,2015,0.91,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,DK,2016,0.91,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,EE,2015,0.29,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,EE,2016,0.33,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,EE,2017,0.37,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,EE,2018,0.42,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2011,0.69,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2012,0.69,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2013,0.72,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2014,0.78,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2015,0.86,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2016,0.74,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2017,0.89,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2018,0.91,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,ES,2019,0.89,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,FI,2017,0.31,
dataflow,ESTAT:HLTH_CO_DISCHNR(1.0),A,PC,DAY_HOSP,FI,2018,0.30,
