STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,1994,161,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,1995,182,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,1996,166,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,1997,147,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,1998,143,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,1999,146,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2000,146,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2001,140,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2002,141,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2003,145,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2004,152,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2005,138,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2006,129,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,AT,2007,117,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,1994,94,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,1995,96,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,1996,76,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,1997,53,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,1998,50,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,1999,57,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2000,56,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2001,61,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2002,48,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2003,41,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2004,54,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2005,45,
dataflow,ESTAT:HSW_AW_FNMS(1.0),A,NR,FAT,TOTAL,A_D-H_J_K,BE,2006,50,
