STRUCTURE,STRUCTURE_ID,freq,icha_hc,indic_he,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1970,26.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1972,26.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1973,26.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1974,25.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1975,25.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1976,25.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1977,25.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1978,25.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1979,25.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1980,24.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1981,25.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1982,25.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1983,25.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1984,24.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1985,24.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1986,23.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1987,25.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1997,14.70,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1998,13.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,1999,13.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2000,12.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2001,12.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2002,12.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2003,12.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2004,12.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2005,11.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2006,11.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2007,10.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2008,10.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2009,10.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2010,8.96,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2011,8.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2012,8.66,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2013,8.61,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2014,8.51,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2015,8.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2016,8.32,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2017,8.21,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2018,8.16,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CH,2019,8.16,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2012,6,bd
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2013,6.10,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2014,6.40,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2015,6.20,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2016,6,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2017,5.90,bd
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2018,3.30,bd
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CY,2019,4.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1975,16.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1976,16.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1977,16.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1978,16.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1979,16.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1980,16.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1981,17.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1982,16.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1983,16.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1984,16.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1985,16.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1986,16.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1987,16.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1988,16.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1989,15.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1990,15.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1991,15.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1992,14.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1993,14.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1994,13.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1995,12.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1996,12.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1997,11.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1998,11.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,1999,11.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2000,11.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2001,11.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2002,11.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2003,10.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2004,10.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2005,10.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2006,10.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2007,9.98,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2008,9.76,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2009,9.76,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2010,9.82,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2011,9.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2012,9.49,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2013,9.38,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2014,9.37,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2015,9.28,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2016,9.33,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2017,9.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2018,9.37,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,CZ,2019,9.53,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1970,24.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1971,23.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1972,23.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1973,23.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1974,22.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1975,22.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1976,21.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1977,20.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1978,20.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1979,20.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1980,19.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1981,19.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1982,18.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1983,18.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1984,18.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1985,18.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1986,17.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1987,17.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1988,16.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1989,16.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1990,16.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1991,16.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1992,15.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1993,15.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1994,14.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1995,14.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1996,13.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1997,12.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1998,12.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,1999,12.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2000,11.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2001,11.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2003,10.70,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2004,10.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2005,10.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2006,10.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2007,10.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2008,9.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2009,9.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2010,9.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2011,9.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2012,9.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2013,9.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2014,9.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2015,9.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2016,8.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2017,8.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DE,2018,8.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1963,22.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1964,20.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1965,20.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1966,20.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1967,19.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1968,19.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1969,18.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1970,18.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1971,17.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1972,16.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1973,15.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1974,15.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1975,14.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1977,13.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1978,13.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1979,13.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1980,12.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1981,12.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1982,11.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1983,11.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1984,11.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1985,11.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1986,10.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1987,9.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1988,8.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1989,8.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1990,8.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1991,8.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1992,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1993,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1994,6.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1995,6.70,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1996,6.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1997,6.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1998,6.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,1999,6.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2000,6.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2001,8.06,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2002,7.63,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2003,7.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2004,7.15,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2005,6.98,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2006,6.73,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2007,6.55,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2008,6.87,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2009,6.06,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2010,5.88,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2011,5.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2012,5.72,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2013,5.62,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2014,5.52,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2015,5.46,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2016,5.43,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2017,6,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2018,5.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2019,5.70,p
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,DK,2020,5.40,p
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1985,18.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1986,17.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1987,17.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1988,17.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1989,17.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1990,17.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1991,17.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1992,16.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1993,15.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1994,14.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1995,12.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1996,11.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1997,10.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1998,10.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,1999,9.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2000,9.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2001,8.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2002,8.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2003,8.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2004,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2005,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2006,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2007,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2008,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2009,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2010,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2011,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2012,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2013,7.50,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2014,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2015,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2016,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2017,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2018,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2019,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EE,2020,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC11_21_31,ALOS,NR,EL,1962,18.50,d
