STRUCTURE,STRUCTURE_ID,freq,icha_hc,indic_he,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1989,11.01,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1990,11.12,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1991,10.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1992,10.15,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1993,9.96,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1994,9.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1995,9.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1996,9.52,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1997,8.27,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1998,8.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,1999,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2000,7.55,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2001,7.41,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2002,7.29,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2003,7.16,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2004,7.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2005,6.95,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2006,6.87,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2007,6.79,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2008,6.76,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2009,6.68,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2010,6.61,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2011,6.55,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2012,6.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2013,6.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2014,6.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2015,6.45,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2016,6.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2017,6.36,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2018,6.31,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,AT,2019,6.31,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2000,8.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2001,8.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2002,8.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2003,8.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2004,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2005,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2006,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2007,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2008,7.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2009,7.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2010,7.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2011,7.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2012,7.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2013,6.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2014,6.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2015,6.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2016,6.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2017,6.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2018,6.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BE,2019,6.48,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,BG,2019,4.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1975,15.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1980,15.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1981,15.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1982,15.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1983,15.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1984,15.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1985,14.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1986,14.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1987,14.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1988,14.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1989,14.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1990,13.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1991,13.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1992,12.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1993,12.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1994,12.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1995,12.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1996,12.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1997,10.50,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1998,9.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,1999,9.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2000,9.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2001,9.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2002,9.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2003,9.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2004,8.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2005,8.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2006,8.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2007,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2008,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2009,7.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2010,7.85,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2011,7.69,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2012,7.52,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2013,7.45,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2014,7.32,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2015,7.22,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2016,7.07,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2017,6.97,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2018,6.88,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CH,2019,6.85,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1976,8.60,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1977,8.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1978,8.20,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1979,8.40,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1980,8.40,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1981,8.40,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1982,8.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1983,8.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1984,8.30,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1985,8,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1986,7.90,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1987,8.20,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1988,7.70,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1989,7.60,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1990,7.30,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1991,7.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1992,7.60,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1993,7.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1994,7,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1995,6.90,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1996,7.60,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1997,6.90,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1998,6.60,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,1999,7.40,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2000,5.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2001,5.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2002,5.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2003,5.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2004,5.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2005,6,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2006,5.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2007,5.30,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2008,5.50,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2009,5.70,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2010,5.40,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2011,5.30,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2012,5.60,bd
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2013,5.70,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2014,5.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2015,5.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2016,5.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2017,5.70,bd
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2018,3.20,bd
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CY,2019,4.80,d
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1975,13.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1976,13.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1977,12.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1978,12.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1979,13.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1980,13.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1981,13.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1982,13.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1983,13.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1984,13.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1985,13.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1986,13.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1987,13.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1988,13.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1989,12.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1990,12.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1991,11.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1992,11.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1993,11.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1994,10.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,1995,10.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2000,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2005,7.88,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2007,6.96,b
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2008,6.74,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2009,6.67,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2010,6.57,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2011,6.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2012,6.16,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2013,6.04,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2014,5.98,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2015,5.94,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2016,5.87,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2017,5.78,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2018,5.76,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,CZ,2019,5.73,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,1994,13.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,1995,12.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,1996,12.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,1997,11.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,1998,10.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,1999,10.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2000,10.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2001,9.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2002,9.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2003,9.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2004,8.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2005,8.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2006,8.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2007,8.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2008,8.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2009,8.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2010,8.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2011,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2012,7.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2013,7.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2014,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2015,7.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2016,7.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2017,7.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DE,2018,7.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1970,12.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1975,10.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1977,9.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1978,9.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1979,8.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1980,8.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1981,8.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1982,8.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1983,8.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1984,7.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1985,7.77,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1986,7.51,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1987,7.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1988,6.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1989,6.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1990,6.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1991,6.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1992,6.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1993,6.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1994,4.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1995,4.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1996,4.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1997,4.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1998,3.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,1999,3.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,2000,3.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,2001,3.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,2002,3.70,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,2003,3.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,2004,3.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,DK,2005,3.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1985,15.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1986,14.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1987,14.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1988,14.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1989,14.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1990,14.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1991,14.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1992,13.10,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1993,12.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1994,11.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1995,10.50,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1996,9.60,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1997,9.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1998,8.80,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,1999,8.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2000,7.30,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2001,6.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2002,6.90,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2003,6.40,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2004,6.20,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2005,6.00,
dataflow,ESTAT:HLTH_CO_DISCHLS(1.0),A,HC1,ALOS,NR,EE,2006,5.90,
