STRUCTURE,STRUCTURE_ID,freq,unit,lev_limit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,CZ,2017,4.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,CZ,2018,3.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,CZ,2019,4.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,CZ,2020,2.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,CZ,2021,1.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,CZ,2022,1.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2015,2.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2016,3.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2017,2.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2018,2.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2019,1.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2020,2.6,b
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2021,4.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DE,2022,3.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2015,5.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2016,1.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2017,2.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2018,3.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2019,1.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2020,4.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2021,2.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,DK,2022,1.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2015,5.5,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2016,6.2,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2017,4.5,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2018,4.5,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2019,4.0,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2020,5.6,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA,2021,5.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2015,5.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2016,6.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2017,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2018,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2019,4.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2020,5.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA18,2021,5.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2015,5.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2016,6.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2017,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2018,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2019,4.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2020,5.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA19,2021,5.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2014,6.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2015,5.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2016,6.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2017,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2018,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2019,4.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2020,5.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2021,5.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EA20,2022,4.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2015,1.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2016,1.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2017,1.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2018,1.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2019,0.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2020,1.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2021,0.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EE,2022,0.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2015,18.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2016,20.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2017,17.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2018,14.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2019,16.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2020,15.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2021,14.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EL,2022,16.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2015,5.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2016,9.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2017,7.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2018,7.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2019,5.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2020,8.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2021,6.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ES,2022,4.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2015,7.6,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2016,7.8,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2017,6.1,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2018,5.8,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2019,5.0,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2020,6.5,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU,2021,6.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2015,7.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2016,7.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2017,6.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2018,5.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2019,5.0,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2020,6.6,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2021,6.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2015,7.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2016,8.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2017,6.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2018,5.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2019,5.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2020,6.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2021,6.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2022,5.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU28,2015,7.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU28,2016,7.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU28,2017,6.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU28,2018,5.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,EU28,2019,5.0,e
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2015,0.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2016,1.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2017,0.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2018,0.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2019,2.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2020,0.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2021,3.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FI,2022,1.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2015,5.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2016,5.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2017,4.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2018,4.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2019,4.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2020,6.0,b
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2021,6.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,FR,2022,4.4,b
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2015,3.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2016,3.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2017,2.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2018,2.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2019,1.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2020,1.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2021,1.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HR,2022,1.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2015,24.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2016,21.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2017,15.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2018,11.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2019,9.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2020,8.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2021,9.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,HU,2022,5.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2015,6.7,u
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2016,11.5,u
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2017,8.7,u
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2018,8.3,u
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2019,4.4,u
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2020,7.7,bu
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2021,2.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IE,2022,3.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IS,2015,0.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IS,2016,1.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IS,2017,0.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IS,2018,0.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2015,8.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2016,7.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2017,3.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2018,4.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2019,4.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2020,5.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2021,4.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,IT,2022,3.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2015,16.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2016,15.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2017,12.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2018,9.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2019,4.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2020,5.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2021,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LT,2022,1.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2015,2.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2016,1.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2017,1.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2018,0.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2019,0.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2020,0.2,b
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2021,2.0,b
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LU,2022,0.4,b
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2015,13.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2016,7.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2017,9.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2018,7.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2019,4.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2020,5.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2021,2.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,LV,2022,1.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2015,29.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2016,25.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2017,24.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2018,25.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2019,19.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2020,25.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,ME,2021,20.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MK,2015,22.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MK,2016,22.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MK,2017,19.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MK,2018,17.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MK,2019,18.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MK,2020,14.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2015,7.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2016,2.1,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2017,4.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2018,4.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2019,7.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2020,5.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2021,4.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,MT,2022,2.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2015,0.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2016,0.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2017,2.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2018,2.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2019,1.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2020,2.4,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2021,0.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NL,2022,0.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NO,2015,0.3,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NO,2016,1.9,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NO,2017,1.8,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NO,2018,0.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NO,2019,0.6,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,NO,2020,0.0,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,PL,2015,5.7,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,PL,2016,4.5,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,PL,2017,4.2,
dataflow,ESTAT:HLTH_DM010(1.0),A,PC,NONE,Y16-24,F,PL,2018,3.3,
