STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,IE,2011,57.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,IS,2011,62.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,IT,2011,24.7,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,LT,2011,52.9,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,LU,2011,49.3,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,LV,2011,45.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,MT,2011,24.7,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,NL,2011,47.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,PL,2011,43.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,PT,2011,29.7,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,RO,2011,20.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,SE,2011,59.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,SI,2011,50.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,SK,2011,27.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,TR,2011,15.3,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,F,UK,2011,49.9,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,AT,2011,24.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,BE,2011,40.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,BG,2011,21.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,CH,2011,46.7,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,CY,2011,38.8,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,CZ,2011,21.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,DE,2011,28.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,DK,2011,37.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,EE,2011,31.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,EL,2011,26.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,ES,2011,39.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,FI,2011,41.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,FR,2011,44.7,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,HR,2011,17.9,u
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,HU,2011,23.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,IE,2011,44.8,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,IS,2011,37.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,IT,2011,15.1,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,LT,2011,38.9,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,LU,2011,49.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,LV,2011,27.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,MT,2011,29.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,NL,2011,39.1,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,PL,2011,31.8,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,PT,2011,21.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,RO,2011,20.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,SE,2011,43.8,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,SI,2011,27.7,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,SK,2011,19.9,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,TR,2011,19.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,M,UK,2011,44.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,AT,2011,25.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,BE,2011,47.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,BG,2011,29.8,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,CH,2011,44.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,CY,2011,46.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,CZ,2011,24.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,DE,2011,29.9,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,DK,2011,43.3,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,EE,2011,41.3,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,EL,2011,28.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,ES,2011,43.1,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,FI,2011,49.8,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,FR,2011,47.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,HR,2011,25.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,HU,2011,28.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,IE,2011,51.3,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,IS,2011,49.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,IT,2011,20.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,LT,2011,46.0,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,LU,2011,49.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,LV,2011,36.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,MT,2011,27.1,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,NL,2011,43.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,PL,2011,37.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,PT,2011,25.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,RO,2011,20.3,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,SE,2011,51.2,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,SI,2011,38.5,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,SK,2011,23.6,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,TR,2011,17.4,
dataflow,ESTAT:HLTH_DE020(1.0),A,PC,PB1071,T,UK,2011,47.2,
