STRUCTURE,STRUCTURE_ID,freq,unit,quantile,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU1,TOTAL,Y_GE65,T,SK,2012,314.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU1,TOTAL,Y_GE65,T,UK,2012,2277.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,AT,2012,18.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,BE,2012,36.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,BG,2012,23.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,CY,2012,4.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,CZ,2012,23.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,DE,2012,261.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,DK,2012,27.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,EE,2012,5.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,EEA,2012,1581.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,EL,2012,10.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,ES,2012,233.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,EU27_2007,2012,1531.6,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,FI,2012,20.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,FR,2012,151.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,HU,2012,52.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,IS,2012,1.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,IT,2012,94.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,LT,2012,6.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,LU,2012,1.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,LV,2012,8.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,MT,2012,0.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,NL,2012,84.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,NO,2012,48.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,PL,2012,124.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,PT,2012,25.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,RO,2012,18.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,SE,2012,31.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,SI,2012,4.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,SK,2012,11.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,F,UK,2012,249.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,AT,2012,11.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,BE,2012,43.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,BG,2012,26.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,CY,2012,2.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,CZ,2012,8.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,DE,2012,265.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,DK,2012,30.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,EE,2012,1.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,EEA,2012,1384.5,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,EL,2012,3.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,ES,2012,160.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,EU27_2007,2012,1354.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,FI,2012,23.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,FR,2012,144.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,HU,2012,48.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,IS,2012,1.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,IT,2012,59.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,LT,2012,7.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,LU,2012,4.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,LV,2012,3.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,MT,2012,0.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,NL,2012,47.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,NO,2012,29.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,PL,2012,85.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,PT,2012,1.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,RO,2012,25.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,SE,2012,14.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,SI,2012,6.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,SK,2012,12.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,M,UK,2012,314.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,AT,2012,29.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,BE,2012,80.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,BG,2012,50.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,CY,2012,6.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,CZ,2012,31.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,DE,2012,527.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,DK,2012,57.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,EE,2012,7.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,EEA,2012,2965.9,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,EL,2012,14.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,ES,2012,394.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,EU27_2007,2012,2886.1,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,FI,2012,43.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,FR,2012,295.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,HU,2012,100.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,IS,2012,2.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,IT,2012,154.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,LT,2012,14.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,LU,2012,6.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,LV,2012,11.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,MT,2012,1.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,NL,2012,132.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,NO,2012,77.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,PL,2012,209.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,PT,2012,26.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,RO,2012,44.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,SE,2012,45.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,SI,2012,11.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,SK,2012,24.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y15-44,T,UK,2012,564.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,AT,2012,30.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,BE,2012,84.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,BG,2012,109.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,CY,2012,7.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,CZ,2012,47.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,DE,2012,374.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,DK,2012,41.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,EE,2012,16.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,EEA,2012,2837.5,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,EL,2012,37.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,ES,2012,377.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,EU27_2007,2012,2804.8,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,FI,2012,44.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,FR,2012,315.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,HU,2012,109.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,IS,2012,2.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,IT,2012,96.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,LT,2012,20.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,LU,2012,3.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,LV,2012,23.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,MT,2012,1.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,NL,2012,78.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,NO,2012,29.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,PL,2012,362.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,PT,2012,21.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,RO,2012,138.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,SE,2012,49.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,SI,2012,16.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,SK,2012,68.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,F,UK,2012,329.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,AT,2012,16.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,BE,2012,36.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,BG,2012,81.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,CY,2012,6.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,CZ,2012,29.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,DE,2012,310.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,DK,2012,28.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,EE,2012,9.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,EEA,2012,2162.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,EL,2012,15.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,ES,2012,256.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,EU27_2007,2012,2143.2,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,FI,2012,51.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,FR,2012,209.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,HU,2012,111.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,IS,2012,0.6,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,IT,2012,63.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,LT,2012,19.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,LU,2012,3.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,LV,2012,10.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,MT,2012,1.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,NL,2012,72.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,NO,2012,18.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,PL,2012,283.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,PT,2012,27.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,RO,2012,119.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,SE,2012,33.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,SI,2012,16.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,SK,2012,53.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,M,UK,2012,276.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,AT,2012,47.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,BE,2012,120.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,BG,2012,190.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,CY,2012,13.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,CZ,2012,77.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,DE,2012,684.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,DK,2012,69.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,EE,2012,25.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,EEA,2012,4999.9,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,EL,2012,53.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,ES,2012,633.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,EU27_2007,2012,4948.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,FI,2012,96.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,FR,2012,525.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,HU,2012,221.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,IS,2012,3.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,IT,2012,159.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,LT,2012,40.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,LU,2012,6.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,LV,2012,33.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,MT,2012,3.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,NL,2012,150.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,NO,2012,48.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,PL,2012,645.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,PT,2012,49.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,RO,2012,257.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,SE,2012,82.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,SI,2012,32.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,SK,2012,121.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y45-64,T,UK,2012,605.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,AT,2012,107.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,BE,2012,181.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,BG,2012,248.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,CY,2012,25.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,CZ,2012,199.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,DE,2012,1351.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,DK,2012,102.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,EE,2012,35.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,EEA,2012,8748.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,EL,2012,198.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,ES,2012,1150.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,EU27_2007,2012,8648.3,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,FI,2012,105.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,FR,2012,757.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,HU,2012,317.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,IS,2012,5.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,IT,2012,946.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,LT,2012,101.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,LU,2012,7.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,LV,2012,64.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,MT,2012,4.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,NL,2012,220.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,NO,2012,94.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,PL,2012,1020.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,PT,2012,113.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,RO,2012,290.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,SE,2012,117.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,SI,2012,41.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,SK,2012,123.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,F,UK,2012,817.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,AT,2012,58.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,BE,2012,141.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,BG,2012,224.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,CY,2012,19.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,CZ,2012,120.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,DE,2012,1140.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,DK,2012,82.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,EE,2012,16.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,EEA,2012,6242.5,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,EL,2012,89.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,ES,2012,766.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,EU27_2007,2012,6173.5,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,FI,2012,128.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,FR,2012,535.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,HU,2012,262.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,IS,2012,2.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,IT,2012,445.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,LT,2012,42.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,LU,2012,8.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,LV,2012,30.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU2,PB0000,Y_GE15,M,MT,2012,3.6,
