STRUCTURE,STRUCTURE_ID,freq,lev_diff,sex,age,yes_no,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,AT,2019,54.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,BE,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,BG,2019,42.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,CY,2019,39.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,CZ,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,DE,2019,55.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,DK,2019,69.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,EE,2019,70.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,EL,2019,43.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,ES,2019,52.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,EU27_2020,2019,47.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,FI,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,FR,2019,56.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,HR,2019,32.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,HU,2019,48.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,IE,2019,59.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,IS,2019,68.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,IT,2019,47.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,LT,2019,27.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,LU,2019,62.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,LV,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,MT,2019,51.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,NL,2019,41.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,NO,2019,77.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,PL,2019,32.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,PT,2019,37.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,RO,2019,15.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,RS,2019,40.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,SE,2019,62.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,SI,2019,53.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,SK,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,NO,PC,TR,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,AT,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,BE,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,BG,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,CY,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,CZ,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,DE,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,DK,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,EE,2019,13.7,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,EL,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,ES,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,EU27_2020,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,FI,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,FR,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,HR,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,HU,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,IE,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,IS,2019,21.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,IT,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,LT,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,LU,2019,25.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,LV,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,MT,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,NL,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,NO,2019,33.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,PL,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,PT,2019,1.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,RS,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,SE,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,SI,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,SK,2019,0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE65,YES,PC,TR,2019,2.2,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,AT,2019,37.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,BE,2019,39.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,BG,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,CY,2019,19.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,CZ,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,DE,2019,44.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,DK,2019,55.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,EE,2019,59.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,EL,2019,26.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,ES,2019,34.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,EU27_2020,2019,33.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,FI,2019,38.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,FR,2019,41.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,HR,2019,18.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,HU,2019,34.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,IE,2019,45.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,IS,2019,65.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,IT,2019,30.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,LT,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,LU,2019,47.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,LV,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,MT,2019,33.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,NL,2019,34.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,NO,2019,67.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,PL,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,PT,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,RO,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,RS,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,SE,2019,49.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,SI,2019,36.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,SK,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,NO,PC,TR,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,AT,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,BE,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,BG,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,CY,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,CZ,2019,0.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,DE,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,DK,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,EE,2019,10.4,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,EL,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,ES,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,EU27_2020,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,FI,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,FR,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,HR,2019,2.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,HU,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,IE,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,IS,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,IT,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,LT,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,LV,2019,1.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,MT,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,NL,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,NO,2019,29.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,PL,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,PT,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,RS,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,SE,2019,11.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,SI,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,SK,2019,0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,F,Y_GE75,YES,PC,TR,2019,3.2,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,AT,2019,83.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,BE,2019,86.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,BG,2019,85.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,CY,2019,87.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,CZ,2019,69.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,DE,2019,74.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,DK,2019,83.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,EE,2019,89.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,EL,2019,89.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,ES,2019,89.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,EU27_2020,2019,79.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,FI,2019,76.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,FR,2019,81.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,HR,2019,80.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,HU,2019,73.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,IE,2019,83.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,IS,2019,85.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,IT,2019,89.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,LT,2019,70.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,LU,2019,83.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,LV,2019,75.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,MT,2019,80.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,NL,2019,66.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,NO,2019,92.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,PL,2019,71.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,PT,2019,86.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,RO,2019,54.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,RS,2019,80.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,SE,2019,82.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,SI,2019,80.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,SK,2019,68.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,NO,PC,TR,2019,75.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,AT,2019,34.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,BE,2019,45.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,DE,2019,6.9,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,ES,2019,22.9,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,EU27_2020,2019,27.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,FR,2019,48.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,IE,2019,46.4,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,IT,2019,40.2,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,NO,2019,59.8,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,PL,2019,21.7,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,PT,2019,43.5,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,RS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y55-64,YES,PC,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,AT,2019,77.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,BE,2019,80.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,BG,2019,65.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,CY,2019,73.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,CZ,2019,51.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,DE,2019,76.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,DK,2019,80.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,EE,2019,82.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,EL,2019,76.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,ES,2019,83.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,EU27_2020,2019,72.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,FI,2019,73.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,FR,2019,77.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,HR,2019,59.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,HU,2019,63.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,IE,2019,75.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,IS,2019,80.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,IT,2019,80.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,LT,2019,55.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,LU,2019,82.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,LV,2019,56.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,MT,2019,67.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,NL,2019,61.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,NO,2019,89.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,PL,2019,60.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,PT,2019,77.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,RO,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,RS,2019,65.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,SE,2019,75.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,NONE,M,Y65-74,NO,PC,SI,2019,68.8,
