STRUCTURE,STRUCTURE_ID,freq,lev_diff,sex,age,yes_no,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,NO,PC,SI,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,NO,PC,SK,2019,27.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,NO,PC,TR,2019,23.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,AT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,BE,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,DE,2019,24.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,EL,2019,2.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,ES,2019,9.3,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,EU27_2020,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,FR,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,IT,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,NL,2019,14.3,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,PL,2019,18.4,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,PT,2019,5.1,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,RS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y55-64,YES,PC,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,AT,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,BE,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,BG,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,CY,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,CZ,2019,34.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,DE,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,DK,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,EE,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,EL,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,ES,2019,16.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,EU27_2020,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,FI,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,FR,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,HR,2019,34.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,HU,2019,28.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,IE,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,IS,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,IT,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,LT,2019,38.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,LU,2019,26.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,LV,2019,32.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,MT,2019,23.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,NL,2019,38.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,NO,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,PL,2019,33.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,PT,2019,27.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,RO,2019,24.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,RS,2019,25.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,SE,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,SI,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,SK,2019,29.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,NO,PC,TR,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,AT,2019,5.7,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,BE,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,BG,2019,23.4,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,DE,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,DK,2019,21.6,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,EL,2019,12.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,ES,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,EU27_2020,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,FI,2019,31.2,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,FR,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,HR,2019,6.5,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,IE,2019,3.9,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,IT,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,MT,2019,32.8,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,NL,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,NO,2019,13.9,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,PL,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,PT,2019,35.1,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,RO,2019,19.6,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,RS,2019,26.6,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,SI,2019,19.5,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y65-74,YES,PC,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,AT,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,BE,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,BG,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,CY,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,CZ,2019,32.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,DE,2019,28.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,DK,2019,18.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,EE,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,EL,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,ES,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,EU27_2020,2019,23.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,FI,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,FR,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,HR,2019,26.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,HU,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,IE,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,IS,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,IT,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,LT,2019,35.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,LU,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,LV,2019,29.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,MT,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,NL,2019,33.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,NO,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,PL,2019,30.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,PT,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,RO,2019,21.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,RS,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,SE,2019,23.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,SI,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,SK,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,NO,PC,TR,2019,20.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,AT,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,BE,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,BG,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,CY,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,CZ,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,DE,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,DK,2019,24.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,EE,2019,4.5,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,EL,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,ES,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,EU27_2020,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,FI,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,FR,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,HR,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,HU,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,IE,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,IS,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,IT,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,LT,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,LU,2019,27.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,LV,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,MT,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,NL,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,NO,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,PL,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,PT,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,RO,2019,9.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,RS,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,SE,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,SI,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,SK,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE55,YES,PC,TR,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,AT,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,BE,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,BG,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,CY,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,CZ,2019,36.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,DE,2019,31.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,DK,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,EE,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,EL,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,ES,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,EU27_2020,2019,26.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,FI,2019,30.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,FR,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,HR,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,HU,2019,27.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,IE,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,IS,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,IT,2019,23.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,LT,2019,36.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,LU,2019,28.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,LV,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,MT,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,NL,2019,38.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,NO,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,PL,2019,31.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,PT,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,RO,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,RS,2019,24.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,SE,2019,27.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,SI,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,SK,2019,30.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,NO,PC,TR,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,AT,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,BE,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,BG,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,CY,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,CZ,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,DE,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,DK,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,EE,2019,5.4,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,EL,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,ES,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,EU27_2020,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,FI,2019,21.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,FR,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,HR,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,HU,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,IE,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,IS,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,IT,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,LT,2019,7.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,LU,2019,25.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,LV,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,MT,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,NL,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,NO,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,PL,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,PT,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,MOD,F,Y_GE65,YES,PC,RO,2019,7.4,
