STRUCTURE,STRUCTURE_ID,freq,deg_urb,sex,age,lev_diff,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,IT,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,LT,2014,24.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,LT,2019,34.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,LU,2014,13.9,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,LU,2019,24.0,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,LV,2014,23.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,LV,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,MT,2014,23.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,MT,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,NL,2014,27.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,NL,2019,29.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,NO,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,NO,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,PL,2014,24.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,PL,2019,33.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,PT,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,PT,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,RO,2014,21.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,RO,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,SE,2014,33.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,SE,2019,29.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,SI,2014,13.2,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,SI,2019,20.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,SK,2014,36.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,SK,2019,24.3,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,MOD,PC,UK,2014,22.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,AT,2014,77.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,AT,2019,47.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,BE,2014,44.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,BE,2019,43.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,BG,2014,31.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,BG,2019,45.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,CY,2014,48.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,CY,2019,40.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,CZ,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,CZ,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,DE,2014,59.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,DE,2019,52.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,DK,2014,45.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,DK,2019,55.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EE,2014,72.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EE,2019,60.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EL,2014,43.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EL,2019,51.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,ES,2014,48.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,ES,2019,57.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EU27_2020,2014,47.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EU27_2020,2019,48.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,EU28,2014,49.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,FI,2014,45.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,FI,2019,42.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,FR,2014,52.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,FR,2019,54.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,HR,2014,45.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,HR,2019,26.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,HU,2014,40.5,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,HU,2019,39.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,IE,2014,46.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,IE,2019,52.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,IS,2014,64.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,IS,2019,66.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,IT,2014,43.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,IT,2019,49.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,LT,2014,34.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,LT,2019,37.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,LU,2014,69.4,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,LU,2019,68.0,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,LV,2014,32.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,LV,2019,46.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,MT,2014,47.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,MT,2019,51.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,NL,2014,36.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,NL,2019,37.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,NO,2014,70.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,NO,2019,87.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,PL,2014,34.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,PL,2019,25.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,PT,2014,64.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,PT,2019,57.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,RO,2014,43.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,RO,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,SE,2014,43.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,SE,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,SI,2014,59.2,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,SI,2019,46.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,SK,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,SK,2019,23.4,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,NONE,PC,UK,2014,54.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,AT,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,AT,2019,35.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,BE,2014,37.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,BE,2019,39.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,BG,2014,42.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,BG,2019,31.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,CY,2014,34.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,CY,2019,35.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,CZ,2014,69.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,CZ,2019,38.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,DE,2014,17.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,DE,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,DK,2014,25.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,DK,2019,20.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EE,2014,20.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EE,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EL,2014,39.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EL,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,ES,2014,34.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,ES,2019,24.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EU27_2020,2014,30.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EU27_2020,2019,27.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,EU28,2014,29.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,FI,2014,23.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,FI,2019,21.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,FR,2014,24.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,FR,2019,23.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,HR,2014,28.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,HR,2019,45.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,HU,2014,24.9,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,HU,2019,16.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,IE,2014,21.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,IE,2019,21.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,IS,2014,18.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,IS,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,IT,2014,37.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,IT,2019,31.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,LT,2014,41.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,LT,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,LU,2014,16.7,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,LU,2019,8.0,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,LV,2014,44.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,LV,2019,39.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,MT,2014,29.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,MT,2019,31.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,NL,2014,36.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,NL,2019,32.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,NO,2014,20.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,NO,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,PL,2014,41.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,PL,2019,41.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,PT,2014,21.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,PT,2019,28.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,RO,2014,34.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,RO,2019,58.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,SE,2014,23.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,SE,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,SI,2014,27.6,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,SI,2019,32.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,SK,2014,47.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,SK,2019,52.4,u
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,M,Y_GE75,SEV,PC,UK,2014,23.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,AT,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,BE,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,BG,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,CY,2019,23.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,CZ,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,DE,2019,35.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,DK,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,EE,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,EL,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,ES,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,EU27_2020,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,FI,2019,23.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,FR,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,HR,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,HU,2019,25.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,IE,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,IS,2019,22.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,IT,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,LT,2019,37.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,LU,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,LV,2019,35.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,MT,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,NL,2019,44.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,NO,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,PL,2019,32.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,PT,2019,24.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,RO,2019,51.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,SE,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,SI,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,SK,2019,34.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,LTD,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,AT,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,BE,2019,11.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,BG,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,CY,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,CZ,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,DE,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,DK,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,EE,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,EL,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,ES,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,EU27_2020,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,FI,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,FR,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,HR,2019,11.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,HU,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,IE,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,IS,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,IT,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,LT,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,LU,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,LV,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,MT,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,NL,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,NO,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,PL,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,PT,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,RO,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,SE,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_TAU(1.0),A,DEG1,T,Y55-64,MOD,PC,SI,2019,8.6,
