STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,EU27_2007,2012,7340.1,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,FI,2012,18.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,FR,2012,874.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,HU,2012,70.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,IS,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,IT,2012,1128.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,LT,2012,53.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,LU,2012,3.4,u
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,LV,2012,18.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,MT,2012,4.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,NL,2012,135.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,NO,2012,38.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,PL,2012,465.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,PT,2012,170.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,RO,2012,376.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,SE,2012,68.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,SI,2012,8.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,SK,2012,45.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,M,UK,2012,1614.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,AT,2012,139.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,BE,2012,423.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,BG,2012,353.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,CY,2012,27.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,CZ,2012,308.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,DE,2012,2464.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,DK,2012,163.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,EE,2012,74.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,EEA,2012,20750.3,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,EL,2012,582.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,ES,2012,2500.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,EU27_2007,2012,20628.3,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,FI,2012,76.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,FR,2012,2286.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,HU,2012,287.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,IS,2012,6.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,IT,2012,3372.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,LT,2012,181.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,LU,2012,11.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,LV,2012,60.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,MT,2012,10.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,NL,2012,448.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,NO,2012,115.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,PL,2012,1308.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,PT,2012,450.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,RO,2012,970.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,SE,2012,209.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,SI,2012,48.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,SK,2012,134.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1015,T,UK,2012,3736.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,AT,2012,167.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,BE,2012,243.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,BG,2012,155.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,CY,2012,17.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,CZ,2012,299.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,DE,2012,2296.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,DK,2012,137.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,EE,2012,33.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,EEA,2012,12253.0,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,EL,2012,303.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,ES,2012,1108.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,EU27_2007,2012,12114.8,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,FI,2012,119.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,FR,2012,986.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,HU,2012,523.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,IS,2012,10.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,IT,2012,1220.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,LT,2012,73.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,LU,2012,8.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,LV,2012,110.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,MT,2012,4.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,NL,2012,511.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,NO,2012,128.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,PL,2012,1253.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,PT,2012,192.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,RO,2012,557.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,SE,2012,167.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,SI,2012,60.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,SK,2012,141.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,F,UK,2012,1420.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,AT,2012,89.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,BE,2012,82.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,BG,2012,84.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,CY,2012,9.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,CZ,2012,165.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,DE,2012,1065.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,DK,2012,78.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,EE,2012,17.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,EEA,2012,6102.1,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,EL,2012,161.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,ES,2012,517.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,EU27_2007,2012,6061.2,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,FI,2012,59.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,FR,2012,466.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,HU,2012,235.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,IS,2012,2.1,u
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,IT,2012,615.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,LT,2012,32.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,LU,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,LV,2012,59.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,MT,2012,2.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,NL,2012,209.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,NO,2012,38.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,PL,2012,663.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,PT,2012,80.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,RO,2012,417.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,SE,2012,62.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,SI,2012,41.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,SK,2012,54.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,M,UK,2012,788.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,AT,2012,256.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,BE,2012,325.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,BG,2012,239.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,CY,2012,27.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,CZ,2012,465.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,DE,2012,3361.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,DK,2012,215.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,EE,2012,50.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,EEA,2012,18355.1,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,EL,2012,465.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,ES,2012,1625.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,EU27_2007,2012,18176.0,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,FI,2012,179.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,FR,2012,1453.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,HU,2012,759.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,IS,2012,12.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,IT,2012,1836.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,LT,2012,106.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,LU,2012,11.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,LV,2012,169.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,MT,2012,7.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,NL,2012,721.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,NO,2012,166.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,PL,2012,1916.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,PT,2012,272.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,RO,2012,975.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,SE,2012,229.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,SI,2012,101.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,SK,2012,195.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,AS1095,T,UK,2012,2208.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,AT,2012,267.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,BE,2012,538.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,BG,2012,365.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,CY,2012,34.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,CZ,2012,493.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,DE,2012,3984.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,DK,2012,236.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,EE,2012,86.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,EEA,2012,25623.8,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,EL,2012,685.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,ES,2012,2823.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,EU27_2007,2012,25403.1,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,FI,2012,177.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,FR,2012,2398.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,HU,2012,740.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,IS,2012,14.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,IT,2012,3464.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,LT,2012,201.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,LU,2012,16.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,LV,2012,152.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,MT,2012,10.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,NL,2012,825.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,NO,2012,206.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,PL,2012,2096.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,PT,2012,473.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,RO,2012,1151.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,SE,2012,308.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,SI,2012,99.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,SK,2012,230.1,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,F,UK,2012,3542.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,AT,2012,128.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,BE,2012,210.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,BG,2012,226.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,CY,2012,20.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,CZ,2012,280.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,DE,2012,1841.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,DK,2012,143.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,EE,2012,38.4,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,EEA,2012,13481.6,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,EL,2012,362.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,ES,2012,1302.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,EU27_2007,2012,13401.3,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,FI,2012,78.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,FR,2012,1340.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,HU,2012,306.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,IS,2012,3.5,u
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,IT,2012,1743.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,LT,2012,85.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,LU,2012,6.4,u
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,LV,2012,77.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,MT,2012,6.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,NL,2012,344.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,NO,2012,76.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,PL,2012,1128.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,PT,2012,250.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,RO,2012,793.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,SE,2012,130.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,SI,2012,49.7,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,SK,2012,99.8,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,M,UK,2012,2403.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,AT,2012,395.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,BE,2012,749.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,BG,2012,592.5,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,CY,2012,54.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,CZ,2012,773.2,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,DE,2012,5826.0,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,DK,2012,379.3,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,EE,2012,124.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,EEA,2012,39105.4,e
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,EL,2012,1047.6,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,ES,2012,4125.9,
dataflow,ESTAT:HLTH_DPEH200(1.0),A,THS,PB1060,TOTAL,T,EU27_2007,2012,38804.4,e
