STRUCTURE,STRUCTURE_ID,freq,unit,wstatus,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2003,232.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2004,232.77,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2005,233.09,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2006,232.36,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2007,235.83,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2008,239.94,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2009,243.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2010,214.51,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2011,248.92,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2012,252.77,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2013,249.31,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2014,252.58,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2015,251.74,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2016,247.56,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2017,244.77,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2018,241.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2019,242.58,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2020,189.01,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,CZ,2021,186.19,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1991,269.39,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1992,262.50,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1993,256.16,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1994,249.99,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1995,244.31,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1996,239.20,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1997,234.59,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1998,230.14,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,1999,226.71,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2000,223.40,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2001,220.26,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2002,217.12,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2003,213.41,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2004,210.02,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2005,206.71,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2006,203.24,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2007,199.68,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2008,195.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2009,191.31,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2010,185.28,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2011,179.38,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2012,175.95,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2013,172.16,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2014,169.01,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2015,168.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2016,166.65,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2017,164.05,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2018,161.47,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2019,158.72,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2020,155.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DE,2021,152.30,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1980,353.21,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1981,337.57,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1982,323.91,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1983,310.52,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1984,299.07,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1985,291.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1986,284.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1987,277.84,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1988,272.64,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1989,267.17,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1990,262.36,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1991,258.15,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1992,255.05,b
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1993,252.83,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1994,250.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1995,248.76,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1996,246.27,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1997,243.60,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1998,240.50,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,1999,236.80,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2000,233.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2001,230.37,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2002,225.01,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2003,219.02,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2004,212.23,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2005,205.80,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2006,199.77,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2007,194.37,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2008,190.04,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2009,185.43,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2010,180.95,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2011,176.93,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2012,173.69,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2013,170.87,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2014,168.10,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2015,165.08,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2016,161.44,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2017,157.53,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2018,153.56,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,DK,2019,149.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2002,,d
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2003,,d
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2004,,d
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2005,260.58,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2006,252.40,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2007,247.40,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2008,242.01,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2009,236.87,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2010,231.00,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2011,225.60,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2012,219.79,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2013,214.00,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2014,209.02,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2015,204.89,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2016,201.34,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2017,197.69,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2018,194.81,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2019,192.81,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2020,190.69,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EE,2021,188.37,p
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1960,799.28,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1961,805.72,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1962,787.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1963,752.74,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1964,710.39,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1965,708.28,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1966,695.60,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1967,676.38,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1968,664.24,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1969,639.79,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1970,616.48,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1971,593.36,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1972,579.03,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1973,525.74,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1974,499.50,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1975,491.10,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1976,475.09,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1977,454.43,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1978,442.31,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1979,427.46,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1980,410.86,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1981,393.52,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1982,377.84,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1983,356.67,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1984,350.77,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1985,341.35,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1986,327.00,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1987,300.41,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1988,312.24,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1989,304.35,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1990,296.97,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1991,277.13,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1992,268.45,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1993,260.75,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1994,259.66,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1995,256.36,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1996,255.57,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1997,247.76,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1998,239.55,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,1999,233.32,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2000,228.69,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2001,226.56,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2002,216.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2003,209.25,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2004,203.09,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2005,197.77,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2006,184.91,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2007,177.61,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2008,175.16,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2009,172.67,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2010,173.68,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2011,173.12,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2012,173.02,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2013,172.04,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2014,170.44,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2015,169.43,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2016,163.34,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2017,164.85,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2018,163.83,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2019,162.31,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,EL,2020,161.42,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1960,853.44,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1961,840.74,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1962,830.08,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1963,829.20,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1964,809.16,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1965,804.71,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1966,790.48,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1967,779.43,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1968,779.87,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1969,758.27,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1970,745.87,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1971,721.75,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1972,702.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1973,678.16,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1974,648.66,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1976,559.43,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1977,528.54,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1978,491.00,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1979,455.45,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1980,434.67,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1981,391.00,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1982,362.60,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1983,331.20,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1984,315.83,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1985,302.45,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1986,294.36,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1987,285.69,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1988,278.91,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1989,270.01,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1990,261.35,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1991,254.17,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1992,250.85,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1993,247.10,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1994,244.00,
dataflow,ESTAT:HLTH_RS_PRS1(1.0),A,HAB_P,LIC,OC221,ES,1995,244.23,
