STRUCTURE,STRUCTURE_ID,freq,unit,quantile,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,HU,2012,801.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,IS,2012,11.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,IT,2012,1594.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,LT,2012,141.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,LU,2012,22.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,LV,2012,156.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,MT,2012,16.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,NL,2012,689.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,NO,2012,233.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,PL,2012,1563.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,PT,2012,113.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,RO,2012,2352.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,SE,2012,308.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,SI,2012,116.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,SK,2012,336.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU1,TOTAL,T,UK,2012,4101.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,AT,2012,36.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,BE,2012,75.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,BG,2012,66.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,CY,2012,8.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,CZ,2012,69.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,DE,2012,460.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,DK,2012,28.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,EE,2012,9.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,EEA,2012,3558.3,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,EL,2012,104.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,ES,2012,612.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,EU27_2007,2012,3532.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,FI,2012,20.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,FR,2012,345.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,HU,2012,62.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,IS,2012,1.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,IT,2012,574.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,LT,2012,44.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,LU,2012,2.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,LV,2012,11.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,MT,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,NL,2012,62.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,NO,2012,24.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,PL,2012,338.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,PT,2012,58.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,RO,2012,90.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,SE,2012,21.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,SI,2012,9.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,SK,2012,33.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,F,UK,2012,381.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,AT,2012,22.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,BE,2012,46.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,BG,2012,69.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,CY,2012,6.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,CZ,2012,43.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,DE,2012,179.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,DK,2012,25.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,EE,2012,7.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,EEA,2012,2163.7,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,EL,2012,46.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,ES,2012,368.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,EU27_2007,2012,2145.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,FI,2012,15.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,FR,2012,232.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,HU,2012,34.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,IS,2012,0.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,IT,2012,230.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,LT,2012,15.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,LU,2012,1.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,LV,2012,7.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,MT,2012,1.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,NL,2012,50.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,NO,2012,18.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,PL,2012,174.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,PT,2012,34.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,RO,2012,80.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,SE,2012,28.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,SI,2012,7.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,SK,2012,9.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,M,UK,2012,405.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,AT,2012,58.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,BE,2012,121.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,BG,2012,136.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,CY,2012,15.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,CZ,2012,113.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,DE,2012,640.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,DK,2012,54.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,EE,2012,16.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,EEA,2012,5722.0,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,EL,2012,150.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,ES,2012,980.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,EU27_2007,2012,5678.0,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,FI,2012,36.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,FR,2012,578.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,HU,2012,97.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,IS,2012,1.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,IT,2012,804.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,LT,2012,60.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,LU,2012,3.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,LV,2012,18.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,MT,2012,2.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,NL,2012,112.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,NO,2012,42.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,PL,2012,513.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,PT,2012,93.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,RO,2012,171.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,SE,2012,50.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,SI,2012,16.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,SK,2012,43.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1015,T,UK,2012,787.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,AT,2012,71.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,BE,2012,106.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,BG,2012,181.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,CY,2012,16.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,CZ,2012,130.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,DE,2012,890.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,DK,2012,73.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,EE,2012,25.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,EEA,2012,5189.7,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,EL,2012,94.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,ES,2012,538.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,EU27_2007,2012,5115.7,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,FI,2012,84.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,FR,2012,411.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,HU,2012,255.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,IS,2012,3.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,IT,2012,371.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,LT,2012,56.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,LU,2012,5.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,LV,2012,53.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,MT,2012,2.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,NL,2012,158.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,NO,2012,70.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,PL,2012,681.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,PT,2012,54.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,RO,2012,199.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,SE,2012,95.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,SI,2012,32.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,SK,2012,89.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,F,UK,2012,435.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,AT,2012,36.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,BE,2012,95.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,BG,2012,155.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,CY,2012,13.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,CZ,2012,77.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,DE,2012,960.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,DK,2012,56.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,EE,2012,9.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,EEA,2012,4078.8,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,EL,2012,43.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,ES,2012,397.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,EU27_2007,2012,4028.0,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,FI,2012,112.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,FR,2012,302.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,HU,2012,228.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,IS,2012,2.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,IT,2012,215.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,LT,2012,27.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,LU,2012,6.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,LV,2012,22.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,MT,2012,2.0,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,NL,2012,129.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,NO,2012,48.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,PL,2012,401.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,PT,2012,29.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,RO,2012,208.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,SE,2012,56.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,SI,2012,32.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,SK,2012,70.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,M,UK,2012,339.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,AT,2012,107.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,BE,2012,201.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,BG,2012,336.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,CY,2012,29.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,CZ,2012,207.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,DE,2012,1851.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,DK,2012,130.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,EE,2012,35.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,EEA,2012,9268.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,EL,2012,137.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,ES,2012,935.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,EU27_2007,2012,9143.7,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,FI,2012,197.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,FR,2012,713.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,HU,2012,483.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,IS,2012,5.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,IT,2012,587.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,LT,2012,83.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,LU,2012,11.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,LV,2012,76.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,MT,2012,4.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,NL,2012,287.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,NO,2012,118.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,PL,2012,1083.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,PT,2012,84.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,RO,2012,407.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,SE,2012,152.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,SI,2012,65.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,SK,2012,160.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,AS1095,T,UK,2012,775.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,AT,2012,107.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,BE,2012,181.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,BG,2012,248.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,CY,2012,25.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,CZ,2012,199.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,DE,2012,1351.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,DK,2012,102.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,EE,2012,35.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,EEA,2012,8748.0,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,EL,2012,198.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,ES,2012,1150.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,EU27_2007,2012,8648.3,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,FI,2012,105.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,FR,2012,757.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,HU,2012,317.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,IS,2012,5.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,IT,2012,946.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,LT,2012,101.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,LU,2012,7.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,LV,2012,64.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,MT,2012,4.0,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,NL,2012,220.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,NO,2012,94.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,PL,2012,1020.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,PT,2012,113.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,RO,2012,290.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,SE,2012,117.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,SI,2012,41.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,SK,2012,123.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,F,UK,2012,817.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,AT,2012,58.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,BE,2012,141.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,BG,2012,224.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,CY,2012,19.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,CZ,2012,120.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,DE,2012,1140.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,DK,2012,82.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,EE,2012,16.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,EEA,2012,6242.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,EL,2012,89.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,ES,2012,766.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,EU27_2007,2012,6173.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,FI,2012,128.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,FR,2012,535.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,HU,2012,262.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,IS,2012,2.5,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,IT,2012,445.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,LT,2012,42.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,LU,2012,8.0,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,LV,2012,30.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,MT,2012,3.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,NL,2012,179.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,NO,2012,66.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,PL,2012,576.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,PT,2012,64.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,RO,2012,288.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,SE,2012,85.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,SI,2012,39.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,SK,2012,80.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,M,UK,2012,744.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,AT,2012,166.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,BE,2012,323.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,BG,2012,472.8,
