STRUCTURE,STRUCTURE_ID,freq,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,BG,1998,74.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,BG,1999,75,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,BG,2000,75,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,BG,2001,75.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,BG,2002,75.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,BG,2003,75.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,1995,79.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,1996,80,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,1997,80,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,1998,79.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,1999,79.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,2000,80.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,2001,81.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,2002,81,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CY,2003,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,1995,76.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,1996,77.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,1997,77.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,1998,78.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,1999,78.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,2000,78.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,2001,78.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,2002,78.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,CZ,2003,78.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,1995,79.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,1996,80.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,1997,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,1998,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,1999,81,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,2000,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,2001,81.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,2002,81.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DE,2003,81.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,1995,77.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,1996,78.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,1997,78.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,1998,79,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,1999,79,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,2000,79.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,2001,79.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,2002,79.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,DK,2003,79.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,1995,80.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,1996,81,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,1997,81.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,1998,81.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,1999,81.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,2000,81.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,2001,82.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,2002,82.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EA15,2003,82,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,1995,74.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,1996,75.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,1997,75.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,1998,75.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,1999,76,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,2000,76.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,2001,76.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,2002,77,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EE,2003,77.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,1995,80.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,1996,80.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,1997,80.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,1998,80.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,1999,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,2000,80.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,2001,81,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,2002,81.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EL,2003,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,1995,81.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,1996,82,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,1997,82.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,1998,82.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,1999,82.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,2000,82.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,2001,83.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,2002,83.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,ES,2003,83,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,1995,80.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,1996,80.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,1997,80.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,1998,80.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,1999,81.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,2000,81.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,2001,81.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,2002,81.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU15,2003,81.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU25,2002,81.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU25,2003,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU27_2007,2002,80.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,EU27_2007,2003,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,1995,80.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,1996,80.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,1997,80.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,1998,81,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,1999,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,2000,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,2001,81.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,2002,81.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FI,2003,81.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FR,1998,82.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FR,1999,82.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FR,2000,83,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FR,2001,83,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FR,2002,83,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,FR,2003,82.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,1995,74.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,1996,75,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,1997,75.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,1998,75.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,1999,75.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,2000,76.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,2001,76.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,2002,76.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,HU,2003,76.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,1995,78.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,1996,78.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,1997,78.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,1998,79.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,1999,78.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,2000,79.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,2001,79.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,2002,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IE,2003,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,1995,80.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,1996,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,1997,81.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,1998,81.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,1999,81.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,2000,81.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,2001,83.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,2002,82.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IS,2003,82.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,1995,81.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,1996,81.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,1997,82,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,1998,82.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,1999,82.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,2000,82.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,2001,83.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,2002,83.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,IT,2003,82.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,1995,75.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,1996,75.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,1997,76.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,1998,76.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,1999,77,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,2000,77.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,2001,77.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,2002,77.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LT,2003,77.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,1995,80.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,1996,80.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,1997,80,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,1998,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,1999,81.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,2000,81.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,2001,80.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,2002,81.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LU,2003,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LV,2002,76,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,LV,2003,75.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,1995,79.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,1996,79.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,1997,80.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,1998,80,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,1999,79.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,2000,80.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,2001,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,2002,81.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,MT,2003,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,1995,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,1996,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,1997,80.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,1998,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,1999,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,2000,80.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,2001,80.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,2002,80.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NL,2003,81,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,1995,80.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,1996,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,1997,81.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,1998,81.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,1999,81.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,2000,81.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,2001,81.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,2002,81.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,NO,2003,82.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,1995,76.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,1996,76.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,1997,77,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,1998,77.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,1999,77.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,2000,78,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,2001,78.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,2002,78.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PL,2003,78.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,1995,79,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,1996,79,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,1997,79.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,1998,79.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,1999,79.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,2000,80.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,2001,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,2002,80.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,PT,2003,80.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,1995,73.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,1996,72.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,1997,73.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,1998,73.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,1999,74.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,2000,74.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,2001,74.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,2002,74.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,RO,2003,75,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,1995,81.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,1996,81.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,1997,82,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,1998,82.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,1999,82,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,2000,82,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,2001,82.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,2002,82.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SE,2003,82.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,1995,78.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,1996,79,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,1997,79.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,1998,79.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,1999,79.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,2000,79.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,2001,80.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,2002,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SI,2003,80.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,1995,76.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,1996,77,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,1997,76.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,1998,77,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,1999,77.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,2000,77.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,2001,77.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,2002,77.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,SK,2003,77.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,1995,79.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,1996,79.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,1997,79.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,1998,79.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,1999,79.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,2000,80.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,2001,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,2002,80.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_0_LE,UK,2003,80.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,AT,2000,11.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,AT,2001,11.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,AT,2002,11.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,AT,2003,12.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,1995,11.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,1996,12.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,1997,12.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,1998,10.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,1999,12.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,2000,12.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,2001,12.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,2002,12.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,BE,2003,12.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,CY,2003,11.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,CZ,2002,10.0,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,1995,10.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,1996,10.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,1997,9.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,1998,9.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,1999,9.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,2000,9.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,2001,9.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,2002,9.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DE,2003,9.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,1995,9.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,1996,9.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,1997,8.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,1998,9.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,1999,9.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,2000,9.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,2001,10.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,2002,9.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,DK,2003,9.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,1995,11.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,1996,11.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,1997,10.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,1998,11.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,1999,11.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,2000,10.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,2001,10.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,2002,10.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EL,2003,10.5,e
