STRUCTURE,STRUCTURE_ID,freq,unit,hhcomp,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE15,T,PT,2012,1421.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE15,T,RO,2012,1689.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE15,T,SE,2012,2130.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE15,T,SI,2012,253.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE15,T,SK,2012,649.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE15,T,UK,2012,9729.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,AT,2012,164.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,BE,2012,398.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,BG,2012,77.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,CY,2012,20.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,CZ,2012,267.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,DE,2012,2691.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,DK,2012,188.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,EE,2012,22.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,EEA,2012,12424.6,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,EL,2012,172.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,ES,2012,997.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,EU27_2007,2012,12278.2,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,FI,2012,135.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,FR,2012,1792.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,HU,2012,178.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,IS,2012,8.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,IT,2012,1957.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,LT,2012,34.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,LU,2012,11.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,LV,2012,28.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,MT,2012,9.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,NL,2012,427.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,NO,2012,137.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,PL,2012,479.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,PT,2012,183.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,RO,2012,31.7,u
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,SE,2012,474.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,SI,2012,40.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,SK,2012,74.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,F,UK,2012,1419.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,AT,2012,230.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,BE,2012,535.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,BG,2012,153.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,CY,2012,30.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,CZ,2012,267.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,DE,2012,3513.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,DK,2012,267.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,EE,2012,28.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,EEA,2012,16023.0,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,EL,2012,275.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,ES,2012,1262.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,EU27_2007,2012,15829.7,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,FI,2012,173.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,FR,2012,2544.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,HU,2012,185.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,IS,2012,10.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,IT,2012,1933.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,LT,2012,60.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,LU,2012,13.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,LV,2012,32.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,MT,2012,12.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,NL,2012,883.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,NO,2012,182.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,PL,2012,622.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,PT,2012,300.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,RO,2012,84.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,SE,2012,499.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,SI,2012,44.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,SK,2012,59.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,M,UK,2012,1814.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,AT,2012,394.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,BE,2012,933.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,BG,2012,231.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,CY,2012,50.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,CZ,2012,534.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,DE,2012,6204.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,DK,2012,455.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,EE,2012,50.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,EEA,2012,28447.6,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,EL,2012,447.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,ES,2012,2259.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,EU27_2007,2012,28107.9,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,FI,2012,308.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,FR,2012,4336.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,HU,2012,364.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,IS,2012,19.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,IT,2012,3891.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,LT,2012,94.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,LU,2012,24.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,LV,2012,61.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,MT,2012,22.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,NL,2012,1311.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,NO,2012,320.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,PL,2012,1101.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,PT,2012,483.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,RO,2012,116.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,SE,2012,974.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,SI,2012,85.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,SK,2012,134.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,PB0001,Y_GE65,T,UK,2012,3234.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,AT,2012,173.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,BE,2012,109.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,BG,2012,139.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,CY,2012,21.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,CZ,2012,254.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,DE,2012,2627.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,DK,2012,134.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,EE,2012,36.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,EEA,2012,15765.1,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,EL,2012,216.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,ES,2012,855.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,EU27_2007,2012,15616.8,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,FI,2012,175.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,FR,2012,4971.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,HU,2012,128.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,IS,2012,3.4,u
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,IT,2012,2538.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,LT,2012,52.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,LU,2012,12.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,LV,2012,48.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,MT,2012,8.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,NL,2012,428.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,NO,2012,144.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,PL,2012,449.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,PT,2012,172.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,RO,2012,214.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,SE,2012,179.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,SI,2012,20.8,u
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,SK,2012,54.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,F,UK,2012,1594.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,AT,2012,209.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,BE,2012,136.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,BG,2012,131.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,CY,2012,22.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,CZ,2012,295.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,DE,2012,2389.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,DK,2012,119.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,EE,2012,42.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,EEA,2012,15787.3,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,EL,2012,342.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,ES,2012,897.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,EU27_2007,2012,15635.6,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,FI,2012,186.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,FR,2012,4696.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,HU,2012,119.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,IS,2012,5.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,IT,2012,2654.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,LT,2012,49.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,LU,2012,12.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,LV,2012,55.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,MT,2012,6.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,NL,2012,413.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,NO,2012,146.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,PL,2012,416.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,PT,2012,202.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,RO,2012,403.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,SE,2012,200.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,SI,2012,36.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,SK,2012,127.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,M,UK,2012,1469.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,AT,2012,382.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,BE,2012,245.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,BG,2012,270.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,CY,2012,44.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,CZ,2012,550.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,DE,2012,5017.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,DK,2012,253.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,EE,2012,79.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,EEA,2012,31552.4,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,EL,2012,558.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,ES,2012,1753.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,EU27_2007,2012,31252.4,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,FI,2012,361.7,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,FR,2012,9667.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,HU,2012,248.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,IS,2012,8.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,IT,2012,5192.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,LT,2012,101.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,LU,2012,24.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,LV,2012,103.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,MT,2012,15.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,NL,2012,841.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,NO,2012,291.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,PL,2012,865.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,PT,2012,375.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,RO,2012,618.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,SE,2012,379.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,SI,2012,57.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,SK,2012,181.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y15-44,T,UK,2012,3063.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,AT,2012,230.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,BE,2012,485.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,BG,2012,409.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,CY,2012,58.0,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,CZ,2012,715.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,DE,2012,4636.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,DK,2012,318.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,EE,2012,74.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,EEA,2012,24173.5,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,EL,2012,471.9,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,ES,2012,1379.2,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,EU27_2007,2012,23933.3,e
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,FI,2012,242.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,FR,2012,4221.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,HU,2012,391.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,IS,2012,12.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,IT,2012,3617.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,LT,2012,102.6,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,LU,2012,12.4,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,LV,2012,96.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,MT,2012,11.5,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,NL,2012,734.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,NO,2012,228.1,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,PL,2012,1492.3,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,PT,2012,391.8,
dataflow,ESTAT:HLTH_DPEH040(1.0),A,THS,CPL_NYCH,TOTAL,Y45-64,F,RO,2012,531.0,
