STRUCTURE,STRUCTURE_ID,freq,unit,assist,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,AT,2012,18.0,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,BE,2012,92.1,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,BG,2012,11.0,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,CY,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,CZ,2012,6.5,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,DE,2012,286.8,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,DK,2012,23.6,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,EE,2012,4.8,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,EEA,2012,2108.0,e
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,EL,2012,9.6,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,ES,2012,186.3,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,EU27_2007,2012,2078.6,e
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,FI,2012,7.0,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,FR,2012,336.9,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,HU,2012,11.0,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,IS,2012,1.4,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,IT,2012,150.8,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,LT,2012,11.0,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,LU,2012,2.9,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,LV,2012,2.8,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,NL,2012,127.5,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,NO,2012,27.9,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,PL,2012,61.6,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,PT,2012,29.0,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,RO,2012,25.4,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,SE,2012,49.0,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,SI,2012,2.2,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,SK,2012,8.5,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,F,UK,2012,610.9,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,AT,2012,4.8,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,BE,2012,57.6,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,BG,2012,15.5,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,CZ,2012,10.4,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,DE,2012,148.2,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,DK,2012,18.5,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,EE,2012,,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,EEA,2012,1391.0,e
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,EL,2012,14.4,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,ES,2012,130.7,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,EU27_2007,2012,1369.7,e
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,FI,2012,,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,FR,2012,261.0,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,HU,2012,5.3,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,IT,2012,151.6,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,LT,2012,8.6,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,LU,2012,,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,LV,2012,3.1,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,MT,2012,0.7,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,NL,2012,25.3,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,NO,2012,20.8,u
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,PL,2012,33.7,
dataflow,ESTAT:HLTH_DPEH120(1.0),A,THS,AS1015,Y15-44,M,PT,2012,16.4,u
