STRUCTURE,STRUCTURE_ID,freq,sex,age,wstatus,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,PL,2020,61.8,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,PT,2007,11.0,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,PT,2013,8.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,PT,2020,10.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,RO,2007,8.4,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,RO,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,RO,2020,7.5,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SE,2007,18.1,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SE,2013,27.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SE,2020,29.9,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SI,2007,17.3,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SI,2013,7.1,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SI,2020,11.0,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SK,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SK,2013,10.7,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,SK,2020,16.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,TR,2013,3.0,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,UK,2007,4.7,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SAL,PC_EMP_PREEMP,UK,2013,4.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,AT,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,AT,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,AT,2020,25.6,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,BE,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,BE,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,BE,2020,12.5,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,BG,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,BG,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,BG,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CH,2013,8.0,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CH,2020,8.0,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CY,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CY,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CY,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CZ,2007,5.4,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CZ,2013,6.7,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,CZ,2020,8.6,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,DE,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,DE,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,DE,2020,,pu
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,DK,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,DK,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,DK,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EA19,2007,13.6,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EA19,2013,8.6,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EA19,2020,10.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EE,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EE,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EL,2007,9.5,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EL,2013,6.7,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EL,2020,8.9,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,ES,2007,6.2,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,ES,2013,7.1,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,ES,2020,11.7,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EU27_2020,2007,15.7,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EU27_2020,2013,10.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EU27_2020,2020,16.1,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EU28,2007,14.3,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,EU28,2013,9.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,FI,2007,33.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,FI,2013,37.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,FI,2020,39.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,FR,2007,45.4,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,FR,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,FR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,HR,2007,20.3,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,HR,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,HR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,HU,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,HU,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,HU,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IE,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IE,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IS,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IS,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IT,2007,7.7,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IT,2013,8.6,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,IT,2020,8.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LT,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LT,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LU,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LU,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LU,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LV,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LV,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,LV,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,MT,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,MT,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,MT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,NL,2007,5.9,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,NL,2020,4.2,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,NO,2007,20.7,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,NO,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,NO,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,PL,2007,43.0,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,PL,2013,24.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,PL,2020,64.1,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,PT,2007,12.3,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,PT,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,PT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,RO,2007,9.6,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,RO,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,RO,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SE,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SE,2013,26.2,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SI,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SI,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SI,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SK,2007,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SK,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,SK,2020,17.0,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,TR,2013,2.0,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,UK,2007,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y55-64,SELF,PC_EMP_PREEMP,UK,2013,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,AT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,BE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,BG,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,CH,2020,17.9,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,CY,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,CZ,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,DE,2020,,pu
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,DK,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,EA19,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,EE,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,EL,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,ES,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,EU27_2020,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,FI,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,FR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,HR,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,HU,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,IE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,IT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,LT,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,LU,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,MT,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,NL,2020,,c
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,NO,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,PL,2020,,du
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,PT,2020,94.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,RO,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,SE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,CFAM,PC_EMP_PREEMP,SI,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,AT,2020,13.2,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,BE,2020,4.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,BG,2020,9.1,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,CH,2020,8.6,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,CY,2020,7.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,CZ,2020,5.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,DE,2020,6.4,p
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,DK,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,EA19,2020,6.0,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,EE,2020,8.6,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,EL,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,ES,2020,5.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,EU27_2020,2020,9.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,FI,2020,22.0,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,FR,2020,4.2,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,HR,2020,8.8,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,HU,2020,5.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,IE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,IS,2020,10.1,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,IT,2020,4.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,LT,2020,1.6,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,LU,2020,3.4,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,LV,2020,7.0,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,MT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,NL,2020,4.1,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,NO,2020,10.4,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,PL,2020,42.9,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,PT,2020,10.5,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,RO,2020,5.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,SE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,SI,2020,6.7,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,EMP,PC_EMP_PREEMP,SK,2020,6.6,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,AT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,BE,2020,42.9,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,BG,2020,26.2,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,CH,2020,27.2,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,CY,2020,38.7,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,CZ,2020,21.2,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,DE,2020,27.4,p
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,DK,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,EA19,2020,27.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,EE,2020,11.1,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,EL,2020,31.3,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,ES,2020,44.3,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,EU27_2020,2020,32.9,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,FI,2020,68.6,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,FR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,HR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,HU,2020,12.9,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,IE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,IS,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,IT,2020,22.8,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,LT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,LU,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,LV,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,MT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,NL,2020,5.5,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,NO,2020,30.6,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,PL,2020,73.2,d
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,PT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,RO,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,SE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,SI,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SAL,PC_EMP_PREEMP,SK,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,AT,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,BE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,BG,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,CH,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,CY,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,CZ,2020,13.8,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,DE,2020,,pu
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,DK,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,EA19,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,EE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,EL,2020,21.9,
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,ES,2020,21.9,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,EU27_2020,2020,17.4,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,FI,2020,33.3,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,FR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,HR,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,HU,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,IE,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,IS,2020,,u
dataflow,ESTAT:HSW_PB8(1.0),A,F,Y65-74,SELF,PC_EMP_PREEMP,IT,2020,13.6,
