STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,AT,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,BE,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,BG,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,CH,2011,0.4,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,CY,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,CZ,2011,0.1,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,DE,2011,3.2,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,DK,2011,0.3,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,EE,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,EL,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,ES,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,FI,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,FR,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,HR,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,HU,2011,0.4,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,IE,2011,0.2,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,IS,2011,1.5,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,IT,2011,1.1,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,LT,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,LU,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,LV,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,NL,2011,0.1,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,PL,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,PT,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,RO,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,SE,2011,0.3,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,SI,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,SK,2011,0.2,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,TR,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,F,UK,2011,0.2,
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,M,AT,2011,,u
dataflow,ESTAT:HLTH_DP010(1.0),A,PC,NRP,TOTAL,M,BE,2011,,u
