STRUCTURE,STRUCTURE_ID,freq,age,deg_urb,lev_diff,assist,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,IE,2019,37.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,IS,2019,32.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,IT,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,LT,2019,61.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,LV,2019,42.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,MT,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,NL,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,PL,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,PT,2019,31.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,RO,2019,36.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,SE,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,SI,2019,24.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,SK,2019,29.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,ENO,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,AT,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,BE,2019,21.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,BG,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,CY,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,CZ,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,DE,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,DK,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,EL,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,ES,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,EU27_2020,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,FI,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,FR,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,HR,2019,41.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,HU,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,IE,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,IS,2019,20.4,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,IT,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,LT,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,LV,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,MT,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,NL,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,PL,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,PT,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,RO,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,SE,2019,31.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,SI,2019,6.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,SK,2019,22.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,LACK,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,AT,2019,33.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,BE,2019,79.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,BG,2019,33.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,CY,2019,50.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,CZ,2019,88.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,DE,2019,47.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,DK,2019,80.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,EL,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,ES,2019,29.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,EU27_2020,2019,52.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,FI,2019,63.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,FR,2019,46.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,HR,2019,33.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,HU,2019,73.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,IE,2019,49.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,IS,2019,46.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,IT,2019,60.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,LT,2019,29.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,LV,2019,43.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,MT,2019,67.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,NL,2019,73.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,PL,2019,71.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,PT,2019,61.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,RO,2019,25.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,SE,2019,50.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,SI,2019,69.1,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,SK,2019,48.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,MOD,NND,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,AT,2019,65.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,BG,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,CY,2019,45.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,CZ,2019,30.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,DE,2019,38.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,DK,2019,28.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,EE,2019,34.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,EL,2019,53.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,ES,2019,51.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,EU27_2020,2019,36.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,FI,2019,11.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,FR,2019,42.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,HR,2019,27.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,HU,2019,30.8,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,IE,2019,34.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,IS,2019,65.8,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,IT,2019,37.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,LT,2019,55.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,LV,2019,62.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,MT,2019,19.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,NL,2019,40.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,PL,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,PT,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,RO,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,SE,2019,13.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,SI,2019,24.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,SK,2019,44.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,ENO,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,AT,2019,32.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,BG,2019,65.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,CY,2019,34.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,CZ,2019,36.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,DE,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,DK,2019,43.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,EE,2019,64.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,EL,2019,41.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,ES,2019,39.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,EU27_2020,2019,45.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,FI,2019,69.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,FR,2019,43.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,HR,2019,65.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,HU,2019,45.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,IE,2019,48.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,IS,2019,29.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,IT,2019,42.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,LT,2019,39.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,LV,2019,21.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,MT,2019,45.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,NL,2019,37.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,PL,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,PT,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,RO,2019,57.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,SE,2019,67.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,SI,2019,30.4,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,SK,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,LACK,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,AT,2019,1.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,BG,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,CY,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,CZ,2019,32.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,DE,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,DK,2019,28.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,EE,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,EL,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,ES,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,EU27_2020,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,FI,2019,19.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,FR,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,HR,2019,6.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,HU,2019,23.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,IE,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,IS,2019,4.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,IT,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,LT,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,LV,2019,16.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,MT,2019,35.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,NL,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,PL,2019,34.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,PT,2019,36.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,RO,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,SE,2019,18.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,SI,2019,44.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,SK,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG1,SEV,NND,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,AT,2019,55.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,BE,2019,0,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,BG,2019,25.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,CY,2019,61.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,CZ,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,DE,2019,31.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,DK,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,EL,2019,54.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,ES,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,EU27_2020,2019,32.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,FI,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,FR,2019,39.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,HR,2019,17.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,HU,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,IE,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,IS,2019,40.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,IT,2019,30.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,LT,2019,48.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,LU,2019,29.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,LV,2019,40.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,MT,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,NL,2019,36.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,NO,2019,45.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,PL,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,PT,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,RO,2019,35.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,SE,2019,32.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,SI,2019,33.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,SK,2019,34.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,ENO,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,LACK,PC,AT,2019,17.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y65-74,DEG2,LTD,LACK,PC,BE,2019,19.9,u
