STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,worktime,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,IT,2011,20.029,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,LU,2011,0.854,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,NL,2011,41.463,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,PL,2011,5.1,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,PT,2011,16.833,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,SE,2011,9.429,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,TR,2011,69.269,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,F,UK,2011,100.245,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,CH,2011,6.558,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,DE,2011,53.352,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,DK,2011,3.863,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,ES,2011,2.722,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,EU28,2011,154.177,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,FI,2011,3.388,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,IT,2011,6.137,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,NL,2011,16.947,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,PT,2011,7.908,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,SE,2011,4.415,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,TR,2011,24.935,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,M,UK,2011,31.973,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,AT,2011,18.776,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,BE,2011,5.513,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,CH,2011,49.191,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,CZ,2011,1.884,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,DE,2011,188.184,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,DK,2011,12.23,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,ES,2011,24.38,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,EU28,2011,624.705,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,FI,2011,9.372,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,FR,2011,90.128,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,IE,2011,1.252,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,IT,2011,26.166,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,LU,2011,0.985,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,NL,2011,58.409,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,PL,2011,8.033,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,PT,2011,24.741,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,SE,2011,13.843,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,TR,2011,94.204,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,TOTAL,T,UK,2011,132.219,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,CH,2011,5.524,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,NL,2011,8.639,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,SE,2011,4.92,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,TR,2011,2.306,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,F,UK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,CH,2011,2.759,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,NL,2011,6.617,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,TR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,CH,2011,8.283,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,DK,2011,5.209,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,ES,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,EU28,2011,73.83,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,FI,2011,2.887,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,NL,2011,15.255,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,SE,2011,6.443,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,TR,2011,3.55,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y15-24,T,UK,2011,13.44,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,CH,2011,5.448,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,ES,2011,4.395,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,NL,2011,3.167,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,TR,2011,12.324,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,F,UK,2011,12.043,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,HR,2011,,u
