STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,indic_de,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,D50-D89,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2011,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2015,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2017,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2018,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2019,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU27_2020,2020,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2011,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2015,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,E,EU28,2017,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2011,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2012,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2013,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2014,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2015,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2016,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2017,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2018,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2019,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU27_2020,2020,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2011,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2012,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2013,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2014,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2015,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2016,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,G,EU28,2017,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2011,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2015,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2017,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2018,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2019,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU27_2020,2020,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2011,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2015,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,I,EU28,2017,0.03,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2011,0.09,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2012,0.08,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2013,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2014,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2015,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2016,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2017,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2018,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2019,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU27_2020,2020,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2011,0.08,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2012,0.08,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2013,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2014,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2015,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2016,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,J,EU28,2017,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2018,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2019,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU27_2020,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,K,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2011,0.18,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2012,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2013,0.16,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2014,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2015,0.15,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2016,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2017,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2018,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2019,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU27_2020,2020,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2011,0.18,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2012,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2013,0.16,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2014,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2015,0.15,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2016,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,MALFORM_OTH,EU28,2017,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2011,0.83,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2012,0.84,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2013,0.82,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2014,0.83,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2015,0.81,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2016,0.8,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2017,0.83,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2018,0.8,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2019,0.78,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU27_2020,2020,0.75,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2011,0.85,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2012,0.85,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2013,0.83,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2014,0.84,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2015,0.81,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2016,0.83,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P,EU28,2017,0.85,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2011,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2012,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2013,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2014,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2015,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2016,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2017,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2018,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2019,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU27_2020,2020,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2011,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2012,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2013,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2014,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2015,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2016,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P00-P04,EU28,2017,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2011,0.18,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2012,0.19,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2013,0.18,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2014,0.19,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2015,0.18,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2016,0.2,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2017,0.19,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2018,0.16,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2019,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU27_2020,2020,0.15,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2011,0.23,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2012,0.24,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2013,0.23,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2014,0.23,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2015,0.22,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2016,0.25,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P05-P08,EU28,2017,0.23,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2011,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2012,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2013,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2014,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2015,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2016,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2017,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2018,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2019,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU27_2020,2020,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2011,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2012,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2013,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2014,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2015,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2016,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P20-P21,EU28,2017,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2011,0.08,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2012,0.08,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2013,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2014,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2015,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2016,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2017,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2018,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2019,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU27_2020,2020,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2011,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2012,0.07,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2013,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2014,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2015,0.06,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2016,0.04,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P22,EU28,2017,0.05,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2011,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2012,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2013,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2014,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2015,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2016,0.16,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2017,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2018,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2019,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,Y_LT1,INFMORRT,P23-P29,EU27_2020,2020,0.11,
