STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,indic_de,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2011,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2012,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2013,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,C00-D48,EU28,2017,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2011,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2012,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2013,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2015,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2016,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2017,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2011,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2012,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2013,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,D50-D89,EU28,2017,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2018,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2019,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU27_2020,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,E,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2018,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2019,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU27_2020,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,G,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,I,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2018,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2019,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU27_2020,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,J,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2011,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2012,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2013,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2015,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2016,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2017,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2011,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2012,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2013,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,K,EU28,2017,0,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2011,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2012,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2013,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2014,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2015,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2016,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2017,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2018,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2019,0.09,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU27_2020,2020,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2011,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2012,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2013,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2014,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2015,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2016,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,MALFORM_OTH,EU28,2017,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2011,0.75,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2012,0.76,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2013,0.73,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2014,0.73,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2015,0.73,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2016,0.73,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2017,0.74,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2018,0.73,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2019,0.71,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU27_2020,2020,0.68,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2011,0.76,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2012,0.76,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2013,0.75,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2014,0.74,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2015,0.74,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2016,0.75,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P,EU28,2017,0.76,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2011,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2012,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2013,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2014,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2015,0.13,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2016,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2017,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2018,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2019,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU27_2020,2020,0.14,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2011,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2012,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2013,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2014,0.11,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2015,0.12,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2016,0.09,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P00-P04,EU28,2017,0.1,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P05-P08,EU27_2020,2011,0.16,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P05-P08,EU27_2020,2012,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P05-P08,EU27_2020,2013,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P05-P08,EU27_2020,2014,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P05-P08,EU27_2020,2015,0.17,
dataflow,ESTAT:HLTH_CD_INFOEU(1.0),A,RT,F,D0-27,INFMORRT,P05-P08,EU27_2020,2016,0.18,
