STRUCTURE,STRUCTURE_ID,freq,unit,reason,isced11,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,CY,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,CY,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,CZ,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,CZ,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,DE,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,DE,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,DK,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,DK,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EE,2014,28.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EE,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EL,2014,22.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EL,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,ES,2014,10.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,ES,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EU27_2020,2014,12.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EU27_2020,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,EU28,2014,11.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,FI,2014,14.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,FI,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,FR,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,HR,2014,16.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,HR,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,HU,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,HU,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,IE,2014,27.7,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,IE,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,IS,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,IS,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,IT,2014,13.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,IT,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,LT,2014,13.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,LT,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,LU,2014,2.6,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,LU,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,LV,2014,36.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,LV,2019,29.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,MT,2019,8.7,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,NL,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,NL,2019,0.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,NO,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,NO,2019,1.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,PL,2014,23.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,PL,2019,18.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,PT,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,PT,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,RO,2014,15.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,RO,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,RS,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,SE,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,SE,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,SI,2014,11.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,SI,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,SK,2014,9.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,SK,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,TR,2014,7.0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,TR,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE65,UK,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,AT,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,AT,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,BG,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,BG,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,CY,2014,7.0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,CY,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,CZ,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,CZ,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,DE,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,DE,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,DK,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,DK,2019,10.0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EE,2014,28.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EE,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EL,2014,16.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EL,2019,7.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,ES,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,ES,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EU27_2020,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EU27_2020,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,EU28,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,FI,2014,12.5,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,FI,2019,9.0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,FR,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,HR,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,HR,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,HU,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,HU,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,IE,2014,33.6,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,IE,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,IS,2014,7.3,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,IS,2019,3.8,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,IT,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,IT,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,LT,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,LT,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,LV,2014,29.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,LV,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,NL,2014,0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,NO,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,PL,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,PL,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,PT,2014,0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,PT,2019,10.1,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,RO,2014,18.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,RO,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,RS,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,SE,2014,11.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,SE,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,SI,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,SI,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,SK,2014,11.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,SK,2019,7.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,TR,2019,3.2,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,F,Y_GE75,UK,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,AT,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,AT,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,BG,2014,13.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,BG,2019,12.3,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,CY,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,CY,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,CZ,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,CZ,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,DE,2014,13.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,DE,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,DK,2014,21.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,DK,2019,22.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EE,2014,29.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EE,2019,26.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EL,2014,18.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EL,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,ES,2014,13.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,ES,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EU27_2020,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EU27_2020,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,EU28,2014,12.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,FI,2014,21.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,FI,2019,31.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,FR,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,HR,2014,8.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,HR,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,HU,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,HU,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,IE,2014,38.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,IE,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,IS,2014,17.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,IS,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,IT,2014,13.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,IT,2019,10.6,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,LT,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,LT,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,LU,2014,18.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,LU,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,LV,2014,31.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,LV,2019,25.1,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,MT,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,MT,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,NL,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,NL,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,NO,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,NO,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,PL,2014,15.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,PL,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,PT,2014,17.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,PT,2019,17.2,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,RO,2014,13.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,RO,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,RS,2019,13.9,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,SE,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,SE,2019,18.9,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,SI,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,SI,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,SK,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,SK,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,TR,2014,15.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,TR,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,TOTAL,UK,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,AT,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,AT,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,BG,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,CY,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,CY,2019,5.2,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,CZ,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,CZ,2019,1.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,DE,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,DE,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,DK,2014,29.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,DK,2019,29.7,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EE,2014,22.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EE,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EL,2014,12.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EL,2019,6.5,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,ES,2014,8.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,ES,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EU27_2020,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EU27_2020,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,EU28,2014,9.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,FI,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,FI,2019,38.0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,FR,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,HR,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,HR,2019,11.4,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,HU,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,HU,2019,12.8,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,IE,2014,37.4,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN,ED3_4,M,Y15-24,IE,2019,14.3,
