STRUCTURE,STRUCTURE_ID,freq,owner,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2005,735.81,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2006,737.09,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2007,724.43,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2008,721.98,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2009,725.95,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2010,726.05,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2011,732.89,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2012,738.37,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2013,749.23,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2014,758.80,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2015,770.09,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2016,781.11,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2017,822.43,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2018,828.15,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2019,844.90,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2020,870.45,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,AT,2021,880.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2000,232.59,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2001,237.15,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2002,235.94,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2003,235.60,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2004,225.29,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2005,223.27,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2006,225.13,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2007,226.67,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2008,226.89,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2009,228.77,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2010,225.18,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2011,226.90,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2012,229.27,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2013,231.67,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2014,233.60,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2015,232.20,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2016,234.34,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2017,238.08,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2018,240.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2019,243.29,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2020,244.89,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2021,247.84,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,BE,2022,248.82,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2008,22332.48,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2009,22460.08,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2010,33679.77,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2011,41323.18,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2012,39366.24,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2013,41558.39,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2014,41602.16,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2015,41684.03,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2016,41764.16,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2017,41875.25,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2018,42015.52,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2019,44466.12,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2020,44143.28,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,CZ,2021,53600.88,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2002,356.95,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2003,364.69,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2004,379.06,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2005,388.71,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2006,396.38,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2007,401.49,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2008,401.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2009,405.21,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2010,403.70,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2011,403.57,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2012,405.35,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2013,408.81,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2014,415.18,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2015,422.62,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2016,425.89,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2017,432.51,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2018,435.29,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2019,438.30,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2020,451.53,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DE,2021,458.17,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2002,11789.32,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2003,12086.49,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2004,11377.94,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2005,9643.12,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2006,8671.88,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2007,9042.12,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2008,12317.54,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2009,12006.73,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2010,11854.02,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2011,9983.10,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2012,9896.59,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2013,9850.76,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2014,9221.36,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2015,8677.07,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2016,9063.31,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2017,8965.75,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2018,9466.72,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2019,9258.63,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2020,9226.91,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,DK,2021,9252.34,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2003,9199.46,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2004,6646.59,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2005,4531.02,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2006,4504.38,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2007,4014.01,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2008,3575.11,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2009,3597.08,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2010,3541.16,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2011,3269.55,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2012,2603.73,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2013,8636.94,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2014,8341.24,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2015,8562.45,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2016,8967.73,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2017,8675.09,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2018,8939.47,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2019,8845.99,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2020,8752.61,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EE,2021,10113.47,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,1996,37354.93,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,1997,36386.55,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,1998,36588.77,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,1999,36729.34,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2000,17179.34,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2001,10325.22,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2002,9246.84,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2003,7695.82,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2004,7076.96,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2005,7007.22,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2006,7037.27,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2007,6875.22,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2008,6936.66,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2009,7581.58,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2010,8129.63,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2011,8451.22,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2012,8431.31,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2013,11867.11,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2014,12321.73,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2015,12282.50,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2016,11986.62,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2017,12029.84,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2018,12962.42,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2019,13027.44,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2020,12571.80,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,EL,2021,12688.12,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1980,1415.03,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1985,1463.72,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1986,1475.34,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1987,1489.37,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1988,1496.91,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1989,1510.34,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1990,1580.23,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1991,1526.24,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1992,1632.11,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1993,1672.95,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1994,1747.80,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1995,1975.24,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1996,1743.67,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1997,1746.18,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1998,1782.25,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,1999,1766.16,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2000,1782.81,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2001,1824.33,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2002,1858.08,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2003,1934.06,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2004,2049.66,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2005,2046.08,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2006,2086.83,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2007,2291.94,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2008,2322.91,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2009,2346.66,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2010,2445.37,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2011,2535.40,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2012,2708.18,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2013,2703.71,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2014,2699.55,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2015,2772.16,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2016,2750.70,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2017,2756.51,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2018,2689.37,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2019,2689.58,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2020,2740.91,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,ES,2021,2785.23,p
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,1997,774.27,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,1998,797.69,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,1999,820.63,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2000,862.13,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2001,893.39,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2002,914.75,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2003,931.39,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2004,963.80,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2005,983.70,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2006,1008.17,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2007,1025.24,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2008,1044.71,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2009,1076.62,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2010,1102.02,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2011,1122.95,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2012,1125.59,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2013,1133.90,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2014,1157.97,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2015,1158.41,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2016,1173.56,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2017,1184.54,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2018,1193.90,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2019,1195.49,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2020,1216.45,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,FR,2021,1238.27,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2012,29853.58,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2013,30389.10,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2014,30257.59,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2015,30057.09,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2016,29803.15,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2017,29498.95,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2018,29220.50,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2019,29051.47,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2020,28909.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HR,2021,28209.50,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2003,4789.39,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2004,4685.74,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2005,4574.63,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2006,4567.51,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2007,5096.70,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2008,5041.78,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2009,4896.26,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2010,4796.17,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,HU,2011,4846.14,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2003,8058.66,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2004,8593.08,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2005,8580.44,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2006,8270.84,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2007,7479.62,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2008,7634.88,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2009,7518.49,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2010,7587.02,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2011,7831.63,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2012,7473.29,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2013,7928.65,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,HAB_P,IT,2014,8156.33,
