STRUCTURE,STRUCTURE_ID,freq,owner,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LI,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LI,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,1995,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,1996,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,1997,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,1998,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,1999,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2000,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2001,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2002,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2003,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2004,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2005,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2006,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2012,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2013,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2014,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2017,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LT,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2000,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2001,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2002,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2003,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2004,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2005,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2006,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2012,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2013,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2014,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2017,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,LV,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1970,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1971,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1972,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1973,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1974,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1975,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1976,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1977,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1978,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1979,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1980,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1981,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1982,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1983,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1984,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1985,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1986,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1987,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1988,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1989,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1990,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1991,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1992,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1993,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1994,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1995,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1996,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1997,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1998,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,1999,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2000,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2001,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2002,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2003,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2004,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2005,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2006,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2012,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2013,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2014,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2017,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,ME,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2006,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2012,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2013,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2014,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2017,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MK,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2012,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2013,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2014,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2017,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,MT,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1965,92200.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1966,95000.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1967,96300.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1968,96500.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1969,98600.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1970,99141.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1971,101269.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1972,103276.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1973,102910.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1974,101843.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1975,100913.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1976,99908.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1977,99593.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1978,99020.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1979,98451.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1980,97834.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1981,97684.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1982,94755,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1983,94363.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1984,93277.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1985,92715.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1986,92381.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1987,92078.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1988,91427.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1989,90051.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1990,88933,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1991,88181.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1992,87861.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1993,87025.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1994,84507.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1995,83246.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1996,82703.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1997,82702.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1998,81879.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,1999,81328.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2000,78373.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2001,76187,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2002,75701.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2003,72897,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2004,73194.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2005,72441.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2006,71860,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2007,70303.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2008,69888.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2009,69611.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2010,68450.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2011,66348.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2012,63310.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2013,62051.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2014,59795.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2015,59117,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2016,58090.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2017,56136.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2018,54871.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2019,52398.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2020,50777.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,NL,2021,51763,bp
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2017,3959,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2018,3770.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2019,3683.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2020,3122.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PL,2021,3321.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1985,6370.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1986,6412.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1987,5952.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1988,6881.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1989,5980.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1990,7047.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1991,7008.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1992,7121.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1993,6830.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1994,6895.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1995,6797.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1996,6897.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1997,6909.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1998,6868.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,1999,6517,b
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2000,6514.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2001,6401.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2002,6315.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2003,6695.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2004,6885.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2005,6970.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2006,6662.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2007,6709.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2008,6590.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2009,6602.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2010,6533.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2011,7074.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2012,7014.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2013,7046.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2014,6808.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2015,6980.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2016,7222.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2017,7220.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2018,7324.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2019,7171.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2020,7034.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,PT,2021,7078,p
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,1999,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2000,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2001,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2002,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2003,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2004,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2005,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2006,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2010,210.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2011,234.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2012,260.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2013,345.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2014,405.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2015,474.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2016,530.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2017,522.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2018,584.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2019,586.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2020,586.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RO,2021,586.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2006,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2011,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2012,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2013,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2014,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS2(1.0),A,PRV_NP,NR,RS,2017,0.00,
