STRUCTURE,STRUCTURE_ID,freq,unit,sizeclas,severity,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CY,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CY,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CY,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CY,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CY,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CY,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2008,79,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2009,180,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2010,109,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2011,64,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2012,61,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2013,68,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2014,61,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2015,88,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2016,87,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2017,82,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2018,79,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2019,79,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2020,71,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,CZ,2021,83,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2008,3940,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2009,4199,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2010,3958,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DE,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2009,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2020,2351,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,DK,2021,2837,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2009,2,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2012,2,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2013,5,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2016,2,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2017,6,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2018,1,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EE,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2009,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EL,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2008,8599,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2009,9196,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2010,9155,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2011,12438,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2012,11741,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2013,11901,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2014,11841,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2015,11066,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2016,10751,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2017,10697,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2018,10162,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2019,29202,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2020,26307,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,ES,2021,29579,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2008,46985,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2009,44847,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2010,41391,u
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2011,40403,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2012,35624,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2013,34000,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2014,32403,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2015,51753,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2016,32696,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2017,31859,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU15,2018,27182,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2008,47661,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2009,45596,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2010,42046,u
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2011,41102,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2012,36106,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2013,34319,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2014,32806,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2015,52007,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2016,32866,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2017,32006,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2007,2018,27387,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2010,42106,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2011,41222,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2012,36186,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2013,34356,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2014,32840,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2015,52014,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2016,32877,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2017,32012,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2018,27395,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2019,45080,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2020,42652,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU27_2020,2021,45355,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2010,42106,u
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2011,41222,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2012,36186,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2013,34356,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2014,32840,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2015,52014,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2016,32877,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2017,32012,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,EU28,2018,27395,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2009,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FI,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2008,2549,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2009,2421,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2010,1882,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2011,1826,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2012,1605,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2013,131,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2014,133,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2015,901,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2016,818,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2017,759,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2018,676,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2019,682,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2020,745,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,FR,2021,654,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2010,60,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2011,120,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2012,80,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2013,37,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2014,34,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2015,7,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2016,11,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2017,6,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2018,8,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2019,11,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2020,4,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HR,2021,8,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2009,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,HU,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2008,12,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2009,32,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2010,50,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2011,60,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2012,41,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2013,164,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2014,157,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2015,135,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2016,43,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2017,61,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2018,49,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2019,24,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2020,16,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IE,2021,32,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IS,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,0,D_GE4,A_C-N,IS,2012,0,
