STRUCTURE,STRUCTURE_ID,freq,unit,sizeclas,severity,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2013,461,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2014,521,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2015,512,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2016,474,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2017,513,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2018,515,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2019,527,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2020,434,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,BG,2021,465,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2008,16639,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2009,16229,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2010,16777,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2011,18176,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2012,18396,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2013,18322,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2014,18445,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2015,17989,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2016,18136,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2017,18372,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2018,19373,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2019,19710,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2020,17579,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CH,2021,18955,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2008,419,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2009,377,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2010,384,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2011,359,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2012,356,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2013,336,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2014,391,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2015,396,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2016,440,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2017,488,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2018,584,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2019,619,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2020,393,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CY,2021,373,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2008,30318,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2009,19231,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2010,18742,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2011,12134,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2012,11934,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2013,11717,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2014,12045,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2015,12216,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2016,12514,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2017,12222,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2018,11644,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2019,10895,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2020,9078,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,CZ,2021,9387,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2008,165490,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2009,154455,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2010,161643,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2011,166547,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2012,154185,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2013,160214,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2014,157491,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2015,163551,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2016,160611,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2017,160618,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2018,163926,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2019,172364,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2020,142897,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DE,2021,153479,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2009,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2020,8824,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,DK,2021,11399,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2008,2505,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2009,1686,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2010,1671,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2011,1975,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2012,1784,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2013,2062,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2014,2184,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2015,1949,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2016,2012,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2017,1841,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2018,1938,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2019,1634,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2020,1558,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EE,2021,1550,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2008,4595,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2009,3897,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2010,2775,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2011,2419,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2012,2073,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2013,1954,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2014,723,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2015,822,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2016,939,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2017,1013,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2018,983,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2019,917,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2020,677,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EL,2021,819,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2008,139698,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2009,102877,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2010,92074,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2011,86066,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2012,64058,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2013,63043,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2014,66589,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2015,73772,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2016,79081,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2017,84982,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2018,90866,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2019,94057,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2020,70386,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,ES,2021,81906,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2008,631596,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2009,553796,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2010,554167,u
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2011,552513,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2012,504830,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2013,495555,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2014,468944,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2015,484494,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2016,493626,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2017,514153,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU15,2018,515388,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2008,709762,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2009,610808,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2010,612317,u
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2011,605822,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2012,557169,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2013,545782,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2014,520304,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2015,536850,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2016,548861,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2017,568928,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2007,2018,567383,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2010,614837,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2011,609247,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2012,559646,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2013,548237,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2014,522679,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2015,539295,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2016,551380,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2017,571745,e
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2018,569807,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2019,588725,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2020,475107,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU27_2020,2021,535810,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2010,614837,u
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2011,609247,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2012,559646,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2013,548237,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2014,522736,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2015,539295,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2016,551380,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2017,571760,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,EU28,2018,569807,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2008,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2009,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2010,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FI,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2008,160104,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2009,138207,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2010,140428,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2011,144398,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2012,138904,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2013,131739,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2014,133445,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2015,132563,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2016,132400,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2017,138519,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2018,142878,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2019,146879,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2020,114156,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,FR,2021,131443,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2010,2520,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2011,3422,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2012,2477,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2013,2455,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2014,2432,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2015,2445,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2016,2519,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2017,2832,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2018,2424,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2019,2049,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2020,1738,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HR,2021,2084,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2008,5463,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2009,4188,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2010,4592,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2011,4138,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2012,4762,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2013,5336,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2014,5523,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2015,5785,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2016,8087,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2017,7242,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2018,6553,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2019,6593,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2020,6688,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,HU,2021,6818,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2008,1055,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2009,2475,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2010,3587,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2011,3369,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2012,3206,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2013,4662,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2014,4402,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2015,3859,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2016,3426,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2017,5146,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2018,3600,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2019,2422,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2020,2247,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IE,2021,2990,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2011,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2012,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2013,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2014,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2015,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2016,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2017,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2018,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2019,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2020,0,b
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IS,2021,0,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2008,68916,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2009,55483,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2010,53193,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2011,48271,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2012,38576,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2013,40663,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2014,37155,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2015,37872,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2016,40168,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2017,42229,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2018,41163,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2019,40367,
dataflow,ESTAT:HSW_MI04(1.0),A,NR,50-249,TOTAL,A_C-N,IT,2020,30051,b
