STRUCTURE,STRUCTURE_ID,freq,unit,assist,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,BE,2012,30.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,BG,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,CZ,2012,6.7,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,DE,2012,129.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,DK,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,EE,2012,2.9,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,EEA,2012,1060.7,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,EL,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,ES,2012,67.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,EU27_2007,2012,1057.9,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,FI,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,FR,2012,156.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,HU,2012,3.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,IS,2012,0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,IT,2012,142.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,LT,2012,7.7,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,LU,2012,0.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,LV,2012,3.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,NL,2012,14.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,PL,2012,35.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,SE,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,SI,2012,0.6,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,SK,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,M,UK,2012,361.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,AT,2012,16.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,BE,2012,61.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,BG,2012,8.7,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,CZ,2012,11.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,DE,2012,186.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,DK,2012,14.2,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,EE,2012,6.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,EEA,2012,2277.5,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,EL,2012,19.4,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,ES,2012,194.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,EU27_2007,2012,2265.5,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,FI,2012,3.6,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,FR,2012,372.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,HU,2012,9.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,IS,2012,0.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,IT,2012,265.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,LT,2012,14.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,LU,2012,1.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,LV,2012,3.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,NL,2012,62.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,NO,2012,11.4,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,PL,2012,69.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,PT,2012,27.6,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,RO,2012,71.3,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,SE,2012,19.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,SI,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,SK,2012,11.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y15-44,T,UK,2012,809.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,AT,2012,13.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,BE,2012,98.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,BG,2012,23.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,CY,2012,2.3,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,CZ,2012,24.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,DE,2012,338.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,DK,2012,14.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,EE,2012,12.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,EEA,2012,2923.1,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,EL,2012,23.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,ES,2012,275.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,EU27_2007,2012,2909.9,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,FI,2012,11.7,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,FR,2012,392.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,HU,2012,22.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,IS,2012,0.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,IT,2012,264.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,LT,2012,26.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,LU,2012,1.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,LV,2012,7.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,NL,2012,82.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,NO,2012,12.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,PL,2012,166.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,PT,2012,79.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,RO,2012,211.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,SE,2012,22.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,SI,2012,4.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,SK,2012,27.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,F,UK,2012,762.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,AT,2012,4.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,BE,2012,40.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,BG,2012,28.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,CZ,2012,30.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,DE,2012,295.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,DK,2012,13.5,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,EE,2012,10.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,EEA,2012,2061.0,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,EL,2012,37.1,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,ES,2012,135.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,EU27_2007,2012,2053.1,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,FI,2012,4.4,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,FR,2012,274.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,HU,2012,11.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,IT,2012,178.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,LT,2012,10.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,LU,2012,0.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,LV,2012,4.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,MT,2012,0.7,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,NL,2012,25.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,NO,2012,7.8,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,PL,2012,129.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,PT,2012,47.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,RO,2012,154.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,SE,2012,16.3,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,SI,2012,2.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,SK,2012,20.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,M,UK,2012,576.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,AT,2012,17.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,BE,2012,138.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,BG,2012,52.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,CY,2012,4.3,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,CZ,2012,55.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,DE,2012,633.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,DK,2012,28.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,EE,2012,22.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,EEA,2012,4984.1,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,EL,2012,60.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,ES,2012,411.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,EU27_2007,2012,4963.0,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,FI,2012,16.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,FR,2012,666.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,HU,2012,33.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,IS,2012,0.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,IT,2012,442.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,LT,2012,37.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,LU,2012,2.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,LV,2012,12.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,MT,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,NL,2012,107.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,NO,2012,20.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,PL,2012,295.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,PT,2012,126.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,RO,2012,366.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,SE,2012,39.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,SI,2012,6.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,SK,2012,47.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y45-64,T,UK,2012,1338.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,AT,2012,98.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,BE,2012,258.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,BG,2012,120.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,CY,2012,9.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,CZ,2012,112.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,DE,2012,1264.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,DK,2012,51.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,EE,2012,46.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,EEA,2012,11102.0,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,EL,2012,293.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,ES,2012,1359.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,EU27_2007,2012,11067.4,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,FI,2012,35.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,FR,2012,1292.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,HU,2012,115.8,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,IS,2012,2.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,IT,2012,1978.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,LT,2012,103.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,LU,2012,4.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,LV,2012,33.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,MT,2012,3.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,NL,2012,188.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,NO,2012,32.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,PL,2012,605.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,PT,2012,266.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,RO,2012,822.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,SE,2012,59.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,SI,2012,24.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,SK,2012,61.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,F,UK,2012,1861.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,AT,2012,26.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,BE,2012,131.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,BG,2012,77.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,CY,2012,7.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,CZ,2012,102.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,DE,2012,719.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,DK,2012,30.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,EE,2012,23.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,EEA,2012,6383.6,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,EL,2012,127.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,ES,2012,617.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,EU27_2007,2012,6371.3,e
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,FI,2012,13.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,FR,2012,781.4,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,HU,2012,49.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,IS,2012,0.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,IT,2012,1081.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,LT,2012,42.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,LU,2012,2.6,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,LV,2012,13.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,MT,2012,2.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,NL,2012,76.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,NO,2012,12.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,PL,2012,264.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,PT,2012,140.2,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,RO,2012,583.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,SE,2012,43.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,SI,2012,6.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,SK,2012,43.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,M,UK,2012,1366.5,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,AT,2012,124.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,BE,2012,390.1,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,BG,2012,197.3,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,CY,2012,16.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,CZ,2012,214.9,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,DE,2012,1984.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,DK,2012,82.0,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,EE,2012,69.7,
dataflow,ESTAT:HLTH_DPEH110(1.0),A,THS,AS1015,Y_GE15,T,EEA,2012,17485.6,e
