STRUCTURE,STRUCTURE_ID,freq,sex,age,sizes,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,BG,2007,16.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,BG,2013,12.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,BG,2020,46.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CH,2013,46.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CH,2020,66.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CY,2007,52.3,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CY,2013,25.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CY,2020,47.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CZ,2007,19.1,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CZ,2013,23.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,CZ,2020,34.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,DE,2007,17.2,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,DE,2013,15.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,DE,2020,24.0,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,DK,2007,17.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,DK,2013,11.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,DK,2020,29.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EA19,2007,26.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EA19,2013,32.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EA19,2020,42.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EE,2007,14.3,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EE,2013,18.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EE,2020,34.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EL,2007,15.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EL,2013,31.1,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EL,2020,65.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,ES,2007,26.8,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,ES,2013,26.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,ES,2020,44.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EU27_2020,2007,26.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EU27_2020,2013,29.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EU27_2020,2020,42.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EU28,2007,27.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,EU28,2013,30.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,FI,2007,36.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,FI,2013,37.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,FI,2020,48.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,FR,2007,50.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,FR,2013,61.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,FR,2020,52.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,HR,2007,17.9,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,HR,2013,25.6,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,HR,2020,40.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,HU,2007,14.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,HU,2013,19.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,HU,2020,34.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IE,2007,14.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IE,2013,23.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IE,2020,53.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IS,2007,39.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IS,2020,71.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IT,2007,18.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IT,2013,25.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,IT,2020,34.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LT,2007,14.6,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LT,2013,14.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LT,2020,23.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LU,2007,5.6,du
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LU,2013,53.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LU,2020,60.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LV,2007,,du
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LV,2013,22.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,LV,2020,31.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,MT,2007,22.4,du
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,MT,2013,,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,MT,2020,37.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,NL,2007,40.1,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,NL,2020,54.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,NO,2007,10.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,NO,2013,15.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,NO,2020,69.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,PL,2007,31.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,PL,2013,16.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,PL,2020,45.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,PT,2007,,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,PT,2013,36.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,PT,2020,49.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,RO,2007,16.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,RO,2013,14.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,RO,2020,47.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SE,2007,36.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SE,2013,37.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SE,2020,70.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SI,2007,47.8,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SI,2013,35.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SI,2020,37.7,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SK,2007,16.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SK,2013,26.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,SK,2020,51.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,TR,2013,8.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,UK,2007,35.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,SMAL,PC_EMP,UK,2013,,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,AT,2007,39.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,AT,2013,47.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,AT,2020,60.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,BE,2007,16.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,BE,2013,37.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,BE,2020,50.0,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,BG,2007,13.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,BG,2013,13.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,BG,2020,44.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CH,2013,49.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CH,2020,67.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CY,2007,49.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CY,2013,28.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CY,2020,50.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CZ,2007,16.8,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CZ,2013,21.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,CZ,2020,34.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,DE,2007,19.5,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,DE,2013,19.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,DE,2020,27.7,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,DK,2007,21.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,DK,2013,16.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,DK,2020,37.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EA19,2007,28.6,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EA19,2013,33.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EA19,2020,45.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EE,2007,17.6,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EE,2013,22.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EE,2020,33.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EL,2007,15.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EL,2013,33.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EL,2020,68.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,ES,2007,29.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,ES,2013,29.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,ES,2020,47.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EU27_2020,2007,27.3,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EU27_2020,2013,30.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EU27_2020,2020,44.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EU28,2007,29.2,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,EU28,2013,30.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,FI,2007,37.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,FI,2013,38.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,FI,2020,53.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,FR,2007,51.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,FR,2013,61.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,FR,2020,53.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,HR,2007,16.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,HR,2013,21.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,HR,2020,35.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,HU,2007,14.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,HU,2013,20.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,HU,2020,33.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IE,2007,16.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IE,2013,27.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IE,2020,54.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IS,2007,42.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IS,2020,67.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IT,2007,20.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IT,2013,28.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,IT,2020,39.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LT,2007,18.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LT,2013,16.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LT,2020,24.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LU,2007,7.2,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LU,2013,57.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LU,2020,68.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LV,2007,,du
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LV,2013,23.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,LV,2020,41.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,MT,2007,29.8,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,MT,2013,15.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,MT,2020,46.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,NL,2007,41.6,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,NL,2020,59.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,NO,2007,10.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,NO,2013,17.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,NO,2020,70.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,PL,2007,28.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,PL,2013,18.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,PL,2020,42.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,PT,2007,,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,PT,2013,40.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,PT,2020,56.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,RO,2007,18.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,RO,2013,14.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,RO,2020,48.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SE,2007,40.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SE,2013,42.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SE,2020,72.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SI,2007,44.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SI,2013,34.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SI,2020,36.7,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SK,2007,16.2,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SK,2013,30.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,SK,2020,52.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,TR,2013,8.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,UK,2007,41.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y35-64,TOTAL,PC_EMP,UK,2013,,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,AT,2007,41.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,AT,2013,49.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,AT,2020,58.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,BE,2007,15.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,BE,2013,39.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,BE,2020,48.4,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,BG,2007,18.3,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,BG,2013,14.5,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,BG,2020,46.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CH,2013,45.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CH,2020,64.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CY,2007,42.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CY,2013,29.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CY,2020,48.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CZ,2007,14.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CZ,2013,19.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,CZ,2020,31.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,DE,2007,21.0,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,DE,2013,20.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,DE,2020,29.3,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,DK,2007,17.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,DK,2013,16.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,DK,2020,36.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EA19,2007,29.2,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EA19,2013,31.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EA19,2020,43.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EE,2007,19.2,du
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EE,2013,18.2,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EE,2020,28.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EL,2007,15.4,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EL,2013,48.1,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EL,2020,58.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,ES,2007,31.6,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,ES,2013,34.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,ES,2020,50.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EU27_2020,2007,27.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EU27_2020,2013,29.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EU27_2020,2020,43.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EU28,2007,29.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,EU28,2013,30.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,FI,2007,39.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,FI,2013,37.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,FI,2020,49.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,FR,2007,51.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,FR,2013,55.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,FR,2020,51.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,HR,2007,20.9,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,HR,2013,19.6,u
dataflow,ESTAT:HSW_EXP9(1.0),A,M,Y55-64,LARGE,PC_EMP,HR,2020,29.5,bu
