STRUCTURE,STRUCTURE_ID,freq,sex,age,sizes,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,MEDIUM,PC_EMP,SE,2020,81.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,MEDIUM,PC_EMP,SI,2020,38.5,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,MEDIUM,PC_EMP,SK,2020,53.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,AT,2020,51.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,BE,2020,51.3,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,BG,2020,49.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,CH,2020,53.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,CY,2020,37.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,CZ,2020,33.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,DE,2020,19.2,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,DK,2020,31.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,EA19,2020,38.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,EE,2020,33.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,EL,2020,67.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,ES,2020,39.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,EU27_2020,2020,39.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,FI,2020,59.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,FR,2020,47.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,HR,2020,39.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,HU,2020,35.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,IE,2020,43.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,IS,2020,59.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,IT,2020,31.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,LT,2020,18.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,LU,2020,55.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,LV,2020,42.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,MT,2020,33.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,NL,2020,45.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,NO,2020,72.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,PL,2020,47.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,PT,2020,45.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,RO,2020,32.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,SE,2020,74.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,SI,2020,36.3,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,SMAL,PC_EMP,SK,2020,48.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,AT,2020,60.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,BE,2020,55.0,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,BG,2020,47.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,CH,2020,63.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,CY,2020,46.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,CZ,2020,34.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,DE,2020,26.5,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,DK,2020,43.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,EA19,2020,45.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,EE,2020,40.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,EL,2020,68.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,ES,2020,47.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,EU27_2020,2020,46.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,FI,2020,65.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,FR,2020,55.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,HR,2020,43.0,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,HU,2020,37.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,IE,2020,53.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,IS,2020,68.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,IT,2020,40.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,LT,2020,29.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,LU,2020,65.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,LV,2020,51.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,MT,2020,44.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,NL,2020,55.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,NO,2020,77.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,PL,2020,48.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,PT,2020,55.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,RO,2020,48.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,SE,2020,79.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,SI,2020,37.3,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y15-74,TOTAL,PC_EMP,SK,2020,52.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,AT,2007,38.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,AT,2013,47.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,AT,2020,66.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,BE,2007,17.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,BE,2013,39.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,BE,2020,61.3,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,BG,2007,18.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,BG,2013,16.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,BG,2020,47.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CH,2013,51.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CH,2020,71.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CY,2007,50.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CY,2013,38.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CY,2020,58.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CZ,2007,15.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CZ,2013,22.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,CZ,2020,37.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,DE,2007,19.6,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,DE,2013,22.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,DE,2020,33.5,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,DK,2007,32.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,DK,2013,27.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,DK,2020,50.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EA19,2007,33.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EA19,2013,40.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EA19,2020,53.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EE,2007,26.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EE,2013,32.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EE,2020,45.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EL,2007,17.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EL,2013,48.8,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EL,2020,67.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,ES,2007,37.6,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,ES,2013,38.7,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,ES,2020,57.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EU27_2020,2007,32.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EU27_2020,2013,36.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EU27_2020,2020,53.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EU28,2007,35.6,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,EU28,2013,38.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,FI,2007,53.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,FI,2013,56.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,FI,2020,68.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,FR,2007,57.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,FR,2013,70.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,FR,2020,62.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,HR,2007,20.3,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,HR,2013,22.0,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,HR,2020,50.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,HU,2007,20.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,HU,2013,26.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,HU,2020,40.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IE,2007,22.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IE,2013,37.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IE,2020,58.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IS,2007,48.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IS,2020,74.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IT,2007,27.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IT,2013,39.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,IT,2020,53.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LT,2007,25.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LT,2013,24.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LT,2020,34.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LU,2007,8.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LU,2013,62.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LU,2020,75.2,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LV,2007,,du
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LV,2013,29.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,LV,2020,58.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,MT,2007,38.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,MT,2013,23.0,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,MT,2020,59.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,NL,2007,43.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,NL,2020,64.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,NO,2013,25.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,NO,2020,77.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,PL,2007,29.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,PL,2013,22.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,PL,2020,52.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,PT,2007,27.0,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,PT,2013,47.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,PT,2020,67.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,RO,2007,27.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,RO,2013,24.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,RO,2020,59.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SE,2007,51.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SE,2013,56.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SE,2020,84.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SI,2020,39.6,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SK,2007,14.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SK,2013,26.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,SK,2020,58.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,TR,2013,12.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,UK,2007,50.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,LARGE,PC_EMP,UK,2013,48.7,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,AT,2007,32.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,AT,2013,42.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,AT,2020,63.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,BE,2007,15.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,BE,2013,30.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,BE,2020,50.8,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,BG,2007,11.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,BG,2013,14.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,BG,2020,49.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CH,2013,40.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CH,2020,65.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CY,2007,46.1,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CY,2013,35.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CY,2020,51.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CZ,2007,13.4,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CZ,2013,20.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,CZ,2020,36.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,DE,2007,15.2,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,DE,2013,16.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,DE,2020,26.7,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,DK,2007,31.6,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,DK,2013,22.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,DK,2020,48.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EA19,2007,28.3,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EA19,2013,34.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EA19,2020,47.4,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EE,2007,19.8,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EE,2013,20.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EE,2020,42.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EL,2007,17.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EL,2013,38.3,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EL,2020,69.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,ES,2007,28.5,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,ES,2013,29.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,ES,2020,49.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EU27_2020,2007,26.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EU27_2020,2013,31.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EU27_2020,2020,48.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EU28,2007,28.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,EU28,2013,32.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,FI,2007,56.5,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,FI,2013,59.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,FI,2020,77.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,FR,2007,54.0,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,FR,2013,66.7,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,FR,2020,58.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,HR,2007,13.2,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,HR,2013,25.2,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,HR,2020,36.9,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,HU,2007,14.1,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,HU,2013,19.0,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,HU,2020,38.1,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IE,2007,16.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IE,2013,29.4,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IE,2020,56.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IS,2007,55.8,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IS,2020,69.5,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IT,2007,16.9,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IT,2013,29.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,IT,2020,41.8,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LT,2007,17.8,u
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LT,2013,18.2,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LT,2020,29.3,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LU,2007,6.8,du
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LU,2013,49.3,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LU,2020,67.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LV,2007,,du
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LV,2013,26.9,
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,LV,2020,56.7,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,MT,2007,29.8,du
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,MT,2013,,bu
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,MT,2020,39.6,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,NL,2007,38.1,d
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,NL,2020,58.9,b
dataflow,ESTAT:HSW_EXP9(1.0),A,F,Y35-54,MEDIUM,PC_EMP,NO,2013,23.3,
