STRUCTURE,STRUCTURE_ID,freq,reason,lev_limit,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,PL,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,PT,2014,33.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,PT,2019,36.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,RO,2014,28.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,RO,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,RS,2019,31.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,SE,2014,16.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,SE,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,SI,2014,16.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,SI,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,SK,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,SK,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,TR,2014,21.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,TR,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y55-64,PC,UK,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,AT,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,AT,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,BG,2014,21.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,BG,2019,30.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,CY,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,CY,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,CZ,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,CZ,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,DE,2014,9.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,DE,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,DK,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,DK,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EE,2014,28.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EE,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EL,2014,34.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EL,2019,18.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,ES,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,ES,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EU27_2020,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EU27_2020,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,EU28,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,FI,2014,21.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,FI,2019,14.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,FR,2014,20.3,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,FR,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,HR,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,HR,2019,21.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,HU,2014,12.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,HU,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,IE,2014,83.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,IE,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,IS,2014,6.8,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,IS,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,IT,2014,16.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,IT,2019,11.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,LT,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,LT,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,LU,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,LU,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,LV,2014,30.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,LV,2019,21.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,MT,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,MT,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,NL,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,NL,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,NO,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,PL,2014,27.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,PL,2019,16.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,PT,2014,23.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,PT,2019,28.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,RO,2014,20.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,RO,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,RS,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,SE,2014,14.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,SE,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,SI,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,SI,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,SK,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,SK,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,TR,2014,17.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,TR,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y65-74,PC,UK,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,AT,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,AT,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,BG,2014,22.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,BG,2019,28.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,CY,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,CY,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,CZ,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,CZ,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,DE,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,DE,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,DK,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,DK,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EE,2014,26.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EE,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EL,2014,28.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EL,2019,20.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,ES,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,ES,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EU27_2020,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EU27_2020,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,EU28,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,FI,2014,26.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,FI,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,FR,2014,17.4,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,FR,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,HR,2014,14.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,HR,2019,19.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,HU,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,HU,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,IE,2014,83.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,IE,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,IS,2014,10.6,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,IS,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,IT,2014,15.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,IT,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,LT,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,LT,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,LU,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,LU,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,LV,2014,27.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,LV,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,MT,2014,9.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,MT,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,NL,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,NL,2019,1.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,NO,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,PL,2014,21.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,PL,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,PT,2014,24.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,PT,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,RO,2014,22.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,RO,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,RS,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,SE,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,SE,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,SI,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,SI,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,SK,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,SK,2019,9.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,TR,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,TR,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE65,PC,UK,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,AT,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,AT,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,BG,2014,23.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,BG,2019,26.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,CY,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,CY,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,CZ,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,CZ,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,DE,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,DE,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,DK,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,DK,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EE,2014,22.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EE,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EL,2014,22.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EL,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,ES,2014,9.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,ES,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EU27_2020,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EU27_2020,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,EU28,2014,11.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,FI,2014,36.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,FI,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,FR,2014,14.6,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,FR,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,HR,2014,20.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,HR,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,HU,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,HU,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,IE,2014,83.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,IE,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,IS,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,IT,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,IT,2019,11.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,LT,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,LT,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,LU,2014,17.6,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,LU,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,LV,2014,24.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,LV,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,MT,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,MT,2019,2.5,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,NL,2014,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,NL,2019,0.6,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,NO,2014,0,u
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,PL,2014,13.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,PL,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,PT,2014,25.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,PT,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,RO,2014,23.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,RO,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,RS,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,SE,2014,16.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,SE,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,SI,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,SI,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,SK,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,SK,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,TR,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,TR,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,M,Y_GE75,PC,UK,2014,2.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,AT,2014,12.8,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,AT,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,BE,2019,0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,BG,2014,26.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,BG,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,CY,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,CY,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,CZ,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,CZ,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,DE,2014,18.1,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,DE,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,DK,2014,24.7,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,DK,2019,26.3,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,EE,2014,39.4,
dataflow,ESTAT:HLTH_EHIS_UN1D(1.0),A,FIN,MOD,T,TOTAL,PC,EE,2019,31.0,
