STRUCTURE,STRUCTURE_ID,freq,unit,source,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2014,35.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2015,34.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2016,27.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2017,44.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2018,42.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2019,39.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2020,29.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,LV,2021,30.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,ME,2018,27.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,ME,2019,20.65,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,ME,2020,6.58,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MK,2019,0.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MK,2020,0.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2010,47.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2011,50.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2012,53.50,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2013,53.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2014,55.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2015,60.60,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2016,51.50,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2017,50.50,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2018,75.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2019,68.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2020,71.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,MT,2021,77.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2000,80.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2001,80.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2002,80.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2003,82.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2004,81.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2005,82.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2006,82.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2007,83.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2008,82.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2009,82.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2010,81.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2011,80.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2012,80.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2013,80.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2014,79.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2015,78.20,e
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2016,77.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2017,77.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2018,77.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2019,76.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NL,2020,70.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2000,79.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2001,77.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2002,75.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2003,75.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2004,74.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2005,72.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2006,73.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2007,72.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2008,71.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2009,71.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2010,71.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2011,70.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2012,70.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2013,70.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2014,70.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2015,71.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2016,72.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2017,72.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2018,71.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2019,71.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2020,62.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,NO,2021,65.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RO,2014,0.04,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RO,2015,0.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2013,3.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2014,7.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2015,10.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2016,11.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2017,10.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2018,9.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2019,9.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2020,7.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,RS,2021,5.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2010,85.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2011,72.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2012,69.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2013,82.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2014,78.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2015,81.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2016,76.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2017,70.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2018,74.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2019,76.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2020,74.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SI,2021,77.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2006,29.14,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2007,32.36,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2008,34.38,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2009,34.87,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2010,32.66,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2011,31.06,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2012,31.64,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2013,30.54,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2014,30.05,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2015,30.41,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2016,30.79,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2017,30.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2018,30.44,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2019,30.97,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,SK,2020,27.23,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2013,30.17,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2014,30.82,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2015,30.95,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2016,33.17,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2017,33.25,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2018,34.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2019,35.98,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,TR,2020,26.93,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2002,75.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2003,75.04,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2004,74.71,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2005,75.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2006,75.82,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2007,75.97,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2008,76.59,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2009,76.79,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2010,76.95,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2011,77.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2012,76.73,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2013,75.86,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2014,75.32,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2015,75.08,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2016,75.38,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2017,75.06,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C50,UK,2018,75.21,e
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2000,58.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2001,59.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2002,59.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2003,59.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2004,60.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2005,61.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2006,61.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2007,60.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2008,58.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2009,60.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2010,62.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2011,60.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2012,59.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2013,59.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2014,52.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2015,50.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2016,53.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2017,53.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2018,50.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2019,49.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BE,2020,45.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BG,2015,8.60,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BG,2016,34.40,bd
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,BG,2017,13.35,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2012,72.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2013,73.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2014,74.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2015,75.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2016,75.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2017,75.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2018,75.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2019,75.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,CZ,2020,75.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DE,2002,55.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2009,66.30,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2010,64.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2011,65.60,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2012,64.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2013,66.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2014,66.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2015,64.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2016,63.50,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2017,62.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2018,62.30,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,DK,2019,61.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2007,32.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2008,48.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2009,52.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2010,44.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2011,53.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2012,50.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2013,49.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2014,50.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2015,45.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2016,45.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2017,50.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2018,45.30,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2019,46.10,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,EE,2020,42.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2001,70.30,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2002,72.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2003,72.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2004,71.60,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2005,71.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2006,70.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2007,69.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2008,69.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2009,69.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2010,66.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2011,67.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2012,67.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2013,70.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2014,70.10,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2015,69.50,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2016,70.50,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2017,70.60,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2018,70.90,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FI,2019,71.30,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2014,58.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2015,59.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2016,59.10,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2017,59.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2018,59.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2019,58.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,FR,2020,58.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2006,47.16,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2007,45.34,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2008,42.45,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2009,39.24,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2010,38.68,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2011,38.33,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2012,37.53,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2013,36.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2014,35.63,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2015,35.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2016,35.06,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2017,34.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2018,32.18,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2019,30.23,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,HU,2020,27.54,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2011,60.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2012,67.90,bd
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2013,74.70,bd
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2014,77.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2015,78.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2016,79.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2017,80.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2018,79.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2019,79.20,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IE,2020,71.70,dp
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2000,74.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2001,74.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2002,74.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2003,74.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2004,73.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2005,72.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2006,71.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2007,71.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2008,70.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2009,69.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2010,65.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2011,61.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2012,64.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2013,64.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2014,73.00,bd
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2015,71.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2016,68.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2017,66.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2018,66.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2019,67.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IS,2020,66.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2004,37.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2005,36.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2006,38.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2007,39.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2008,38.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2009,39.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2010,40.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,PRG,C53,IT,2011,41.20,
