STRUCTURE,STRUCTURE_ID,freq,isco08,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AL,2002,17738.40,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AL,2003,15749.28,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AL,2008,15350.58,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AL,2009,11089.07,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AL,2013,11092.27,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1980,6680.91,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1981,6697.97,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1982,5524.54,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1983,5218.71,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1984,4922.81,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1985,4492.27,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1986,5009.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1987,4905.82,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1988,4746.76,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1989,4996.44,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1990,5139.12,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1991,5465.04,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1992,6217.85,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1993,6665.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1994,7010.70,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1995,7147.73,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1996,7660.27,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1997,7230.53,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1998,7434.10,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,1999,6303.09,b
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2000,7046.23,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2001,5383.06,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2002,7816.21,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2003,4570.30,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2004,5379.83,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2005,5001.72,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2006,5270.01,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2007,5697.45,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2008,4534.88,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2009,4599.41,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2010,4845.54,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2011,5724.18,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2012,5966.02,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2013,7247.71,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2014,6788.21,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2015,6886.61,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2016,7172.96,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2017,7049.33,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2018,6567.99,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2019,7149.69,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,AT,2020,6923.03,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,1994,10156.23,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,1995,9455.98,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,1996,8831.86,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,1997,8584.52,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,1998,9482.35,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,1999,8978.42,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2000,9866.46,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2001,8983.90,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2002,9784.83,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2003,8697.51,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2004,12480.40,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2005,13733.44,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2006,15488.93,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2007,14515.98,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2008,14129.25,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2009,12686.83,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2010,11143.13,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2011,9811.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2012,9412.65,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2013,9489.29,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2014,8695.93,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2015,8295.95,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2016,7020.71,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2017,6754.84,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2018,3481.73,b
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2019,5687.61,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2020,6022.03,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BE,2021,6093.80,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,1999,8781.42,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2000,8832.62,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2001,9216.50,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2002,10112.47,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2003,12851.78,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2004,14237.75,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2005,16330.43,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2006,17842.77,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2007,16583.16,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2008,12918.21,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2009,14800.08,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2010,12387.94,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2011,12206.52,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2012,11596.65,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2013,10513.91,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2014,9357.43,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2015,8575.86,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2016,8297.81,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2017,6726.18,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2018,6374.81,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2019,5167.23,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,BG,2020,4903.83,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1980,7425.86,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1981,7115.42,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1982,7181.25,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1983,7352.55,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1984,7733.33,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1985,7118.11,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1986,7458.86,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1987,7272.34,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1988,7720.59,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1989,8982.31,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1990,8219.73,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1991,9631.70,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1992,9780.03,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1993,10464.95,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1994,10284.99,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1995,10338.75,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1996,9391.57,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1997,9327.51,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1998,9186.05,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,1999,8701.57,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2000,9502.98,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2001,9221.75,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2002,10391.94,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2003,11742.40,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2004,10947.59,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2005,11956.78,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2006,12599.21,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2007,12338.43,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2008,11465.78,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2009,10622.54,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2010,9628.50,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2011,10634.94,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2012,10226.16,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2013,10291.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2014,9488.58,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2015,9264.43,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2016,9461.40,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2017,8934.29,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2018,8557.11,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2019,8431.94,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CH,2020,7745.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CY,2019,19598.93,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1980,7067.35,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1981,7869.05,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1982,8002.19,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1983,8148.27,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1984,7825.92,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1985,7357.38,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1986,9217.67,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1987,11186.29,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1988,10273.09,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1989,10381.83,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1990,11111.13,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1991,9212.31,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1992,8819.76,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1993,8530.02,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1994,7548.27,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1995,7424.34,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1996,8427.48,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1997,8791.92,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1998,10756.92,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,1999,11766.43,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2000,12707.64,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2001,11068.91,b
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2002,12053.09,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2003,10123.14,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2004,10006.97,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2005,9552.12,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2006,9835.64,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2007,9294.97,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2008,8929.15,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2009,7918.07,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2010,7184.09,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2011,7189.10,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2012,6606.40,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2013,7858.20,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2014,7145.52,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2015,7374.87,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2016,6620.51,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2017,5837.16,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2018,6252.90,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2019,6211.80,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,CZ,2020,6040.57,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1993,7023.48,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1994,7285.59,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1995,7956.17,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1996,7796.21,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1997,8695.65,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1998,8753.57,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,1999,8810.93,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2000,8970.16,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2001,9195.97,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2002,9318.63,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2003,9224.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2004,9275.66,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2005,9297.57,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2006,9442.51,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2007,8592.69,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2008,8330.13,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2009,8134.11,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2010,8188.01,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2011,8386.44,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2012,8389.05,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2013,8228.30,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2014,8436.56,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2015,8864.53,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2016,8536.19,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2017,8325.64,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2018,8669.43,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2019,8119.30,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DE,2020,8310.27,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1980,7979.79,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1981,7390.44,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1982,7279.96,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1983,6449.30,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1984,6916.94,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1985,8908.87,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1986,8708.39,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1987,8704.62,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1988,9921.69,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1989,9720.82,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1990,10220.55,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1991,10391.73,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1992,11002.91,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1993,13836.34,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1994,14665.30,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1995,15169.20,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1996,12682.11,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1997,14093.31,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1998,12905.64,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,1999,11347.12,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2000,12053.31,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2001,9707.94,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2002,8347.72,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2003,7384.35,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2004,7092.55,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2005,6609.06,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2006,6214.02,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2007,6313.80,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2008,6773.89,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2009,6513.08,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2010,6076.32,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2011,5863.76,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2012,6456.78,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2013,6613.58,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2014,6907.56,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2015,5865.31,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2016,4656.92,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2017,4503.89,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2018,4339.80,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,DK,2019,4715.67,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1980,5471.18,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1981,5571.78,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1982,5591.10,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1983,5567.32,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1984,5863.38,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1985,5925.51,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1986,5481.10,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1987,6361.56,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1988,6030.50,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1989,9278.88,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1990,7885.30,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1991,9462.51,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1992,8760.52,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1993,8737.59,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1994,7948.44,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1995,8923.19,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1996,11416.08,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1997,10765.65,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1998,11847.48,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,1999,22790.88,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,2000,21166.44,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,2001,15596.80,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,2002,15326.11,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,2003,13307.96,
dataflow,ESTAT:HLTH_RS_GRD(1.0),A,OC221,HAB_P,EE,2004,14046.91,
