STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,n_job,worktime,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,H_GE50,TOTAL,EU_V,1999,75,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,A,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,C,EU_V,1999,393,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,D,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,F,EU_V,1999,25,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,G,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,H,EU_V,1999,130,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,I,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,J,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,K,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,L,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,M,EU_V,1999,68,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,N,EU_V,1999,100,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,O,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,P,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y15-24,TOTAL,TOTAL,TOTAL,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H1-9,TOTAL,EU_V,1999,704,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H10-19,TOTAL,EU_V,1999,139,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H20-29,TOTAL,EU_V,1999,165,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H30-39,G,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H30-39,M,EU_V,1999,211,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H30-39,O,EU_V,1999,324,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H30-39,TOTAL,EU_V,1999,184,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,D,EU_V,1999,95,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,F,EU_V,1999,306,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,H,EU_V,1999,219,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,J,EU_V,1999,252,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,L,EU_V,1999,90,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,N,EU_V,1999,72,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,H40-49,TOTAL,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,D,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,F,EU_V,1999,153,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,G,EU_V,1999,55,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,H,EU_V,1999,215,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,J,EU_V,1999,139,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,L,EU_V,1999,134,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,M,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,N,EU_V,1999,334,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,O,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,GE2,TOTAL,TOTAL,EU_V,1999,116,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H1-9,TOTAL,EU_V,1999,100,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H10-19,TOTAL,EU_V,1999,123,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H20-29,TOTAL,EU_V,1999,64,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,A,EU_V,1999,147,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,D,EU_V,1999,39,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,E,EU_V,1999,195,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,F,EU_V,1999,37,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,G,EU_V,1999,48,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,H,EU_V,1999,82,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,I,EU_V,1999,98,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,L,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,M,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,N,EU_V,1999,108,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,O,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,P,EU_V,1999,85,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,Q,EU_V,1999,202,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H30-39,TOTAL,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,A,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,C,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,D,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,E,EU_V,1999,57,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,F,EU_V,1999,42,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,G,EU_V,1999,57,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,H,EU_V,1999,86,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,I,EU_V,1999,107,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,J,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,K,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,L,EU_V,1999,68,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,M,EU_V,1999,65,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,N,EU_V,1999,119,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,O,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,P,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H40-49,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,A,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,D,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,G,EU_V,1999,40,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,H,EU_V,1999,44,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,I,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,K,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,N,EU_V,1999,29,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,O,EU_V,1999,75,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,H_GE50,TOTAL,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,A,EU_V,1999,85,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,B,EU_V,1999,55,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,C,EU_V,1999,34,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,D,EU_V,1999,71,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,E,EU_V,1999,111,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,F,EU_V,1999,35,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,G,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,H,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,I,EU_V,1999,100,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,J,EU_V,1999,31,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,K,EU_V,1999,43,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,L,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,M,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,N,EU_V,1999,120,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,O,EU_V,1999,87,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,P,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,Q,EU_V,1999,53,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y25-34,TOTAL,TOTAL,TOTAL,EU_V,1999,71,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H10-19,TOTAL,EU_V,1999,126,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H20-29,TOTAL,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H30-39,L,EU_V,1999,138,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H30-39,N,EU_V,1999,129,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H30-39,TOTAL,EU_V,1999,106,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,D,EU_V,1999,146,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,G,EU_V,1999,388,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,K,EU_V,1999,116,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,M,EU_V,1999,168,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,N,EU_V,1999,293,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,O,EU_V,1999,231,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,H40-49,TOTAL,EU_V,1999,178,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,D,EU_V,1999,72,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,G,EU_V,1999,138,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,H,EU_V,1999,208,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,J,EU_V,1999,147,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,K,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,L,EU_V,1999,189,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,M,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,N,EU_V,1999,203,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,O,EU_V,1999,75,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,P,EU_V,1999,446,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,GE2,TOTAL,TOTAL,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H1-9,TOTAL,EU_V,1999,186,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H10-19,TOTAL,EU_V,1999,140,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H20-29,TOTAL,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,A,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,D,EU_V,1999,36,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,F,EU_V,1999,64,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,G,EU_V,1999,24,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,H,EU_V,1999,108,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,I,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,J,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,K,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,L,EU_V,1999,70,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,M,EU_V,1999,53,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,N,EU_V,1999,109,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,O,EU_V,1999,109,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H30-39,TOTAL,EU_V,1999,68,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,A,EU_V,1999,86,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,D,EU_V,1999,64,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,F,EU_V,1999,25,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,G,EU_V,1999,40,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,H,EU_V,1999,75,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,I,EU_V,1999,54,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,J,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,K,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,L,EU_V,1999,64,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,M,EU_V,1999,107,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,N,EU_V,1999,109,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,O,EU_V,1999,55,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,P,EU_V,1999,98,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H40-49,TOTAL,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,A,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,D,EU_V,1999,47,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,G,EU_V,1999,21,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,H,EU_V,1999,37,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,K,EU_V,1999,53,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,M,EU_V,1999,46,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,O,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,H_GE50,TOTAL,EU_V,1999,37,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,A,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,D,EU_V,1999,56,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,F,EU_V,1999,31,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,G,EU_V,1999,47,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,H,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,I,EU_V,1999,55,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,J,EU_V,1999,36,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,K,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,L,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,M,EU_V,1999,86,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,N,EU_V,1999,118,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,O,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,P,EU_V,1999,94,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y35-44,TOTAL,TOTAL,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H10-19,TOTAL,EU_V,1999,241,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H20-29,TOTAL,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H30-39,L,EU_V,1999,148,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H30-39,M,EU_V,1999,239,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H30-39,N,EU_V,1999,279,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H30-39,TOTAL,EU_V,1999,163,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H40-49,A,EU_V,1999,169,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H40-49,D,EU_V,1999,125,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H40-49,K,EU_V,1999,138,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H40-49,M,EU_V,1999,93,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H40-49,N,EU_V,1999,363,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H40-49,TOTAL,EU_V,1999,164,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H_GE50,A,EU_V,1999,187,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,H_GE50,TOTAL,EU_V,1999,47,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,A,EU_V,1999,152,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,D,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,G,EU_V,1999,151,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,H,EU_V,1999,114,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,I,EU_V,1999,243,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,K,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,L,EU_V,1999,39,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,M,EU_V,1999,141,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,N,EU_V,1999,329,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,GE2,TOTAL,TOTAL,EU_V,1999,162,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H1-9,TOTAL,EU_V,1999,92,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H10-19,TOTAL,EU_V,1999,156,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H20-29,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,A,EU_V,1999,120,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,D,EU_V,1999,31,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,E,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,G,EU_V,1999,36,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,H,EU_V,1999,82,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,I,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,K,EU_V,1999,36,
