STRUCTURE,STRUCTURE_ID,freq,sex,age,levels,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED0-2,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,CY,2008,3.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,EE,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,EL,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,ES,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,HU,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,LV,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,MT,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,PL,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,SI,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED3_4,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,EE,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,EL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,ES,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,HU,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,ED5_6,TR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,BG,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,CY,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,EE,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,EL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,HU,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,LV,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,MT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,PL,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,SI,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,SK,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y25-34,VSEV,TOTAL,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,BG,2008,16.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,CY,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,EE,2008,23.7,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,EL,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,ES,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,HU,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,LV,2008,21.5,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,PL,2008,22.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,RO,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,SI,2008,31.7,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED0-2,TR,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,BG,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,CY,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,CZ,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,EE,2008,30.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,EL,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,ES,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,HU,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,LV,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,MT,2008,27.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,PL,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,RO,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,SI,2008,39.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,SK,2008,36.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED3_4,TR,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,BG,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,CY,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,EE,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,EL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,ES,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,HU,2008,42.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,LV,2008,32.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,MT,2008,35.9,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,PL,2008,33.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,RO,2008,28.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,SI,2008,36.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,SK,2008,32.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,ED5_6,TR,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,BG,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,CY,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,CZ,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,EE,2008,31.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,EL,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,ES,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,HU,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,LV,2008,29.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,MT,2008,29.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,PL,2008,30.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,RO,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,SI,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,SK,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,LOW,TOTAL,TR,2008,25.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,BG,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,CY,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,EE,2008,8.3,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,EL,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,ES,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,HU,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,LV,2008,17.5,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,PL,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,RO,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,SI,2008,13.1,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED0-2,TR,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,BG,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,CY,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,CZ,2008,3.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,EE,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,EL,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,ES,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,HU,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,LV,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,MT,2008,13.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,PL,2008,17.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,RO,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,SI,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,SK,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED3_4,TR,2008,20.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,BG,2008,8.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,CY,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,EE,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,EL,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,ES,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,HU,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,LV,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,MT,2008,18.0,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,PL,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,RO,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,SI,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,SK,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,ED5_6,TR,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,BG,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,CY,2008,14.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,CZ,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,EE,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,EL,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,ES,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,HU,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,LV,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,MT,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,PL,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,RO,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,SI,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,SK,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,MOD,TOTAL,TR,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,BG,2008,72.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,CY,2008,54.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,EE,2008,54.7,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,EL,2008,54.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,ES,2008,59.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,HU,2008,54.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,LV,2008,58.9,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,PL,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,RO,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,SI,2008,37.1,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED0-2,TR,2008,43.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,BG,2008,68.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,CY,2008,58.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,CZ,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,EE,2008,51.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,EL,2008,53.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,ES,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,HU,2008,47.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,LV,2008,52.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,MT,2008,50.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,PL,2008,45.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,RO,2008,47.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,SI,2008,29.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,SK,2008,46.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED3_4,TR,2008,49.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,BG,2008,66.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,CY,2008,72.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,EE,2008,43.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,EL,2008,60.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,ES,2008,56.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,HU,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,LV,2008,54.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,MT,2008,46.2,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,PL,2008,45.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,RO,2008,60.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,SI,2008,43.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,SK,2008,53.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,ED5_6,TR,2008,68.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,BG,2008,68.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,CY,2008,61.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,CZ,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,EE,2008,50.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,EL,2008,55.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,ES,2008,58.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,HU,2008,46.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,LV,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,MT,2008,49.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,PL,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,RO,2008,48.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,SI,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,SK,2008,47.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,NONE,TOTAL,TR,2008,45.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,BG,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,CY,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,EE,2008,7.4,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,EL,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,ES,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,HU,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,PL,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,RO,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,SI,2008,18.1,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED0-2,TR,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,BG,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,CY,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,CZ,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,EE,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,EL,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,ES,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,HU,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,LV,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,MT,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,PL,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,SI,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,SK,2008,3.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED3_4,TR,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,BG,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,CY,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,EE,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,EL,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,ES,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,HU,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,LV,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,PL,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,SI,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,SK,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,ED5_6,TR,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,TOTAL,BG,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,TOTAL,CY,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,TOTAL,CZ,2008,6.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,TOTAL,EE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,F,Y35-44,SEV,TOTAL,EL,2008,6.8,
