STRUCTURE,STRUCTURE_ID,freq,sex,age,levels,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,ED5_6,EL,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,ED5_6,ES,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,ED5_6,PL,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,ED5_6,SI,2008,7.8,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,ED5_6,SK,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,ED5_6,TR,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,BG,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,CY,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,CZ,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,EE,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,EL,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,ES,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,HU,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,LV,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,MT,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,PL,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,SI,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,SK,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,SEV,TOTAL,TR,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,BG,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,EE,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,EL,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,ES,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,HU,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED0-2,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,EE,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,HU,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,LV,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,MT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,SI,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,SK,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED3_4,TR,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED5_6,CY,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED5_6,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED5_6,ES,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED5_6,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,ED5_6,TR,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,BG,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,CY,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,EE,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,HU,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,LV,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,MT,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,SI,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,SK,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y35-44,VSEV,TOTAL,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,BG,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,CY,2008,20.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,EE,2008,26.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,EL,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,ES,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,HU,2008,25.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,LV,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,MT,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,PL,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,RO,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,SI,2008,21.3,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED0-2,TR,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,BG,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,CY,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,CZ,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,EE,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,EL,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,ES,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,HU,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,LV,2008,36.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,MT,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,PL,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,RO,2008,41.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,SI,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,SK,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED3_4,TR,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,BG,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,CY,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,EE,2008,40.4,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,EL,2008,24.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,ES,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,HU,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,LV,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,MT,2008,38.5,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,PL,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,RO,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,SI,2008,20.7,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,SK,2008,43.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,ED5_6,TR,2008,23.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,BG,2008,21.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,CY,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,CZ,2008,24.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,EE,2008,27.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,EL,2008,24.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,ES,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,HU,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,LV,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,MT,2008,31.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,PL,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,RO,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,SI,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,SK,2008,37.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,LOW,TOTAL,TR,2008,21.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,BG,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,CY,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,EE,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,EL,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,ES,2008,14.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,HU,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,LV,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,MT,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,PL,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,RO,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,SI,2008,30.1,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED0-2,TR,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,BG,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,CY,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,CZ,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,EE,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,EL,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,ES,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,HU,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,LV,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,MT,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,PL,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,RO,2008,13.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,SI,2008,23.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,SK,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED3_4,TR,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,BG,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,CY,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,EE,2008,8.3,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,EL,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,ES,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,HU,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,LV,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,MT,2008,2.6,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,PL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,RO,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,SI,2008,17.0,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,SK,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,ED5_6,TR,2008,7.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,BG,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,CY,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,CZ,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,EE,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,EL,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,ES,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,HU,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,LV,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,MT,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,PL,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,RO,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,SI,2008,24.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,SK,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,MOD,TOTAL,TR,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,BG,2008,55.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,CY,2008,52.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,EE,2008,44.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,EL,2008,58.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,ES,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,HU,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,LV,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,MT,2008,45.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,PL,2008,38.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,RO,2008,39.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,SI,2008,34.4,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED0-2,TR,2008,58.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,BG,2008,68.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,CY,2008,71.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,CZ,2008,59.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,EE,2008,52.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,EL,2008,54.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,ES,2008,70.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,HU,2008,50.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,LV,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,MT,2008,55.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,PL,2008,38.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,RO,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,SI,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,SK,2008,45.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED3_4,TR,2008,63.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,BG,2008,69.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,CY,2008,73.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,EE,2008,51.3,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,EL,2008,60.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,ES,2008,67.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,HU,2008,57.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,LV,2008,58.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,MT,2008,56.4,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,PL,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,RO,2008,50.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,SI,2008,54.4,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,SK,2008,46.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,ED5_6,TR,2008,64.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,BG,2008,66.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,CY,2008,66.3,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,CZ,2008,59.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,EE,2008,50.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,EL,2008,58.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,ES,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,HU,2008,50.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,LV,2008,48.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,MT,2008,52.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,PL,2008,39.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,RO,2008,42.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,SI,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,SK,2008,45.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,NONE,TOTAL,TR,2008,59.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,BG,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,CY,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,EE,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,EL,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,ES,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,HU,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,LV,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,MT,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,PL,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,RO,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,SI,2008,14.1,u
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED0-2,TR,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED3_4,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED3_4,CY,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED3_4,CZ,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_ST4(1.0),A,M,Y45-54,SEV,ED3_4,EE,2008,6.9,
