STRUCTURE,STRUCTURE_ID,freq,unit,deg_urb,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,F,UK,2011,13589.502,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,AT,2011,1005.892,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,BE,2011,1861.766,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,BG,2011,1110.628,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,CH,2011,1353.035,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,CY,2011,156.975,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,CZ,2011,1155.2,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,DE,2011,11440.057,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,DK,2011,647.632,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,EE,2011,191.083,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,EL,2011,1411.852,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,ES,2011,7305.28,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,FI,2011,451.302,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,FR,2011,9338.833,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,HR,2011,719.169,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,HU,2011,1046.505,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,IE,2011,527.244,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,IT,2011,8414.43,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,LT,2011,408.85,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,LU,2011,62.39,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,LV,2011,292.785,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,MT,2011,125.117,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,NL,2011,3591.965,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,PL,2011,4997.334,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,PT,2011,1544.804,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,RO,2011,2836.429,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,SE,2011,907.659,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,SI,2011,134.651,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,SK,2011,431.267,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,M,UK,2011,13478.768,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,AT,2011,2058.354,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,BE,2011,3741.806,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,BG,2011,2260.641,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,CH,2011,2742.812,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,CY,2011,332.538,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,CZ,2011,2327.505,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,DE,2011,22928.45,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,DK,2011,1309.72,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,EE,2011,413.015,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,EL,2011,2870.432,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,ES,2011,14761.202,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,FI,2011,932.808,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,FR,2011,19333.662,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,HR,2011,1506.992,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,HU,2011,2192.251,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,IE,2011,1073.083,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,IT,2011,17069.874,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,LT,2011,883.255,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,LU,2011,122.573,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,LV,2011,633.799,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,MT,2011,245.5,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,NL,2011,7203.398,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,PL,2011,10382.244,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,PT,2011,3157.292,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,RO,2011,5931.149,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,SE,2011,1768.274,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,SI,2011,266.74,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,SK,2011,890.671,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,TOTAL,T,UK,2011,27068.27,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,AT,2011,182.689,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,BE,2011,352.718,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,BG,2011,193.113,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,CH,2011,236.587,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,CY,2011,33.522,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,CZ,2011,189.011,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,DE,2011,2062.287,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,DK,2011,136.57,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,EE,2011,40.651,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,EL,2011,224.753,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,ES,2011,965.319,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,FI,2011,88.311,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,FR,2011,2104.426,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,HR,2011,126.768,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,HU,2011,181.276,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,IE,2011,107.033,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,IT,2011,1266.685,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,LT,2011,90.808,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,LU,2011,9.417,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,LV,2011,57.539,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,MT,2011,23.305,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,NL,2011,667.215,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,PL,2011,892.554,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,PT,2011,236.814,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,RO,2011,518.554,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,SE,2011,164.981,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,SI,2011,19.241,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,SK,2011,77.199,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,F,UK,2011,2542.581,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,AT,2011,170.243,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,BE,2011,344.791,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,BG,2011,201.85,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,CH,2011,211.174,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,CY,2011,29.261,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,CZ,2011,190.087,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,DE,2011,1980.191,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,DK,2011,131.258,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,EE,2011,37.395,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,EL,2011,227.203,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,ES,2011,1009.826,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,FI,2011,81.527,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,FR,2011,2002.374,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,HR,2011,137.117,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,HU,2011,175.793,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,IE,2011,106.128,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,IT,2011,1276.623,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,LT,2011,91.987,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,LU,2011,9.842,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,LV,2011,56.57,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,MT,2011,25.472,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,NL,2011,661.536,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,PL,2011,885.535,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,PT,2011,255.995,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,RO,2011,504.601,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,SE,2011,191.7,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,SI,2011,21.619,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,SK,2011,79.474,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,M,UK,2011,2529.709,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,AT,2011,352.932,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,BE,2011,697.509,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,BG,2011,394.963,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,CH,2011,447.761,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,CY,2011,62.783,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,CZ,2011,379.098,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,DE,2011,4042.478,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,DK,2011,267.828,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,EE,2011,78.047,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,EL,2011,451.956,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,ES,2011,1975.145,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,FI,2011,169.837,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,FR,2011,4106.8,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,HR,2011,263.885,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,HU,2011,357.07,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,IE,2011,213.161,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,IT,2011,2543.308,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,LT,2011,182.795,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,LU,2011,19.258,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,LV,2011,114.109,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,MT,2011,48.777,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,NL,2011,1328.752,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,PL,2011,1778.09,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,PT,2011,492.809,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,RO,2011,1023.155,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,SE,2011,356.681,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,SI,2011,40.86,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,SK,2011,156.673,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y15-24,T,UK,2011,5072.29,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,AT,2011,231.765,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,BE,2011,382.788,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,BG,2011,256.342,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,CH,2011,296.787,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,CY,2011,43.793,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,CZ,2011,276.93,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,DE,2011,2252.751,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,DK,2011,155.46,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,EE,2011,52.825,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,EL,2011,318.871,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,ES,2011,1720.96,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,FI,2011,113.387,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,FR,2011,2074.728,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,HR,2011,123.296,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,HU,2011,261.905,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,IE,2011,155.069,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,IT,2011,1595.18,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,LT,2011,96.829,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,LU,2011,14.482,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,LV,2011,71.484,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,MT,2011,25.745,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,NL,2011,715.919,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,PL,2011,1222.448,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,PT,2011,339.726,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,RO,2011,711.074,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,SE,2011,127.829,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,SI,2011,30.799,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,SK,2011,112.397,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,F,UK,2011,3069.38,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,AT,2011,233.753,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,BE,2011,370.646,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,BG,2011,256.346,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,CH,2011,301.546,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,CY,2011,41.497,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,CZ,2011,285.067,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,DE,2011,2440.794,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,DK,2011,153.195,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,EE,2011,52.36,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,EL,2011,309.88,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,ES,2011,1746.196,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,FI,2011,113.561,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,FR,2011,2099.236,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,HR,2011,127.948,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,HU,2011,256.777,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,IE,2011,148.005,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,IT,2011,1602.194,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,LT,2011,96.692,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,LU,2011,15.374,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,LV,2011,68.273,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,MT,2011,27.655,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,NL,2011,696.893,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,PL,2011,1227.323,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,PT,2011,339.154,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,RO,2011,692.463,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,SE,2011,140.65,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,SI,2011,31.385,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,SK,2011,110.089,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,M,UK,2011,3133.909,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,AT,2011,465.518,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,BE,2011,753.434,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,BG,2011,512.687,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,CH,2011,598.334,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,CY,2011,85.29,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,CZ,2011,561.997,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,DE,2011,4693.545,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,DK,2011,308.655,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,EE,2011,105.185,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,EL,2011,628.75,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,ES,2011,3467.156,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,FI,2011,226.947,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,FR,2011,4173.964,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,HR,2011,251.243,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,HU,2011,518.683,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,IE,2011,303.074,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,IT,2011,3197.375,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,LT,2011,193.52,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,LU,2011,29.856,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,LV,2011,139.757,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,MT,2011,53.4,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,NL,2011,1412.813,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,PL,2011,2449.771,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,PT,2011,678.88,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,RO,2011,1403.536,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,SE,2011,268.479,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,SI,2011,62.184,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,SK,2011,222.486,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y25-34,T,UK,2011,6203.289,
dataflow,ESTAT:HLTH_DP080(1.0),A,THS,DEG1,TOTAL,Y35-44,F,AT,2011,226.302,
