STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,CH,2011,23.933,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,DE,2011,2982.103,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,EL,2011,3.696,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,ES,2011,309.909,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,EU28,2011,4687.354,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,FI,2011,4.601,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,FR,2011,1210.686,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,IE,2011,1.784,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,IT,2011,43.705,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,LU,2011,1.782,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,NL,2011,19.178,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,SE,2011,34.222,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,F,UK,2011,67.087,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,CH,2011,16.596,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,DE,2011,3263.352,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,ES,2011,362.098,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,EU28,2011,4674.277,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,FI,2011,6.328,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,FR,2011,904.372,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,IE,2011,1.852,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,IT,2011,42.426,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,LU,2011,1.01,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,NL,2011,13.87,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,SE,2011,14.396,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,M,UK,2011,57.557,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,CH,2011,40.529,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,DE,2011,6245.455,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,EL,2011,6.108,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,ES,2011,672.007,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,EU28,2011,9361.631,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,FI,2011,10.929,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,FR,2011,2115.058,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,IE,2011,3.636,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,IT,2011,86.13,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,LU,2011,2.792,
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,NL,2011,33.048,u
dataflow,ESTAT:HLTH_DLM150(1.0),A,THS,NRP,TOTAL,T,PT,2011,10.997,
