STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,AT,2012,172.8,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,BE,2012,196.6,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,BG,2012,57.1,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,CY,2012,5.5,u
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,CZ,2012,163.5,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,DE,2012,1544.0,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,DK,2012,252.3,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,EE,2012,19.9,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,EEA,2012,9569.3,e
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,EL,2012,19.2,u
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,ES,2012,1047.9,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,EU27_2007,2012,9473.0,e
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,FI,2012,36.4,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,FR,2012,1866.3,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,HU,2012,134.6,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,IS,2012,4.0,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,IT,2012,986.0,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,LT,2012,71.8,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,LU,2012,17.6,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,LV,2012,38.1,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,MT,2012,2.2,u
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,NL,2012,270.6,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,NO,2012,92.3,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,PL,2012,638.7,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,PT,2012,198.0,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,RO,2012,65.2,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,SE,2012,177.0,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,SI,2012,83.9,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,SK,2012,85.1,
dataflow,ESTAT:HLTH_DPEH100(1.0),A,THS,PB2110,Y15-44,F,UK,2012,1322.8,
