STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,AT,2012,265.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,BE,2012,244.2,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,BG,2012,215.8,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,CY,2012,11.7,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,CZ,2012,157.8,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,DE,2012,1794.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,DK,2012,112.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,EE,2012,41.3,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,EEA,2012,9882.2,e
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,EL,2012,193.2,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,ES,2012,856.3,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,EU27_2007,2012,9800.5,e
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,FI,2012,79.7,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,FR,2012,1062.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,HU,2012,196.5,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,IS,2012,7.1,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,IT,2012,965.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,LT,2012,88.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,LU,2012,10.5,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,LV,2012,57.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,MT,2012,6.5,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,NL,2012,335.7,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,NO,2012,74.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,PL,2012,884.3,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,PT,2012,239.3,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,RO,2012,243.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,SE,2012,222.3,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,SI,2012,46.4,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,SK,2012,152.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,F,UK,2012,1317.4,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,AT,2012,194.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,BE,2012,161.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,BG,2012,142.2,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,CY,2012,5.7,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,CZ,2012,101.5,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,DE,2012,1835.7,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,DK,2012,81.5,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,EE,2012,21.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,EEA,2012,7252.9,e
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,EL,2012,144.8,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,ES,2012,621.0,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,EU27_2007,2012,7198.5,e
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,FI,2012,88.8,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,FR,2012,769.8,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,HU,2012,138.7,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,IS,2012,5.1,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,IT,2012,641.2,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,LT,2012,43.3,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,LU,2012,12.2,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,LV,2012,27.1,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,MT,2012,4.6,
dataflow,ESTAT:HLTH_DSI060(1.0),A,THS,PTP_LD1,PB1040,M,NL,2012,244.1,
