STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,AT,2011,5.6,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,BE,2011,3.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,BG,2011,3.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,CH,2011,4.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,CY,2011,2.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,CZ,2011,1.6,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,DE,2011,2.0,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,DK,2011,3.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,EE,2011,7.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,EL,2011,1.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,ES,2011,3.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,FI,2011,10.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,FR,2011,8.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,HR,2011,2.6,u
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,HU,2011,1.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,IE,2011,1.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,IS,2011,5.6,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,IT,2011,1.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,LT,2011,1.5,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,LU,2011,4.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,LV,2011,3.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,MT,2011,1.5,u
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,NL,2011,4.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,PL,2011,2.0,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,PT,2011,6.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,RO,2011,2.1,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,SE,2011,7.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,SI,2011,3.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,SK,2011,1.1,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,TR,2011,1.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,F,UK,2011,4.1,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,AT,2011,4.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,BE,2011,2.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,BG,2011,2.1,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,CH,2011,3.0,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,CY,2011,1.3,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,CZ,2011,1.5,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,DE,2011,1.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,DK,2011,1.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,EE,2011,5.5,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,EL,2011,1.0,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,ES,2011,1.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,FI,2011,7.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,FR,2011,5.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,HR,2011,1.8,u
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,HU,2011,1.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,IE,2011,1.3,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,IS,2011,3.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,IT,2011,0.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,LT,2011,1.0,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,LU,2011,2.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,LV,2011,2.3,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,MT,2011,1.1,u
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,NL,2011,2.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,PL,2011,1.3,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,PT,2011,3.1,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,RO,2011,1.6,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,SE,2011,4.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,SI,2011,2.1,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,SK,2011,1.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,TR,2011,1.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,M,UK,2011,2.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,AT,2011,5.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,BE,2011,3.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,BG,2011,2.7,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,CH,2011,3.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,CY,2011,1.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,CZ,2011,1.6,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,DE,2011,1.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,DK,2011,2.5,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,EE,2011,6.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,EL,2011,1.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,ES,2011,2.5,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,FI,2011,9.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,FR,2011,7.3,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,HR,2011,2.2,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,HU,2011,1.6,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,IE,2011,1.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,IS,2011,4.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,IT,2011,1.4,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,LT,2011,1.3,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,LU,2011,3.8,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,LV,2011,2.9,
dataflow,ESTAT:HLTH_DP030(1.0),A,PC,PB2010,TOTAL,T,MT,2011,1.3,
