STRUCTURE,STRUCTURE_ID,freq,reason,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2016,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2017,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2019,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2020,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE3,2022,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2008,7.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2009,5.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2010,3.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2011,5.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2012,4.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2013,5.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2014,3.4,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2015,2.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2016,2.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2017,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2019,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE31,2022,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2008,5.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2009,6.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2010,4.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2011,5.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2012,5.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2013,4.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2014,2.4,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2015,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2016,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2021,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE32,2022,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2008,5.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2009,6.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2010,5.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2011,5.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2012,3.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2013,3.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2014,4.5,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2015,3.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2016,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2017,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2018,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2020,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SE33,2022,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2008,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2009,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2010,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2013,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2014,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2015,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2008,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2009,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2010,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2013,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2014,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2015,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI01,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2008,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2009,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2010,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2013,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2014,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2015,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI02,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI03,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI03,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI03,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI03,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI03,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI04,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI04,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI04,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI04,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SI04,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2008,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2009,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2010,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2011,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2012,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2013,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2014,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2015,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2016,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2017,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2018,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2019,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2020,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2021,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK,2022,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2008,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2009,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2010,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2011,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2012,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2013,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2014,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2015,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2016,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2017,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2020,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2021,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK01,2022,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2008,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2009,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2010,2.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2011,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2012,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2013,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2014,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2015,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2016,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2017,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2018,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2019,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2020,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2021,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK02,2022,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2008,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2009,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2010,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2011,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2012,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2013,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2014,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2015,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2016,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2017,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2018,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2019,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2020,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2021,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK03,2022,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2008,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2009,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2010,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2011,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2012,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2013,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2014,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2015,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2016,2.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2017,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2018,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2019,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2020,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2021,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,SK04,2022,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2008,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2009,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2010,2.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2011,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2012,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2013,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2014,1.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2015,2.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2016,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2017,2.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2018,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2019,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2020,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,TR,2021,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2008,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2009,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2011,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2013,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2014,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2015,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2016,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2017,0.1,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,UK,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,HOPING,PC,XK,2018,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL,2018,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL,2019,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL01,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL01,2018,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL01,2019,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL01,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL02,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL02,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL02,2019,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL02,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL03,2017,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL03,2018,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL03,2019,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AL03,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2008,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2009,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2010,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2011,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2012,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2013,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2014,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2015,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2016,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,AT,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2008,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2009,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2010,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2011,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2012,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2013,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2014,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2015,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2016,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE1,2019,0.1,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE1,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE1,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE1,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE2,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE2,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE2,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE2,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE3,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE3,2020,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE3,2021,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BE3,2022,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2008,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2009,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2013,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2014,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2015,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2020,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2021,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG,2022,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG3,2008,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG3,2009,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG3,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG3,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,NOKNOW,PC,BG3,2012,0.1,
