STRUCTURE,STRUCTURE_ID,freq,unit,severity,sex,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,1998,2585,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,1999,2515,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2000,2204,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2001,2080,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2002,1953,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2003,2005,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2004,2067,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2005,1979,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2006,1970,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,ES,2007,2075,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1993,632,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1994,300,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1995,361,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1996,317,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1997,368,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1998,343,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,1999,386,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2000,408,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2001,4021,b
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2002,4010,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2003,4019,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2004,4729,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2005,4998,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2006,4731,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FI,2007,1162,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1993,5157,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1994,5989,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1995,3199,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1996,3097,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1997,3058,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1998,2929,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,1999,3014,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2000,2458,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2001,2390,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2002,2413,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2003,2539,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2004,2363,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2005,2719,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2006,,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,FR,2007,926,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1993,112,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1994,96,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1995,189,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1996,948,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1997,2182,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1998,1765,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,1999,3738,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2000,1773,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2001,2521,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2002,1593,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2003,1030,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2004,1367,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2005,2379,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2006,2193,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IE,2007,1725,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1993,8156,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1994,5750,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1995,5257,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1996,7439,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1997,7222,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1998,7379,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,1999,7674,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2000,7062,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2001,6077,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2002,5118,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2003,5119,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2004,5375,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2005,5428,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2006,4552,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,IT,2007,4490,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,1994,4554,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,1995,6050,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,1996,6809,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,1997,5354,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,1998,6975,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,1999,5492,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2000,6024,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2001,400,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2002,8128,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2003,6813,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2004,5630,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2005,654,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2006,2581,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,LU,2007,2494,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NL,1997,0,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NL,1998,0,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NL,1999,0,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NL,2005,776,b
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NL,2006,1289,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,1995,894,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,1996,825,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,1997,1163,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,1998,1287,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,1999,2258,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2000,2069,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2001,2074,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2002,2225,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2003,1505,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2004,1286,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2005,2403,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2006,1073,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,NO,2007,975,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1993,4866,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1994,5648,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1995,6550,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1996,5539,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1997,2678,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1998,2279,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,1999,1143,b
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2000,1088,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2001,1493,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2002,384,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2003,390,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2004,458,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2005,392,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2006,457,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,PT,2007,356,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1993,1841,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1994,1304,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1995,951,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1996,930,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1997,916,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1998,1325,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,1999,1037,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2000,1135,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2001,1118,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2002,1380,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2003,1302,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2004,1128,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2005,1392,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2006,1249,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,SE,2007,1125,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1993,1839,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1994,1836,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1995,1593,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1996,698,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1997,800,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1998,972,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,1999,1504,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2000,1663,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2001,2011,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2002,1317,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2003,1126,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2004,1016,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2005,879,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2006,784,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A,UKC-M,2007,944,d
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,1994,1977,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,1995,2380,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,1996,1874,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,1997,1596,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,1998,1512,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,1999,1493,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2000,1411,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2001,1105,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2002,1134,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2003,1196,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2004,1093,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2005,1166,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2006,1088,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,AT,2007,983,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,1994,1723,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,1995,2207,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,1996,2153,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,1997,2089,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,1998,2201,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,1999,2116,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2000,2223,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2001,1936,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2002,1765,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2003,1578,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2004,1556,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2005,1424,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2006,1352,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,BE,2007,1369,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,CH,2004,1282,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,CH,2005,1367,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,CH,2006,1407,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,CH,2007,1377,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,1994,2165,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,1995,2089,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,1996,2176,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,1997,2110,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,1998,2123,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,1999,2109,
dataflow,ESTAT:HSW_AW_INASX(1.0),A,RT,D_GE4,F,A_D-K,DE,2000,2105,
