STRUCTURE,STRUCTURE_ID,freq,med_spec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CH,2016,256.23,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CH,2017,260.43,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CH,2018,266.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CH,2019,272.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CH,2020,278.55,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CH,2021,281.64,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2001,66.71,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2002,70.88,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2003,69.05,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2004,74.18,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2005,67.43,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2006,73.77,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2007,75.35,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2008,78.56,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2009,75.86,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2010,76.44,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2011,89.55,bd
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2012,86.46,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2013,92.35,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2014,95.13,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2015,93.20,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2016,92.42,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2017,93.19,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2018,96.77,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2019,93.20,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2020,100.34,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CY,2021,76.86,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2004,172.68,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2005,175.60,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2006,177.44,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2007,181.14,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2008,183.47,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2009,186.52,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2010,187.09,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2011,191.09,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2012,193.96,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2013,193.81,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2014,197.54,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2015,200.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2016,205.75,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2017,211.17,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2018,213.71,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2019,217.50,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2020,219.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,CZ,2021,226.21,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2000,142.32,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2001,143.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2002,146.69,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2003,147.82,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2004,151.49,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2005,156.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2006,160.24,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2007,162.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2008,165.63,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2009,169.71,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2010,176.52,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2011,183.12,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2012,187.75,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2013,192.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2014,196.34,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2015,199.54,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2016,201.58,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2017,205.67,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2018,207.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2019,211.81,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2020,215.25,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DE,2021,216.36,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2001,201.99,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2002,207.02,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2003,209.83,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2004,217.43,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2005,224.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2006,235.28,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2007,240.03,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2008,243.48,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2009,251.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2010,258.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2011,260.12,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2012,264.61,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2013,269.28,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2014,272.62,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2015,275.04,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2016,279.70,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2017,288.45,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2018,295.05,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2019,302.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2020,311.81,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,DK,2021,321.19,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2006,197.03,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2007,202.06,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2008,207.28,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2009,203.23,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2010,200.02,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2011,200.45,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2012,202.58,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2013,189.83,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2014,192.49,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2015,196.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2016,195.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2017,193.39,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2018,193.38,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2019,188.56,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2020,193.66,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,EE,2021,183.05,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,1994,152.76,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,1995,157.73,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,1996,161.59,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,1997,158.94,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,1998,159.75,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,1999,158.57,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2000,144.55,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2001,149.38,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2002,153.09,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2003,155.36,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2004,157.59,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2005,158.26,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2006,160.32,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2007,165.36,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2008,167.50,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2009,170.79,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2010,171.18,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2011,171.74,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2012,175.12,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2013,184.39,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2014,187.44,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2015,189.61,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2016,194.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2017,196.03,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2018,198.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2019,201.61,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,FR,2021,204.94,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2006,135.34,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2007,126.81,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2008,135.12,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2009,128.96,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2010,153.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2011,166.57,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2012,158.03,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2013,173.95,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2014,172.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2015,175.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2016,174.67,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2017,177.84,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2018,177.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2019,172.91,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2020,174.95,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,HU,2021,136.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1990,82.73,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1991,83.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1992,85.16,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1993,87.79,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1994,89.43,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1995,91.50,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1996,93.17,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1997,98.60,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1998,101.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,1999,105.75,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2000,111.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2001,120.62,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2002,128.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2003,126.91,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2004,129.75,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2005,132.15,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2006,135.26,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2007,137.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2008,134.90,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2009,132.66,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2010,130.33,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2011,136.99,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2012,136.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2013,136.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2014,145.43,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2015,154.11,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2016,160.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2017,165.14,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2018,169.25,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2019,173.66,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2020,188.44,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2021,192.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IE,2022,201.95,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2007,190.76,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2008,184.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2009,174.50,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2010,170.05,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2011,174.23,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2012,176.07,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2013,168.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2014,171.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2015,186.45,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2016,192.95,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2017,199.55,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2018,197.21,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2019,205.61,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,IS,2020,203.41,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1980,0.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1981,0.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1982,0.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1983,0.38,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1984,3.76,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1985,3.72,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1986,7.34,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1987,6.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1988,7.51,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1989,10.24,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1990,10.09,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1991,10.61,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1992,10.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1993,13.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1994,13.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1995,12.35,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1996,13.86,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1997,13.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1998,13.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,1999,15.21,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2000,14.86,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2001,16.57,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2002,19.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2003,18.22,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2004,19.31,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2005,21.58,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2006,21.52,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2007,22.80,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2008,25.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2009,25.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2010,32.48,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2011,28.81,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2012,28.67,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2013,32.72,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2014,35.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2015,33.07,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2016,40.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2017,49.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2018,49.94,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2019,66.65,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2020,81.36,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LI,2021,85.12,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LT,2000,248.60,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LT,2001,248.44,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,PHYS,FTE_HTHAB,LT,2002,252.45,
