STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,AT,2012,144.8,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,BE,2012,266.5,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,BG,2012,236.5,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,CY,2012,18.7,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,CZ,2012,299.6,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,DE,2012,2219.7,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,DK,2012,125.1,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,EE,2012,40.5,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,EEA,2012,14146.8,e
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,EL,2012,395.4,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,ES,2012,1323.9,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,EU27_2007,2012,14050.0,e
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,FI,2012,97.4,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,FR,2012,1096.9,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,HU,2012,549.1,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,IS,2012,4.0,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,IT,2012,2019.2,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,LT,2012,121.4,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,LU,2012,7.4,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,LV,2012,65.2,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,MT,2012,6.3,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,NL,2012,301.7,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,NO,2012,92.9,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,PL,2012,1275.0,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,PT,2012,233.1,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,RO,2012,826.7,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,SE,2012,99.2,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,SI,2012,68.5,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,SK,2012,108.5,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,F,UK,2012,2103.5,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,M,AT,2012,80.9,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,M,BE,2012,115.0,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,M,BG,2012,144.6,
dataflow,ESTAT:HLTH_DSI160(1.0),A,THS,ACS_BLD,PB1060,M,CY,2012,12.8,
