STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,AT,2011,53.2,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,BE,2011,25.7,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,CH,2011,67.5,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,CZ,2011,30.8,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,DE,2011,45.5,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,DK,2011,53.7,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,ES,2011,45.0,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,EU28,2011,43.9,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,FI,2011,50.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,FR,2011,41.6,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,IE,2011,25.2,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,IS,2011,82.5,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,IT,2011,22.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,LU,2011,41,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,NL,2011,48.2,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,PL,2011,18.9,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,PT,2011,28.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,SE,2011,56.1,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,TR,2011,25.8,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,F,UK,2011,57.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,AT,2011,59.5,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,BE,2011,29.5,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,CH,2011,78.0,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,CY,2011,36.5,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,CZ,2011,30.9,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,DE,2011,49.2,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,DK,2011,51.8,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,ES,2011,47.8,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,EU28,2011,44.9,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,FI,2011,60.2,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,FR,2011,53.7,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,IE,2011,26.7,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,IS,2011,81.3,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,IT,2011,20.7,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,LU,2011,36.4,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,NL,2011,50,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,PL,2011,25.7,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,PT,2011,29.9,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,RO,2011,21.7,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,SE,2011,48.1,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,SI,2011,31.2,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,TR,2011,45.6,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,M,UK,2011,52.6,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,AT,2011,56.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,BE,2011,28.2,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,CH,2011,72.2,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,CY,2011,37.3,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,CZ,2011,30.9,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,DE,2011,47.5,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,DK,2011,52.8,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,EE,2011,37.2,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,EL,2011,25.4,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,ES,2011,46.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,EU28,2011,44.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,FI,2011,55.6,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,FR,2011,46.3,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,HU,2011,16,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,IE,2011,26.0,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,IS,2011,82.0,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,IT,2011,21.4,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,LU,2011,38.9,
dataflow,ESTAT:HLTH_DLM020(1.0),A,PC,PB1040,Y15-24,T,LV,2011,,u
