STRUCTURE,STRUCTURE_ID,freq,unit,age,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,EL,2019,37.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,ES,2014,26.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,ES,2019,43.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,EU27_2020,2014,37.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,EU27_2020,2019,38.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,EU28,2014,35.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,FI,2019,42.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,FR,2014,54.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,FR,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,HR,2014,25.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,HR,2019,50.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,HU,2014,37.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,HU,2019,22.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,IE,2014,39.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,IE,2019,48.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,IT,2014,46.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,IT,2019,45.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,LT,2014,28.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,LT,2019,20.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,LV,2014,27.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,LV,2019,29.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,NL,2014,48.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,NL,2019,56.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,PL,2014,29.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,PL,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,PT,2014,21.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,PT,2019,16.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,RO,2014,30.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,RO,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,RS,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,SI,2014,27.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,SI,2019,14.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,SK,2014,30.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,SK,2019,13.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,TR,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,TR,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y65-74,TOTAL,UK,2014,26.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,AT,2019,60.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,BE,2019,79.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,BG,2019,37.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,CY,2019,24.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,CZ,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,DE,2019,59.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,DK,2019,81.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,EE,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,EL,2019,33.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,ES,2019,56.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,EU27_2020,2019,56.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,FI,2019,76.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,FR,2019,66.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,HR,2019,44.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,HU,2019,50.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,IE,2019,59.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,IS,2019,56.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,IT,2019,58.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,LT,2019,32.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,LV,2019,42.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,NL,2019,72.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,NO,2019,57.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,PL,2019,39.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,PT,2019,39.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,RO,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,RS,2019,31.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,SE,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,SI,2019,32.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,SK,2019,27.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,A1,TR,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,AT,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,BE,2019,65.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,BG,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,CY,2019,53.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,CZ,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,DE,2019,35.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,DK,2019,66.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,EE,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,EL,2019,38.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,ES,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,EU27_2020,2019,40.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,FI,2019,31.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,FR,2019,56.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,HR,2019,43.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,HU,2019,24.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,IE,2019,63.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,IT,2019,44.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,LT,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,LU,2019,62.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,LV,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,MT,2019,38.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,NL,2019,51.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,NO,2019,46.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,PL,2019,30.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,PT,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,RO,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,RS,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,SE,2019,45.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,SI,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,SK,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,OTH,TR,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,AT,2019,48.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,BE,2019,72.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,BG,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,CY,2019,47.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,CZ,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,DE,2019,52.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,DK,2019,74.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,EE,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,EL,2019,37.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,ES,2019,49.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,EU27_2020,2019,47.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,FI,2019,55.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,FR,2019,60.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,HR,2019,43.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,HU,2019,34.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,IE,2019,62.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,IT,2019,51.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,LT,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,LU,2019,57.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,LV,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,MT,2019,39.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,NL,2019,62.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,NO,2019,51.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,PL,2019,32.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,PT,2019,28.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,RO,2019,16.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,RS,2019,28.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,SE,2019,46.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,SI,2019,27.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,SK,2019,23.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE55,TOTAL,TR,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,AT,2014,38.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,AT,2019,60.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,BE,2014,59.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,BE,2019,82.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,BG,2014,31.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,BG,2019,34.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,CY,2019,23.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,CZ,2014,46.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,CZ,2019,41.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,DE,2014,52.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,DE,2019,61.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,DK,2014,92.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,DK,2019,88.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EE,2014,27.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EE,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EL,2014,40.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EL,2019,32.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,ES,2014,56.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,ES,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EU27_2020,2014,57.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EU27_2020,2019,57.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,EU28,2014,56.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,FI,2014,76.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,FI,2019,81.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,FR,2014,80.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,FR,2019,68.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,HR,2014,37.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,HR,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,HU,2014,52.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,HU,2019,52.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,IE,2014,76.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,IE,2019,65.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,IT,2014,60.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,IT,2019,59.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,LT,2014,26.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,LT,2019,35.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,LV,2014,40.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,LV,2019,46.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,NL,2014,84.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,NL,2019,81.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,NO,2014,75.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,NO,2019,57.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,PL,2014,37.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,PL,2019,38.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,PT,2014,32.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,PT,2019,41.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,RO,2014,24.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,RO,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,RS,2019,32.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,SE,2014,56.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,SE,2019,52.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,SI,2014,44.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,SI,2019,32.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,SK,2014,35.5,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,SK,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,TR,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,TR,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,A1,UK,2014,42.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,AT,2014,33.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,AT,2019,43.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,BE,2014,49.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,BE,2019,68.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,BG,2014,18.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,BG,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,CY,2014,62.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,CY,2019,56.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,CZ,2014,27.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,CZ,2019,15.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,DE,2014,42.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,DE,2019,40.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,DK,2019,74.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EE,2014,12.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EE,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EL,2014,33.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EL,2019,38.7,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,ES,2014,49.2,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,ES,2019,50.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EU27_2020,2014,43.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EU27_2020,2019,43.4,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,EU28,2014,43.3,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,FI,2014,61.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,FI,2019,35.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,FR,2014,73.8,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,FR,2019,61.6,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,HR,2014,25.9,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,HR,2019,45.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,HU,2014,30.1,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,HU,2019,28.0,
dataflow,ESTAT:HLTH_EHIS_AM7SH(1.0),A,PC,Y_GE65,OTH,IE,2014,48.8,
