STRUCTURE,STRUCTURE_ID,freq,unit,l_serv,severity,nace_r1,emp_cont,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,I,TOTAL,EU_V,1999,104,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,J,NLTD,EU_V,1999,27,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,J,TOTAL,EU_V,1999,27,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,K,LTD,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,K,NLTD,EU_V,1999,53,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,K,TOTAL,EU_V,1999,53,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,L,LTD,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,L,NLTD,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,L,TOTAL,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,M,LTD,EU_V,1999,84,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,M,NLTD,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,M,TNG_PROB,EU_V,1999,241,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,M,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,N,LTD,EU_V,1999,131,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,N,NLTD,EU_V,1999,132,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,N,TOTAL,EU_V,1999,131,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,O,LTD,EU_V,1999,18,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,O,NLTD,EU_V,1999,61,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,O,TOTAL,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,P,NLTD,EU_V,1999,89,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,P,TOTAL,EU_V,1999,82,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,TOTAL,LTD,EU_V,1999,75,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,TOTAL,NLTD,EU_V,1999,92,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,TOTAL,TNG_PROB,EU_V,1999,188,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_GE5,TOTAL,TOTAL,TOTAL,EU_V,1999,91,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,A,LTD,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,A,NLTD,EU_V,1999,103,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,A,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,D,LTD,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,D,NLTD,EU_V,1999,108,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,D,TNG_PROB,EU_V,1999,90,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,D,TOTAL,EU_V,1999,107,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,F,LTD,EU_V,1999,240,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,F,NLTD,EU_V,1999,109,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,F,TNG_PROB,EU_V,1999,115,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,F,TOTAL,EU_V,1999,140,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,G,LTD,EU_V,1999,95,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,G,NLTD,EU_V,1999,64,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,G,TOTAL,EU_V,1999,60,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,H,LTD,EU_V,1999,65,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,H,NLTD,EU_V,1999,15,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,H,TNG_PROB,EU_V,1999,36,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,H,TOTAL,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,I,LTD,EU_V,1999,98,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,I,NLTD,EU_V,1999,20,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,I,TNG_PROB,EU_V,1999,192,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,I,TOTAL,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,K,LTD,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,K,TOTAL,EU_V,1999,16,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,L,LTD,EU_V,1999,28,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,L,NLTD,EU_V,1999,110,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,L,TOTAL,EU_V,1999,57,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,M,NLTD,EU_V,1999,114,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,M,TOTAL,EU_V,1999,52,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,N,LTD,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,N,NLTD,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,N,TOTAL,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,O,LTD,EU_V,1999,46,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,O,NLTD,EU_V,1999,168,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,O,TOTAL,EU_V,1999,103,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,P,NLTD,EU_V,1999,161,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,P,TOTAL,EU_V,1999,87,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,TOTAL,LTD,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,TOTAL,NLTD,EU_V,1999,72,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,TOTAL,TNG_PROB,EU_V,1999,43,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE14,TOTAL,TOTAL,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,A,LTD,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,A,NLTD,EU_V,1999,210,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,A,TOTAL,EU_V,1999,105,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,C,NLTD,EU_V,1999,148,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,C,TOTAL,EU_V,1999,97,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,D,LTD,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,D,NLTD,EU_V,1999,123,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,D,TNG_PROB,EU_V,1999,111,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,D,TOTAL,EU_V,1999,112,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,E,NLTD,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,E,TOTAL,EU_V,1999,33,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,F,LTD,EU_V,1999,297,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,F,NLTD,EU_V,1999,115,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,F,TNG_PROB,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,F,TOTAL,EU_V,1999,151,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,G,LTD,EU_V,1999,115,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,G,NLTD,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,G,TOTAL,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,H,LTD,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,H,NLTD,EU_V,1999,27,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,H,TNG_PROB,EU_V,1999,20,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,H,TOTAL,EU_V,1999,55,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,I,LTD,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,I,NLTD,EU_V,1999,70,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,I,TNG_PROB,EU_V,1999,110,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,I,TOTAL,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,K,LTD,EU_V,1999,36,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,K,NLTD,EU_V,1999,44,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,K,TOTAL,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,L,LTD,EU_V,1999,24,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,L,NLTD,EU_V,1999,76,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,L,TOTAL,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,M,NLTD,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,M,TOTAL,EU_V,1999,48,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,N,LTD,EU_V,1999,84,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,N,NLTD,EU_V,1999,105,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,N,TOTAL,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,O,LTD,EU_V,1999,57,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,O,NLTD,EU_V,1999,110,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,O,TOTAL,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,P,NLTD,EU_V,1999,93,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,P,TOTAL,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,TOTAL,LTD,EU_V,1999,86,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,TOTAL,NLTD,EU_V,1999,87,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,TOTAL,TNG_PROB,EU_V,1999,43,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,D_GE4,TOTAL,TOTAL,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,A,LTD,EU_V,1999,88,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,A,NLTD,EU_V,1999,164,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,A,TNG_PROB,EU_V,1999,62,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,A,TOTAL,EU_V,1999,105,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,C,NLTD,EU_V,1999,213,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,C,TOTAL,EU_V,1999,140,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,D,LTD,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,D,NLTD,EU_V,1999,140,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,D,TNG_PROB,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,D,TOTAL,EU_V,1999,116,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,E,NLTD,EU_V,1999,27,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,F,LTD,EU_V,1999,246,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,F,NLTD,EU_V,1999,145,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,F,TNG_PROB,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,F,TOTAL,EU_V,1999,155,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,G,LTD,EU_V,1999,117,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,G,NLTD,EU_V,1999,114,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,G,TNG_PROB,EU_V,1999,25,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,G,TOTAL,EU_V,1999,101,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,H,LTD,EU_V,1999,128,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,H,NLTD,EU_V,1999,174,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,H,TOTAL,EU_V,1999,145,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,I,LTD,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,I,NLTD,EU_V,1999,168,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,I,TNG_PROB,EU_V,1999,48,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,I,TOTAL,EU_V,1999,146,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,J,NLTD,EU_V,1999,36,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,J,TNG_PROB,EU_V,1999,48,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,J,TOTAL,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,K,LTD,EU_V,1999,120,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,K,NLTD,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,K,TOTAL,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,L,LTD,EU_V,1999,39,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,L,NLTD,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,L,TOTAL,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,M,LTD,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,M,NLTD,EU_V,1999,127,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,M,TOTAL,EU_V,1999,85,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,N,LTD,EU_V,1999,155,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,N,NLTD,EU_V,1999,128,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,N,TOTAL,EU_V,1999,122,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,O,LTD,EU_V,1999,110,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,O,NLTD,EU_V,1999,98,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,O,TOTAL,EU_V,1999,89,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,P,NLTD,EU_V,1999,40,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,P,TOTAL,EU_V,1999,22,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,TOTAL,LTD,EU_V,1999,109,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,TOTAL,NLTD,EU_V,1999,122,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,TOTAL,TNG_PROB,EU_V,1999,33,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT1,TOTAL,TOTAL,TOTAL,EU_V,1999,107,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,A,LTD,EU_V,1999,68,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,D,LTD,EU_V,1999,150,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,D,NLTD,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,D,TNG_PROB,EU_V,1999,98,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,D,TOTAL,EU_V,1999,122,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,F,NLTD,EU_V,1999,140,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,F,TOTAL,EU_V,1999,150,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,G,LTD,EU_V,1999,105,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,G,NLTD,EU_V,1999,89,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,G,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,H,LTD,EU_V,1999,88,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,H,NLTD,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,H,TOTAL,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,I,NLTD,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,I,TNG_PROB,EU_V,1999,203,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,I,TOTAL,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,K,LTD,EU_V,1999,104,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,K,TOTAL,EU_V,1999,55,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,L,LTD,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,L,NLTD,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,L,TOTAL,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,M,NLTD,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,M,TOTAL,EU_V,1999,50,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,N,LTD,EU_V,1999,104,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,N,NLTD,EU_V,1999,109,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,N,TOTAL,EU_V,1999,90,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,O,NLTD,EU_V,1999,103,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,O,TOTAL,EU_V,1999,108,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,TOTAL,LTD,EU_V,1999,104,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,TOTAL,NLTD,EU_V,1999,90,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,TOTAL,TNG_PROB,EU_V,1999,58,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE14,TOTAL,TOTAL,EU_V,1999,88,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,A,LTD,EU_V,1999,76,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,A,NLTD,EU_V,1999,154,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,A,TOTAL,EU_V,1999,95,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,C,NLTD,EU_V,1999,134,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,D,LTD,EU_V,1999,117,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,D,NLTD,EU_V,1999,132,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,D,TNG_PROB,EU_V,1999,106,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,D,TOTAL,EU_V,1999,126,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,E,TOTAL,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,F,LTD,EU_V,1999,294,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,F,NLTD,EU_V,1999,178,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,F,TNG_PROB,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,F,TOTAL,EU_V,1999,180,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,G,LTD,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,G,NLTD,EU_V,1999,106,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,G,TOTAL,EU_V,1999,99,
dataflow,ESTAT:HSW_IJ_SVCLN(1.0),A,RT,Y_LT2,D_GE4,H,LTD,EU_V,1999,120,
