STRUCTURE,STRUCTURE_ID,freq,icd10,sex,age,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,LV,2008,64.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,MT,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,PL,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,RO,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,SI,2008,60.0,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,SK,2008,76,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y75-84,TOTAL,TR,2008,50.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,AT,2008,50.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,BE,2008,34.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,BG,2008,45.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,CY,2008,68.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,EL,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,ES,2008,52.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,FR,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,HU,2008,70.2,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,LV,2008,62.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,MT,2008,40,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,PL,2008,60.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,RO,2008,49.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,SK,2008,70.2,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED0-2,TR,2008,41.8,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED3_4,AT,2008,56.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED3_4,BE,2008,31.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED3_4,FR,2008,31.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED3_4,PL,2008,61.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED5_6,AT,2008,46.1,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED5_6,BE,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED5_6,ES,2008,57.7,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,ED5_6,FR,2008,19.7,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,AT,2008,51.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,BE,2008,34.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,BG,2008,55.3,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,CY,2008,67.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,CZ,2008,46.5,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,DE,2008,53.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,EL,2008,62.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,ES,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,FR,2008,30.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,HU,2008,69.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,LV,2008,58.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,MT,2008,38.5,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,PL,2008,61,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,RO,2008,51.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,SK,2008,73.4,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,F,Y_GE85,TOTAL,TR,2008,43.3,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,AT,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,BE,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,BG,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,CY,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,CZ,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,DE,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,EE,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,EL,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,ES,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,FR,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,HU,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,LV,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,MT,2008,28.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,PL,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,RO,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,SI,2008,31.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,SK,2008,44.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED0-2,TR,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,AT,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,BE,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,BG,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,CY,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,CZ,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,DE,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,EE,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,EL,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,ES,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,FR,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,HU,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,LV,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,MT,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,PL,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,RO,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,SI,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,SK,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED3_4,TR,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,AT,2008,19,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,BE,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,BG,2008,25.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,CY,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,CZ,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,DE,2008,24.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,EE,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,EL,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,ES,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,FR,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,HU,2008,27.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,LV,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,MT,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,PL,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,RO,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,SI,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,SK,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,ED5_6,TR,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,AT,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,BE,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,BG,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,CY,2008,21.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,CZ,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,DE,2008,26.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,EE,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,EL,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,ES,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,FR,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,HU,2008,32.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,LV,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,MT,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,PL,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,RO,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,SI,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,SK,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,TOTAL,TOTAL,TR,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,AT,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,BE,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,BG,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,EE,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,EL,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,ES,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,FR,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,HU,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,LV,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,PL,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,RO,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED0-2,TR,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,AT,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,BE,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,BG,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,CY,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,CZ,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,EE,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,EL,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,ES,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,FR,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,HU,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,LV,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,MT,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,PL,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,SI,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,SK,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED3_4,TR,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,AT,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,BE,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,CY,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,CZ,2008,5.1,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,EE,2008,12.4,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,EL,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,ES,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,FR,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,HU,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,MT,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,PL,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,SI,2008,5.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,SK,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,ED5_6,TR,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,AT,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,BE,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,BG,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,CZ,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,DE,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,EE,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,EL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,ES,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,FR,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,HU,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,LV,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,MT,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,PL,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,SI,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,SK,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y25-34,TOTAL,TR,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,AT,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,BE,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,BG,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,CY,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,EE,2008,7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,EL,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,ES,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,FR,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,HU,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,LV,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,MT,2008,3.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,PL,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,RO,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,SI,2008,10.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED0-2,TR,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,AT,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,BE,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,BG,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,CY,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,CZ,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,DE,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,EE,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,EL,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,ES,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,FR,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,HU,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,LV,2008,9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,MT,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,PL,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,RO,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,SI,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,SK,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED3_4,TR,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED5_6,AT,2008,6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED5_6,BE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,I10-I15,M,Y35-44,ED5_6,BG,2008,11.7,
