STRUCTURE,STRUCTURE_ID,freq,icd10,sex,age,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED0-2,TR,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,AT,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,BE,2008,11,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,ES,2008,18.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,FR,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,PL,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED3_4,RO,2008,12.5,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED5_6,AT,2008,8,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED5_6,BE,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED5_6,ES,2008,12.2,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED5_6,FR,2008,5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,ED5_6,PL,2008,2.7,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,AT,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,BE,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,BG,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,CY,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,CZ,2008,10.9,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,EE,2008,1.6,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,EL,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,ES,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,FR,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,HU,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,LV,2008,7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,MT,2008,15.2,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,PL,2008,16,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,RO,2008,8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,SK,2008,21.7,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,E10-E14,T,Y_GE85,TOTAL,TR,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,BE,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,BG,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,CY,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,CZ,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,EL,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,ES,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,FR,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,HU,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,LV,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,MT,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,PL,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,RO,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,SI,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,SK,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED0-2,TR,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,BE,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,CZ,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,EL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,ES,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,FR,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,HU,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,LV,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,MT,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,PL,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,RO,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,SI,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,SK,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED3_4,TR,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,BE,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,BG,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,CY,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,CZ,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,EL,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,ES,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,FR,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,HU,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,LV,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,MT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,SI,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,SK,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,ED5_6,TR,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,BE,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,CY,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,CZ,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,EL,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,ES,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,FR,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,HU,2008,7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,LV,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,MT,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,PL,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,SI,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,SK,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,TOTAL,TOTAL,TR,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,BE,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,CY,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,EL,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,ES,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,FR,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,HU,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,LV,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED0-2,TR,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,BE,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,CZ,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,ES,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,FR,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,LV,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,MT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,PL,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,SK,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED3_4,TR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED5_6,BE,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,ED5_6,PL,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,BE,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,CY,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,CZ,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,EL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,ES,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,FR,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,HU,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,LV,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,MT,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,PL,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,SK,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y15-24,TOTAL,TR,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,BE,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,BG,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,EL,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,ES,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,FR,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,HU,2008,8.1,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,LV,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,PL,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,RO,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED0-2,TR,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,BE,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,BG,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,CY,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,CZ,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,EL,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,ES,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,FR,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,HU,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,LV,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,MT,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,PL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,SI,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,SK,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED3_4,TR,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,BE,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,ES,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,FR,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,HU,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,LV,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,ED5_6,TR,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,BE,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,BG,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,CZ,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,EL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,ES,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,FR,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,HU,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,LV,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,MT,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,PL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,SI,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,SK,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y25-34,TOTAL,TR,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,BE,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,BG,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,CY,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,EL,2008,6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,ES,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,FR,2008,6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,HU,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,LV,2008,5.6,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,PL,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,RO,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,SI,2008,6.7,u
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED0-2,TR,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,BE,2008,12,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,BG,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,CZ,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,EL,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,ES,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,FR,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,HU,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,MT,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,PL,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,SI,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,SK,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED3_4,TR,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,BE,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,BG,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,CY,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,ES,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,FR,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,LV,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,PL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,RO,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,ED5_6,TR,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,BE,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,BG,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,CY,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,CZ,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,EL,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,ES,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,FR,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,HU,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,LV,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,MT,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,PL,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST1(1.0),A,F32_F33,F,Y35-44,TOTAL,RO,2008,0.8,
